local_file_id	batch_id	old_file_name	old_path_stub	current_ocr_text_path	current_metadata_path	probable_article_title	probable_author	probable_year	canonical_base_name	proposed_pdf_file_name	proposed_ocr_text_file_name	proposed_metadata_file_name	identity_confidence	rename_status	notes
471225-d04763ef473c	jbrs-ocr-2016	471225.pdf	Burmese/Burma JBRS/1964/471225.pdf	data/working/ocr/jbrs/text/471225-d04763ef473c.txt	data/working/ocr/jbrs/metadata/471225-d04763ef473c.json	မြန်မာအဘိဓာန် သမိုင်းအချုပ် * မောင်တင်လှ ** အဘယ်ကြောင့် ကျွန်ုပ်တို့ စကားပြောကြပါသနည်း။ ဤအမေးကို ကျွန်ုပ် အလွယ်ဆုံး အကျ…		1964					medium	needs_manual_review	
472263-de10db115b4a	jbrs-ocr-2017	472263.pdf	Burmese/Burma JBRS/1964/472263.pdf	data/working/ocr/jbrs/text/472263-de10db115b4a.txt	data/working/ocr/jbrs/metadata/472263-de10db115b4a.json	THE PSYCHODYNAMICS OF BURMESE PERSONALITY	U SEIN TU★	1964	1964-psychodynamics-burmese-personality-sein-tu	1964-psychodynamics-burmese-personality-sein-tu.pdf	1964-psychodynamics-burmese-personality-sein-tu.txt	1964-psychodynamics-burmese-personality-sein-tu.json	medium	deferred_outside_phase1_scope	
472287-1a94d3e6ce11	jbrs-ocr-2018	472287.pdf	Burmese/Burma JBRS/1964/472287.pdf	data/working/ocr/jbrs/text/1964-beginnings-western-education-burma-vivian-ba.txt	data/working/ocr/jbrs/metadata/1964-beginnings-western-education-burma-vivian-ba.json	THE BEGINNINGS OF WESTERN EDUCATION IN BURMA	Vivian BA	1964	1964-beginnings-western-education-burma-vivian-ba	1964-beginnings-western-education-burma-vivian-ba.pdf	1964-beginnings-western-education-burma-vivian-ba.txt	1964-beginnings-western-education-burma-vivian-ba.json	medium	renamed_in_repo	
472325-666e2ce45c9b	jbrs-ocr-2019	472325.pdf	Burmese/Burma JBRS/JBRS Originals/472325.pdf	data/working/ocr/jbrs/text/472325-666e2ce45c9b.txt	data/working/ocr/jbrs/metadata/472325-666e2ce45c9b.json	TEXTURAL CHARACTERISTICS OF CHANNEL SEDIMENTS	Dev D. SARIN*	1964	1964-textural-characteristics-channel-sediments-dev-d-sarin	1964-textural-characteristics-channel-sediments-dev-d-sarin.pdf	1964-textural-characteristics-channel-sediments-dev-d-sarin.txt	1964-textural-characteristics-channel-sediments-dev-d-sarin.json	medium	deferred_outside_phase1_scope	
472367-b3c75621b3e7	jbrs-ocr-2020	472367.pdf	Burmese/Burma JBRS/1964/472367.pdf	data/working/ocr/jbrs/text/472367-b3c75621b3e7.txt	data/working/ocr/jbrs/metadata/472367-b3c75621b3e7.json	THE TEXT PUBLICATION SUB COMMITTEE OF THE BURMA RESEARCH SOCIETY	U Pe Maung Tin	1964	1964-text-publication-sub-committee-burma-research-society-pe-maung-tin	1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.pdf	1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.txt	1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.json	medium	deferred_outside_phase1_scope	
472379-4a6c957cb0a2	jbrs-ocr-2021	472379.pdf	Burmese/Burma JBRS/1964/472379.pdf	data/working/ocr/jbrs/text/472379-4a6c957cb0a2.txt	data/working/ocr/jbrs/metadata/472379-4a6c957cb0a2.json	CRITIQUE OF A NEW PREFACE TO J. S. FURNIVALL'S An Introduction to the Political Economy of Burma When more than a quart…	U THET TUN*	1964	1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun	1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.pdf	1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.txt	1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.json	medium	deferred_outside_phase1_scope	
472385-ecc63d584b8d	jbrs-ocr-2022	472385.pdf	Burmese/Burma JBRS/1964/472385.pdf	data/working/ocr/jbrs/text/472385-ecc63d584b8d.txt	data/working/ocr/jbrs/metadata/472385-ecc63d584b8d.json	ABBREVIATIONS, CRYPTOGRAMS AND CHRONOGRAMS IN BURMESE (Note on transliteration: All Burmese words and some of the names…	Hla Pe	1964	1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe	1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.pdf	1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.txt	1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.json	medium	deferred_outside_phase1_scope	
472397-73b58ced4eda	jbrs-ocr-2023	472397.pdf	Burmese/Burma JBRS/JBRS Originals/472397.pdf	data/working/ocr/jbrs/text/472397-73b58ced4eda.txt	data/working/ocr/jbrs/metadata/472397-73b58ced4eda.json	TIN HTO0 * A GEOGRAPHICAL PROFILE OF THE ANDAMAN AND	NICOBAR ISLANDS	1964	1964-tin-hto0-geographical-profile-andaman-nicobar-islands	1964-tin-hto0-geographical-profile-andaman-nicobar-islands.pdf	1964-tin-hto0-geographical-profile-andaman-nicobar-islands.txt	1964-tin-hto0-geographical-profile-andaman-nicobar-islands.json	medium	deferred_outside_phase1_scope	
472415-5469e253e549	jbrs-ocr-2024	472415.pdf	Burmese/Burma JBRS/1964/472415.pdf	data/working/ocr/jbrs/text/472415-5469e253e549.txt	data/working/ocr/jbrs/metadata/472415-5469e253e549.json	BURMESE ORTHOGRAPHY AND THE TONAL CLASSIFICATION OF BURMESE LEXICAL ITEMS Tonal analyses of Burmese to date have been g…	R. K. SPRIGG *	1964	1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg	1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.pdf	1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.txt	1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.json	medium	deferred_outside_phase1_scope	
472441-f021b27f9644	jbrs-ocr-2025	472441.pdf	Burmese/Burma JBRS/1964/472441.pdf	data/working/ocr/jbrs/text/1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.txt	data/working/ocr/jbrs/metadata/1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.json	BURMA RESEARCH SOCIETY Corrected up to 31st December Copyright Myanmar Book Centre & Book Promotion & Service Ltd, Bang…	CATALOGUE OF BOOKS	1964	1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books	1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.pdf	1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.txt	1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.json	medium	renamed_in_repo	
481001-a6b0e8c42fdc	jbrs-ocr-2026	481001.pdf	Burmese/Burma JBRS/JBRS Originals/481001.pdf	data/working/ocr/jbrs/text/481001-a6b0e8c42fdc.txt	data/working/ocr/jbrs/metadata/481001-a6b0e8c42fdc.json	RELATION BETWEEN THE SAṀGHA AND STATE AND LAITY*	U Aung Than**	1965	1965-relation-between-sa-gha-state-laity-aung-than	1965-relation-between-sa-gha-state-laity-aung-than.pdf	1965-relation-between-sa-gha-state-laity-aung-than.txt	1965-relation-between-sa-gha-state-laity-aung-than.json	medium	deferred_outside_phase1_scope	
481009-52763bc04231	jbrs-ocr-2027	481009.pdf	Burmese/Burma JBRS/JBRS Originals/481009.pdf	data/working/ocr/jbrs/text/481009-52763bc04231.txt	data/working/ocr/jbrs/metadata/481009-52763bc04231.json	BURMESE COSMOGONY AND COSMOLOGY* 1. COSMOGONIC MYTHS	Dr. Ba Han **	1965	1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2	1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.pdf	1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.txt	1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.json	high	deferred_outside_phase1_scope	duplicate_of=1965-burmesecolmology-bahan1965-pdf; collision_with=1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han
481017-5a878c82bb89	jbrs-ocr-2028	481017.pdf	Burmese/Burma JBRS/1965/481017.pdf	data/working/ocr/jbrs/text/1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.txt	data/working/ocr/jbrs/metadata/1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.json	I am deeply thankful to U Aung Thaw B. A	MULTIPLICITY OF MALAPROPISM IN	1965	1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in	1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.pdf	1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.txt	1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.json	medium	renamed_in_repo	
481043-3f84f5c285c2	jbrs-ocr-2029	481043.pdf	Burmese/Burma JBRS/1965/481043.pdf	data/working/ocr/jbrs/text/481043-3f84f5c285c2.txt	data/working/ocr/jbrs/metadata/481043-3f84f5c285c2.json	THE BALUGYUN SAMPLE SURVEY	U Thet Lwin **	1965	1965-balugyun-sample-survey-thet-lwin	1965-balugyun-sample-survey-thet-lwin.pdf	1965-balugyun-sample-survey-thet-lwin.txt	1965-balugyun-sample-survey-thet-lwin.json	medium	deferred_outside_phase1_scope	
481057-e78cc302511d	jbrs-ocr-2030	481057.pdf	Burmese/Burma JBRS/1965/481057.pdf	data/working/ocr/jbrs/text/481057-e78cc302511d.txt	data/working/ocr/jbrs/metadata/481057-e78cc302511d.json	STATISTICAL ANALYSIS OF FARM SIZE	AND CURRENT EXPENDITURES*	1965	1965-statistical-analysis-farm-size-and-current-expenditures	1965-statistical-analysis-farm-size-and-current-expenditures.pdf	1965-statistical-analysis-farm-size-and-current-expenditures.txt	1965-statistical-analysis-farm-size-and-current-expenditures.json	medium	deferred_outside_phase1_scope	
481077-aaf5d3aded8e	jbrs-ocr-2031	481077.pdf	Burmese/Burma JBRS/1965/481077.pdf	data/working/ocr/jbrs/text/481077-aaf5d3aded8e.txt	data/working/ocr/jbrs/metadata/481077-aaf5d3aded8e.json	ANTIDYSENTERICA GROWN IN BURMA.* Literature survey shows that a large barks and seeds of Holarrhena both in Europe as w…	PHYTOCHEMICAL STUDIES OF HOLARRHENA	1965	1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena	1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.pdf	1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.txt	1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.json	medium	deferred_outside_phase1_scope	
481085-ef622cd3f289	jbrs-ocr-2032	481085.pdf	Burmese/Burma JBRS/1966/481085.pdf	data/working/ocr/jbrs/text/481085-ef622cd3f289.txt	data/working/ocr/jbrs/metadata/481085-ef622cd3f289.json	PRINTED AT THE UNIVERSITY PRESS . Copyright© Myanmar Book Centre & Book Promotion & Service Ltd, Bangkok, Thailand	INDUSTRIAL	1965	1965-printed-university-press-copyright-myanmar-book-centre-book-industrial	1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.pdf	1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.txt	1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.json	medium	deferred_outside_phase1_scope	
481099-de856021ac69	jbrs-ocr-2033	481099.pdf	Burmese/Burma JBRS/1965/481099.pdf	data/working/ocr/jbrs/text/481099-de856021ac69.txt	data/working/ocr/jbrs/metadata/481099-de856021ac69.json	FLOTATION OF MONYWA COPPER ORE*	U_Tin Tun**	1965	1965-flotation-monywa-copper-ore-tin-tun	1965-flotation-monywa-copper-ore-tin-tun.pdf	1965-flotation-monywa-copper-ore-tin-tun.txt	1965-flotation-monywa-copper-ore-tin-tun.json	medium	deferred_outside_phase1_scope	
482001-0293ed61f5dc	jbrs-ocr-2034	482001.pdf	Burmese/Burma JBRS/1965/482001.pdf	data/working/ocr/jbrs/text/482001-0293ed61f5dc.txt	data/working/ocr/jbrs/metadata/482001-0293ed61f5dc.json	SOME ASPECTS OF MARRIAGE UNDER BURMESE BUDDHIST LAW AND MALAYAN MUSLIM LAW What is Malayan Muslim Law' ?	U Hla Aung*	1965	1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung	1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.pdf	1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.txt	1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.json	medium	deferred_outside_phase1_scope	
482017-50d23a5f956e	jbrs-ocr-2035	482017.pdf	Burmese/Burma JBRS/JBRS Originals/482017.pdf	data/working/ocr/jbrs/text/482017-50d23a5f956e.txt	data/working/ocr/jbrs/metadata/482017-50d23a5f956e.json	KING MINDON AND THE WORLD FAIR OF HELD IN PARIS [ From documents in the French Foreign Office	Vivian Ba	1965	1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba	1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.pdf	1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.txt	1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.json	medium	deferred_outside_phase1_scope	
482025-bd7332f1120a	jbrs-ocr-2036	482025.pdf	Burmese/Burma JBRS/JBRS Originals/482025.pdf	data/working/ocr/jbrs/text/482025-bd7332f1120a.txt	data/working/ocr/jbrs/metadata/482025-bd7332f1120a.json	THE EMERGENCE OF THE BURMESE NATION*	Dr. Ba Han **	1965	1965-emergence-burmese-nation-ba-han-scan-2	1965-emergence-burmese-nation-ba-han-scan-2.pdf	1965-emergence-burmese-nation-ba-han-scan-2.txt	1965-emergence-burmese-nation-ba-han-scan-2.json	medium	deferred_outside_phase1_scope	collision_with=1965-emergence-burmese-nation-ba-han
482039-7d6eee62a9bd	jbrs-ocr-2037	482039.pdf	Burmese/Burma JBRS/JBRS Originals/482039.pdf	data/working/ocr/jbrs/text/482039-7d6eee62a9bd.txt	data/working/ocr/jbrs/metadata/482039-7d6eee62a9bd.json	0 1. An Introductory Survey, –	STUDIES	1965	1965-0-1-introductory-survey-studies	1965-0-1-introductory-survey-studies.pdf	1965-0-1-introductory-survey-studies.txt	1965-0-1-introductory-survey-studies.json	medium	deferred_outside_phase1_scope	
482065-87d9c38544cb	jbrs-ocr-2038	482065.pdf	Burmese/Burma JBRS/JBRS Originals/482065.pdf	data/working/ocr/jbrs/text/482065-87d9c38544cb.txt	data/working/ocr/jbrs/metadata/482065-87d9c38544cb.json	စလေမြို့နှင့် အနီးတဝိုက်ရှိ ကျောက်စာများ များကို သိရှိလိုလျှင် သက်ကြီးဝါကြီး ပုဂ္ဂိုလ်တို့ထံ ချဉ်းကပ်၍ မေးမြန်းမှတ်သားရ…							low	needs_manual_review	
482079-8296aad3f021	jbrs-ocr-2039	482079.pdf	Burmese/Burma JBRS/1965/482079.pdf	data/working/ocr/jbrs/text/482079-8296aad3f021.txt	data/working/ocr/jbrs/metadata/482079-8296aad3f021.json	သာမန်ဝေါဟာရ ဘာသာပြန်ခြင်း ဘာသာပြန်ရာမှာ အခြေခံဖြစ်တဲ့ သာ ၁ မန် ဝေါဟာရ ဘာသာ ပြန်ဆိုခြင်း အ		1965					medium	needs_manual_review	
482083-9b536cc4fd94	jbrs-ocr-2040	482083.pdf	Burmese/Burma JBRS/1965/482083.pdf	data/working/ocr/jbrs/text/482083-9b536cc4fd94.txt	data/working/ocr/jbrs/metadata/482083-9b536cc4fd94.json	ဘာသာပြန်အရေးအသား ဦးတင်ဧ ဤစာတန်း တင်ပြရခြင်း၏ ရည်ရွယ်ချက်မှာ ဂရုစိုက် ဖတ်မိပြီးလျှင် တန်ဖိုးကိုသိသဖြင့် လိုအပ် ဘာသာပြန်…		1965					medium	needs_manual_review	
482099-e8b1474ff020	jbrs-ocr-2041	482099.pdf	Burmese/Burma JBRS/1965/482099.pdf	data/working/ocr/jbrs/text/482099-e8b1474ff020.txt	data/working/ocr/jbrs/metadata/482099-e8b1474ff020.json	ဘာသာပြန် ဝေါဟာရ ဦးကျော်အောင် * ဘာသာပြန် ပြဿနာ များသည် ယခုအခါ ကျွန်တော်တို့လက်ငင်းတွေ့ကြုံနေရသည့် ပြဿနာ		1965					medium	needs_manual_review	
491001-05ead68078f2	jbrs-ocr-2042	491001.pdf	Burmese/Burma JBRS/1966/491001.pdf	data/working/ocr/jbrs/text/491001-05ead68078f2.txt	data/working/ocr/jbrs/metadata/491001-05ead68078f2.json	THE EVOLUTION OF BURMESE DRAMATIC PERFORMANCES	AND FESTAL OCCASIONS*	1966	1966-evolution-burmese-dramatic-performances-and-festal-occasions	1966-evolution-burmese-dramatic-performances-and-festal-occasions.pdf	1966-evolution-burmese-dramatic-performances-and-festal-occasions.txt	1966-evolution-burmese-dramatic-performances-and-festal-occasions.json	medium	deferred_outside_phase1_scope	
491019-f90bbe22251e	jbrs-ocr-2043	491019.pdf	Burmese/Burma JBRS/1966/491019.pdf	data/working/ocr/jbrs/text/491019-f90bbe22251e.txt	data/working/ocr/jbrs/metadata/491019-f90bbe22251e.json	MALAPROPISM AND U LU PE WIN	Hla Pe	1966	1966-malapropism-u-lu-pe-win-hla-pe	1966-malapropism-u-lu-pe-win-hla-pe.pdf	1966-malapropism-u-lu-pe-win-hla-pe.txt	1966-malapropism-u-lu-pe-win-hla-pe.json	medium	deferred_outside_phase1_scope	
491029-28f8ec24e8b7	jbrs-ocr-2044	491029.pdf	Burmese/Burma JBRS/1966/491029.pdf	data/working/ocr/jbrs/text/491029-28f8ec24e8b7.txt	data/working/ocr/jbrs/metadata/491029-28f8ec24e8b7.json	MINDON MIN'S DEVELOPMENT PLAN FOR	I	1966	1966-mindon-min-s-development-plan-i	1966-mindon-min-s-development-plan-i.pdf	1966-mindon-min-s-development-plan-i.txt	1966-mindon-min-s-development-plan-i.json	medium	deferred_outside_phase1_scope	
491050-6d56c0f47e2b	jbrs-ocr-2045	491050.pdf	Burmese/Burma JBRS/JBRS Originals/491050.pdf	data/working/ocr/jbrs/text/491050-6d56c0f47e2b.txt	data/working/ocr/jbrs/metadata/491050-6d56c0f47e2b.json	* ၁၁ လွန် မင်း လက် ထက် ဒအုပ် ချုပ်ရေး ဒေါက်တာ သန်းထွန်း ပြည်သူလူရဟန်းတို့၏ အားထားရာဖြစ်သော		1968					medium	needs_manual_review	
491071-78314926c661	jbrs-ocr-2046	491071.pdf	Burmese/Burma JBRS/1966/491071.pdf	data/working/ocr/jbrs/text/491071-78314926c661.txt	data/working/ocr/jbrs/metadata/491071-78314926c661.json	ကုန်း ဘောင် စေတီ စစ် တနိုး များ ဒေါက်တာရီရီ ** *		1966					medium	needs_manual_review	
492145-c59ff42645f1	jbrs-ocr-2047	492145.pdf	Burmese/Burma JBRS/JBRS Originals/492145.pdf	data/working/ocr/jbrs/text/1966-relations-between-burma-chylon-c-e-godakumbura.txt	data/working/ocr/jbrs/metadata/1966-relations-between-burma-chylon-c-e-godakumbura.json	RELATIONS BETWEEN BURMA AND CHYLON	C. E. Godakumbura**	1966	1966-relations-between-burma-chylon-c-e-godakumbura	1966-relations-between-burma-chylon-c-e-godakumbura.pdf	1966-relations-between-burma-chylon-c-e-godakumbura.txt	1966-relations-between-burma-chylon-c-e-godakumbura.json	medium	renamed_in_repo	
492163-6ae8a734172f	jbrs-ocr-2048	492163.pdf	Burmese/Burma JBRS/1966/492163.pdf	data/working/ocr/jbrs/text/492163-6ae8a734172f.txt	data/working/ocr/jbrs/metadata/492163-6ae8a734172f.json	CODE VERSUS CUSTOM IN THE DEVELOPMENT OF	'A Historical Accident'	1966	1966-code-versus-custom-development-a-historical-accident	1966-code-versus-custom-development-a-historical-accident.pdf	1966-code-versus-custom-development-a-historical-accident.txt	1966-code-versus-custom-development-a-historical-accident.json	medium	deferred_outside_phase1_scope	
492173-5a43ce2b6fcf	jbrs-ocr-2049	492173.pdf	Burmese/Burma JBRS/1966/492173.pdf	data/working/ocr/jbrs/text/1966-origin-development-dhammathats-maung-kyin-swi.txt	data/working/ocr/jbrs/metadata/1966-origin-development-dhammathats-maung-kyin-swi.json	THE ORIGIN AND DEVELOPMENT OF THE DHAMMATHATS *	Maung Kyin Swi **	1966	1966-origin-development-dhammathats-maung-kyin-swi	1966-origin-development-dhammathats-maung-kyin-swi.pdf	1966-origin-development-dhammathats-maung-kyin-swi.txt	1966-origin-development-dhammathats-maung-kyin-swi.json	medium	renamed_in_repo	
492207-8de972966cb4	jbrs-ocr-2050	492207.pdf	Burmese/Burma JBRS/1966/492207.pdf	data/working/ocr/jbrs/text/492207-8de972966cb4.txt	data/working/ocr/jbrs/metadata/492207-8de972966cb4.json	DAVID LESTER RICHARDSON DIPLOMAT AND EXPLORER	R. R Langham-Carter	1966	1966-david-lester-richardson-diplomat-explorer-r-r-langham-carter	1966-david-lester-richardson-diplomat-explorer-r-r-langham-carter.pdf	1966-david-lester-richardson-diplomat-explorer-r-r-langham-carter.txt	1966-david-lester-richardson-diplomat-explorer-r-r-langham-carter.json	medium	deferred_outside_phase1_scope	
492219-f8b8032df969	jbrs-ocr-2051	492219.pdf	Burmese/Burma JBRS/1966/492219.pdf	data/working/ocr/jbrs/text/492219-f8b8032df969.txt	data/working/ocr/jbrs/metadata/492219-f8b8032df969.json	A NEW SPECIES OF FISH FROM THE INLE LAKE, SOUTHERN SHAN STATE, BURMA	SILURUS BURMANENSIS	1966	1966-new-species-fish-inle-lake-southern-shan-state-silurus-burmanensis	1966-new-species-fish-inle-lake-southern-shan-state-silurus-burmanensis.pdf	1966-new-species-fish-inle-lake-southern-shan-state-silurus-burmanensis.txt	1966-new-species-fish-inle-lake-southern-shan-state-silurus-burmanensis.json	medium	deferred_outside_phase1_scope	
492223-c3e13f97a9c9	jbrs-ocr-2052	492223.pdf	Burmese/Burma JBRS/1966/492223.pdf	data/working/ocr/jbrs/text/492223-c3e13f97a9c9.txt	data/working/ocr/jbrs/metadata/492223-c3e13f97a9c9.json	ပါမောက္ခ ဦးအောင်သန်း ဦးတင်လွင် ကောလိပ်တွင် အချိန်ပိုင်းကထိကအဖြစ် ဆောင် ရွက်ခဲ့ရာ ကွယ်လွန်သည်အထိဖြစ်သည်။		1966					medium	needs_manual_review	
492225-22f6d60f8026	jbrs-ocr-2053	492225.pdf	Burmese/Burma JBRS/1966/492225.pdf	data/working/ocr/jbrs/text/492225-22f6d60f8026.txt	data/working/ocr/jbrs/metadata/492225-22f6d60f8026.json	သီပေါမင်း ပါတော်မူချိန်က ဗြိတိသျှ မြန်မာ	နိုင်ငံကို ပစ္စရေးအစat	1966	1966-untitled-at	1966-untitled-at.pdf	1966-untitled-at.txt	1966-untitled-at.json	medium	deferred_outside_phase1_scope	
501001-e9409c452f47	jbrs-ocr-2054	501001.pdf	Burmese/Burma JBRS/1967/501001.pdf	data/working/ocr/jbrs/text/501001-e9409c452f47.txt	data/working/ocr/jbrs/metadata/501001-e9409c452f47.json	A SURVEY OF SOME ENERGY SOURCES FOR BURMA*	Dr Maung Maung Kha**	1967	1967-survey-some-energy-sources-burma-maung-maung-kha	1967-survey-some-energy-sources-burma-maung-maung-kha.pdf	1967-survey-some-energy-sources-burma-maung-maung-kha.txt	1967-survey-some-energy-sources-burma-maung-maung-kha.json	medium	deferred_outside_phase1_scope	
501011-adef3405a586	jbrs-ocr-2055	501011.pdf	Burmese/Burma JBRS/JBRS Originals/501011.pdf	data/working/ocr/jbrs/text/501011-adef3405a586.txt	data/working/ocr/jbrs/metadata/501011-adef3405a586.json	1 SOME PAPAL CORRESPONDENCE WITH THE KINGS OF BURMA Translated from the Latin and commented by Vivian Ba ( A Tavoyan in…		1967					medium	needs_manual_review	
501021-054d64f3ec44	jbrs-ocr-2056	501021.pdf	Burmese/Burma JBRS/JBRS Originals/501021.pdf	data/working/ocr/jbrs/text/501021-054d64f3ec44.txt	data/working/ocr/jbrs/metadata/501021-054d64f3ec44.json	PIQUANT SPLENDOURS OF THE BURMESE	FAMILY LIFE OF OLD*						low	needs_manual_review	
501033-54afe0f6e308	jbrs-ocr-2057	501033.pdf	Burmese/Burma JBRS/1967/501033.pdf	data/working/ocr/jbrs/text/501033-54afe0f6e308.txt	data/working/ocr/jbrs/metadata/501033-54afe0f6e308.json	MALAPROPISM–MY REPLY TO DR HLA PE	Hla Pe	1967	1967-malapropism-my-reply-dr-hla-pe-hla-pe	1967-malapropism-my-reply-dr-hla-pe-hla-pe.pdf	1967-malapropism-my-reply-dr-hla-pe-hla-pe.txt	1967-malapropism-my-reply-dr-hla-pe-hla-pe.json	medium	deferred_outside_phase1_scope	
501047-58b1b8ae2cea	jbrs-ocr-2058	501047.pdf	Burmese/Burma JBRS/1967/501047.pdf	data/working/ocr/jbrs/text/501047-58b1b8ae2cea.txt	data/working/ocr/jbrs/metadata/501047-58b1b8ae2cea.json	NEOLOGISMS IN ENGLISH AND BURMESE*	Introduction	1967	1967-neologisms-english-burmese-introduction	1967-neologisms-english-burmese-introduction.pdf	1967-neologisms-english-burmese-introduction.txt	1967-neologisms-english-burmese-introduction.json	medium	deferred_outside_phase1_scope	
501071-33ad42532a5b	jbrs-ocr-2059	501071.pdf	Burmese/Burma JBRS/1967/501071.pdf	data/working/ocr/jbrs/text/501071-33ad42532a5b.txt	data/working/ocr/jbrs/metadata/501071-33ad42532a5b.json	A TENTATIVE LIST OF MON LOAN WORDS IN BURMESE	Hla Pe	1967	1967-tentative-list-mon-loan-words-burmese-hla-pe	1967-tentative-list-mon-loan-words-burmese-hla-pe.pdf	1967-tentative-list-mon-loan-words-burmese-hla-pe.txt	1967-tentative-list-mon-loan-words-burmese-hla-pe.json	medium	deferred_outside_phase1_scope	
501095-5959f008b473	jbrs-ocr-2060	501095.PDF	Burmese/Burma JBRS/JBRS Originals/501095.PDF	data/working/ocr/jbrs/text/501095-5959f008b473.txt	data/working/ocr/jbrs/metadata/501095-5959f008b473.json	NISSAYA BURMESE * A CASE OF SYSTEMATIC ADAPTATION TO A FOREIGN GRAMMAR AND SYNTAX	JOHN OKELL §						low	needs_manual_review	
501125-91755ef7b530	jbrs-ocr-2061	501125.pdf	Burmese/Burma JBRS/1967/501125.pdf	data/working/ocr/jbrs/text/501125-91755ef7b530.txt	data/working/ocr/jbrs/metadata/501125-91755ef7b530.json	DICTIONARIES OF THE NATIONAL RACES OF THE UNION OF BURMA	SUMMARY	1967	1967-dictionaries-national-races-union-burma-summary	1967-dictionaries-national-races-union-burma-summary.pdf	1967-dictionaries-national-races-union-burma-summary.txt	1967-dictionaries-national-races-union-burma-summary.json	medium	deferred_outside_phase1_scope	
502177-9b894ba0f8dd	jbrs-ocr-2062	502177.pdf	Burmese/Burma JBRS/1967/502177.pdf	data/working/ocr/jbrs/text/502177-9b894ba0f8dd.txt	data/working/ocr/jbrs/metadata/502177-9b894ba0f8dd.json	'* 1	Hla Pe	1967	1967-1-hla-pe	1967-1-hla-pe.pdf	1967-1-hla-pe.txt	1967-1-hla-pe.json	medium	deferred_outside_phase1_scope	
