local_file_id	old_file_name	old_path_stub	canonical_file_name	canonical_ocr_text_path	canonical_metadata_path	canonical_pdf_path_stub	alias_status	notes
451007-cc1e3f0605e9	451007.pdf	Burmese/Burma JBRS/JBRS Originals/451007.pdf	451007.pdf	data/working/ocr/jbrs/text/451007-cc1e3f0605e9.txt	data/working/ocr/jbrs/metadata/451007-cc1e3f0605e9.json		needs_manual_review	
451029-7467b232a54a	451029.pdf	Burmese/Burma JBRS/1962/451029.pdf	1962-twan-sa-wan-mah-ca-s-rhwai-ma-kyan.pdf	data/working/ocr/jbrs/text/1962-twan-sa-wan-mah-ca-s-rhwai-ma-kyan.txt	data/working/ocr/jbrs/metadata/1962-twan-sa-wan-mah-ca-s-rhwai-ma-kyan.json	data_local/sources/jbrs_canonical_pdfs/1962-twan-sa-wan-mah-ca-s-rhwai-ma-kyan.pdf	deferred_outside_phase1_scope	
451041-4a9aa2fe898b	451041.pdf	Burmese/Burma JBRS/1962/451041.pdf	1962-linguistic-position-rong-lepcha-by.pdf	data/working/ocr/jbrs/text/1962-linguistic-position-rong-lepcha-by.txt	data/working/ocr/jbrs/metadata/1962-linguistic-position-rong-lepcha-by.json	data_local/sources/jbrs_canonical_pdfs/1962-linguistic-position-rong-lepcha-by.pdf	deferred_outside_phase1_scope	
451049-4477549ee36b	451049.pdf	Burmese/Burma JBRS/1962/451049.pdf	1962-public-expenditures-inflationary-impact-burma-59-by.pdf	data/working/ocr/jbrs/text/1962-public-expenditures-inflationary-impact-burma-59-by.txt	data/working/ocr/jbrs/metadata/1962-public-expenditures-inflationary-impact-burma-59-by.json	data_local/sources/jbrs_canonical_pdfs/1962-public-expenditures-inflationary-impact-burma-59-by.pdf	deferred_outside_phase1_scope	
451079-492ba7c3e673	451079.pdf	Burmese/Burma JBRS/1962/451079.pdf	1962-politics-railroads-burma-india-problem-historical-interpretation-josef-silverstein.pdf	data/working/ocr/jbrs/text/1962-politics-railroads-burma-india-problem-historical-interpretation-josef-silverstein.txt	data/working/ocr/jbrs/metadata/1962-politics-railroads-burma-india-problem-historical-interpretation-josef-silverstein.json	data_local/sources/jbrs_canonical_pdfs/1962-politics-railroads-burma-india-problem-historical-interpretation-josef-silverstein.pdf	deferred_outside_phase1_scope	
451091-60f0fa4586e9	451091.pdf	Burmese/Burma JBRS/1962/451091.pdf	1962-rubber-industry-burma-an-overall-view-of.pdf	data/working/ocr/jbrs/text/1962-rubber-industry-burma-an-overall-view-of.txt	data/working/ocr/jbrs/metadata/1962-rubber-industry-burma-an-overall-view-of.json	data_local/sources/jbrs_canonical_pdfs/1962-rubber-industry-burma-an-overall-view-of.pdf	deferred_outside_phase1_scope	
451109-14a5f41640a7	451109.pdf	Burmese/Burma JBRS/1962/451109.pdf	1962-handbook-old-handicrafts-text-publications-new-series-no-book-review.pdf	data/working/ocr/jbrs/text/1962-handbook-old-handicrafts-text-publications-new-series-no-book-review.txt	data/working/ocr/jbrs/metadata/1962-handbook-old-handicrafts-text-publications-new-series-no-book-review.json	data_local/sources/jbrs_canonical_pdfs/1962-handbook-old-handicrafts-text-publications-new-series-no-book-review.pdf	deferred_outside_phase1_scope	
452129-3e40dc0c5769	452129.pdf	Burmese/Burma JBRS/1962/452129.pdf	452129.pdf	data/working/ocr/jbrs/text/452129-3e40dc0c5769.txt	data/working/ocr/jbrs/metadata/452129-3e40dc0c5769.json		needs_manual_review	
452137-c94f87ea513f	452137.pdf	Burmese/Burma JBRS/JBRS Originals/452137.pdf	452137.pdf	data/working/ocr/jbrs/text/452137-c94f87ea513f.txt	data/working/ocr/jbrs/metadata/452137-c94f87ea513f.json		needs_manual_review	
452163-0f2d7695222c	452163.pdf	Burmese/Burma JBRS/JBRS Originals/452163.pdf	1962-urban-study-sittang-valley-by.pdf	data/working/ocr/jbrs/text/1962-urban-study-sittang-valley-by.txt	data/working/ocr/jbrs/metadata/1962-urban-study-sittang-valley-by.json	data_local/sources/jbrs_canonical_pdfs/1962-urban-study-sittang-valley-by.pdf	deferred_outside_phase1_scope	
452181-61f682f61b18	452181.pdf	Burmese/Burma JBRS/1962/452181.pdf	1962-district-district-account-rubber-industry-burma-by.pdf	data/working/ocr/jbrs/text/1962-district-district-account-rubber-industry-burma-by.txt	data/working/ocr/jbrs/metadata/1962-district-district-account-rubber-industry-burma-by.json	data_local/sources/jbrs_canonical_pdfs/1962-district-district-account-rubber-industry-burma-by.pdf	deferred_outside_phase1_scope	
452193-fc71a2164190	452193.pdf	Burmese/Burma JBRS/JBRS Originals/452193.pdf	1962-mayan-lajung-changing-land-use-capital-investment.pdf	data/working/ocr/jbrs/text/1962-mayan-lajung-changing-land-use-capital-investment.txt	data/working/ocr/jbrs/metadata/1962-mayan-lajung-changing-land-use-capital-investment.json	data_local/sources/jbrs_canonical_pdfs/1962-mayan-lajung-changing-land-use-capital-investment.pdf	deferred_outside_phase1_scope	
452205-b44cecfd7a83	452205.pdf	Burmese/Burma JBRS/1962/452205.pdf	1962-burmese-attitudes-toward-children-by.pdf	data/working/ocr/jbrs/text/1962-burmese-attitudes-toward-children-by.txt	data/working/ocr/jbrs/metadata/1962-burmese-attitudes-toward-children-by.json	data_local/sources/jbrs_canonical_pdfs/1962-burmese-attitudes-toward-children-by.pdf	deferred_outside_phase1_scope	
452209-946ecb59ab89	452209.pdf	Burmese/Burma JBRS/JBRS Originals/452209.pdf	1962-odyssey-first-burmese-types-by-scan-2.pdf	data/working/ocr/jbrs/text/1962-odyssey-first-burmese-types-by-scan-2.txt	data/working/ocr/jbrs/metadata/1962-odyssey-first-burmese-types-by-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1962-odyssey-first-burmese-types-by-scan-2.pdf	deferred_outside_phase1_scope	collision_with=1962-odyssey-first-burmese-types-by
461001-595b35f5e1c5	461001.pdf	Burmese/Burma JBRS/JBRS Originals/461001.pdf	461001.pdf	data/working/ocr/jbrs/text/461001-595b35f5e1c5.txt	data/working/ocr/jbrs/metadata/461001-595b35f5e1c5.json		needs_manual_review	
461011-1b100ecd9943	461011.pdf	Burmese/Burma JBRS/JBRS Originals/461011.pdf	461011.pdf	data/working/ocr/jbrs/text/461011-1b100ecd9943.txt	data/working/ocr/jbrs/metadata/461011-1b100ecd9943.json		needs_manual_review	
461027-87bba07f427d	461027.pdf	Burmese/Burma JBRS/1963/461027.pdf	1963-organization-planning-machinery-lessons-burmese-experience-thet-tun.pdf	data/working/ocr/jbrs/text/1963-organization-planning-machinery-lessons-burmese-experience-thet-tun.txt	data/working/ocr/jbrs/metadata/1963-organization-planning-machinery-lessons-burmese-experience-thet-tun.json	data_local/sources/jbrs_canonical_pdfs/1963-organization-planning-machinery-lessons-burmese-experience-thet-tun.pdf	deferred_outside_phase1_scope	
461035-b40362bf7b9f	461035.pdf	Burmese/Burma JBRS/JBRS Originals/461035.pdf	1963-problems-high-acid-rice-bran-oils-burma-and-their-solutions.pdf	data/working/ocr/jbrs/text/1963-problems-high-acid-rice-bran-oils-burma-and-their-solutions.txt	data/working/ocr/jbrs/metadata/1963-problems-high-acid-rice-bran-oils-burma-and-their-solutions.json	data_local/sources/jbrs_canonical_pdfs/1963-problems-high-acid-rice-bran-oils-burma-and-their-solutions.pdf	deferred_outside_phase1_scope	
461043-93e8161ba906	461043.pdf	Burmese/Burma JBRS/JBRS Originals/461043.pdf	1963-pali-burmese-nissaya-tin-lwin-scan-2.pdf	data/working/ocr/jbrs/text/1963-pali-burmese-nissaya-tin-lwin-scan-2.txt	data/working/ocr/jbrs/metadata/1963-pali-burmese-nissaya-tin-lwin-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1963-pali-burmese-nissaya-tin-lwin-scan-2.pdf	renamed_in_repo	collision_with=1963-pali-burmese-nissaya-tin-lwin
461053-e53f8eb6505d	461053.pdf	Burmese/Burma JBRS/1963/461053.pdf	1963-acoustical-analysis-vibrations-bamboo-bars-used-pattalars-maung-maung-kha.pdf	data/working/ocr/jbrs/text/1963-acoustical-analysis-vibrations-bamboo-bars-used-pattalars-maung-maung-kha.txt	data/working/ocr/jbrs/metadata/1963-acoustical-analysis-vibrations-bamboo-bars-used-pattalars-maung-maung-kha.json	data_local/sources/jbrs_canonical_pdfs/1963-acoustical-analysis-vibrations-bamboo-bars-used-pattalars-maung-maung-kha.pdf	deferred_outside_phase1_scope	
461065-e40976239b95	461065.pdf	Burmese/Burma JBRS/JBRS Originals/461065.pdf	1963-storia-del-cristianesimo-nell-one-centenary-recalls-another.pdf	data/working/ocr/jbrs/text/1963-storia-del-cristianesimo-nell-one-centenary-recalls-another.txt	data/working/ocr/jbrs/metadata/1963-storia-del-cristianesimo-nell-one-centenary-recalls-another.json	data_local/sources/jbrs_canonical_pdfs/1963-storia-del-cristianesimo-nell-one-centenary-recalls-another.pdf	deferred_outside_phase1_scope	
461081-194d0ea9ee25	461081.pdf	Burmese/Burma JBRS/1963/461081.pdf	461081.pdf	data/working/ocr/jbrs/text/461081-194d0ea9ee25.txt	data/working/ocr/jbrs/metadata/461081-194d0ea9ee25.json		needs_manual_review	
462001a-b74428bb5ebe	462001A.pdf	Burmese/Burma JBRS/JBRS Originals/462001A.pdf	1963-history-education-burma-a-survey.pdf	data/working/ocr/jbrs/text/1963-history-education-burma-a-survey.txt	data/working/ocr/jbrs/metadata/1963-history-education-burma-a-survey.json	data_local/sources/jbrs_canonical_pdfs/1963-history-education-burma-a-survey.pdf	renamed_in_repo	
462001b-95b416c36248	462001B.pdf	Burmese/Burma JBRS/JBRS Originals/462001B.pdf	1963-history-education-burma-a-survey-scan-2.pdf	data/working/ocr/jbrs/text/1963-history-education-burma-a-survey-scan-2.txt	data/working/ocr/jbrs/metadata/1963-history-education-burma-a-survey-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1963-history-education-burma-a-survey-scan-2.pdf	deferred_outside_phase1_scope	collision_with=1963-history-education-burma-a-survey
462001c-80146cae6b49	462001C.pdf	Burmese/Burma JBRS/JBRS Originals/462001C.pdf	1963-history-education-burma-a-survey-scan-3.pdf	data/working/ocr/jbrs/text/1963-history-education-burma-a-survey-scan-3.txt	data/working/ocr/jbrs/metadata/1963-history-education-burma-a-survey-scan-3.json	data_local/sources/jbrs_canonical_pdfs/1963-history-education-burma-a-survey-scan-3.pdf	renamed_in_repo	collision_with=1963-history-education-burma-a-survey
471001-ee68575fa6e0	471001.pdf	Burmese/Burma JBRS/1964/471001.pdf	471001.pdf	data/working/ocr/jbrs/text/471001-ee68575fa6e0.txt	data/working/ocr/jbrs/metadata/471001-ee68575fa6e0.json		needs_manual_review	
471003-c00f27cb1283	471003.pdf	Burmese/Burma JBRS/JBRS Originals/471003.pdf	1964-spiritism-burma-ba-han.pdf	data/working/ocr/jbrs/text/1964-spiritism-burma-ba-han.txt	data/working/ocr/jbrs/metadata/1964-spiritism-burma-ba-han.json	data_local/sources/jbrs_canonical_pdfs/1964-spiritism-burma-ba-han.pdf	deferred_outside_phase1_scope	
471011-1c661ca9d2a1	471011.pdf	Burmese/Burma JBRS/JBRS Originals/471011.pdf	471011.pdf	data/working/ocr/jbrs/text/471011-1c661ca9d2a1.txt	data/working/ocr/jbrs/metadata/471011-1c661ca9d2a1.json		needs_manual_review	
471011-df6fe6f6901a	471011.pdf	Burmese/Burma JBRS/1964/471011.pdf	1964-development-university-education-burma-nyi-nyi.pdf	data/working/ocr/jbrs/text/1964-development-university-education-burma-nyi-nyi.txt	data/working/ocr/jbrs/metadata/1964-development-university-education-burma-nyi-nyi.json	data_local/sources/jbrs_canonical_pdfs/1964-development-university-education-burma-nyi-nyi.pdf	deferred_outside_phase1_scope	
471077-bd2e04154a28	471077.pdf	Burmese/Burma JBRS/1964/471077.pdf	1964-burmese-modification-bernreuter-personality-inventory.pdf	data/working/ocr/jbrs/text/1964-burmese-modification-bernreuter-personality-inventory.txt	data/working/ocr/jbrs/metadata/1964-burmese-modification-bernreuter-personality-inventory.json	data_local/sources/jbrs_canonical_pdfs/1964-burmese-modification-bernreuter-personality-inventory.pdf	deferred_outside_phase1_scope	
471089-b6ae8799bdff	471089.pdf	Burmese/Burma JBRS/JBRS Originals/471089.pdf	1964-trends-economic-growth-income-cib.pdf	data/working/ocr/jbrs/text/1964-trends-economic-growth-income-cib.txt	data/working/ocr/jbrs/metadata/1964-trends-economic-growth-income-cib.json	data_local/sources/jbrs_canonical_pdfs/1964-trends-economic-growth-income-cib.pdf	deferred_outside_phase1_scope	
471149-02f68367f7cd	471149.pdf	Burmese/Burma JBRS/1964/471149.pdf	1964-burmese-embassy-vietnam-24-b-r-pearn.pdf	data/working/ocr/jbrs/text/1964-burmese-embassy-vietnam-24-b-r-pearn.txt	data/working/ocr/jbrs/metadata/1964-burmese-embassy-vietnam-24-b-r-pearn.json	data_local/sources/jbrs_canonical_pdfs/1964-burmese-embassy-vietnam-24-b-r-pearn.pdf	deferred_outside_phase1_scope	
471173-0ca3bdd886b2	471173.pdf	Burmese/Burma JBRS/1964/471173.pdf	1964-economic-development-burma-1951-1960-thet-tun.pdf	data/working/ocr/jbrs/text/1964-economic-development-burma-1951-1960-thet-tun.txt	data/working/ocr/jbrs/metadata/1964-economic-development-burma-1951-1960-thet-tun.json	data_local/sources/jbrs_canonical_pdfs/1964-economic-development-burma-1951-1960-thet-tun.pdf	deferred_outside_phase1_scope	
471183-61f9e91ba7d7	471183.pdf	Burmese/Burma JBRS/1964/471183.pdf	1964-petrography-origin-taungtha-formation-exposed-taungtha-myingyan-district-dev-d-sarin.pdf	data/working/ocr/jbrs/text/1964-petrography-origin-taungtha-formation-exposed-taungtha-myingyan-district-dev-d-sarin.txt	data/working/ocr/jbrs/metadata/1964-petrography-origin-taungtha-formation-exposed-taungtha-myingyan-district-dev-d-sarin.json	data_local/sources/jbrs_canonical_pdfs/1964-petrography-origin-taungtha-formation-exposed-taungtha-myingyan-district-dev-d-sarin.pdf	deferred_outside_phase1_scope	
471205-572068b5d6b0	471205.pdf	Burmese/Burma JBRS/1964/471205.pdf	1964-problem-crime-criminal-its-solution-socialist-burma-kyaw-yin.pdf	data/working/ocr/jbrs/text/1964-problem-crime-criminal-its-solution-socialist-burma-kyaw-yin.txt	data/working/ocr/jbrs/metadata/1964-problem-crime-criminal-its-solution-socialist-burma-kyaw-yin.json	data_local/sources/jbrs_canonical_pdfs/1964-problem-crime-criminal-its-solution-socialist-burma-kyaw-yin.pdf	deferred_outside_phase1_scope	
471225-d04763ef473c	471225.pdf	Burmese/Burma JBRS/1964/471225.pdf	471225.pdf	data/working/ocr/jbrs/text/471225-d04763ef473c.txt	data/working/ocr/jbrs/metadata/471225-d04763ef473c.json		needs_manual_review	
472263-de10db115b4a	472263.pdf	Burmese/Burma JBRS/1964/472263.pdf	1964-psychodynamics-burmese-personality-sein-tu.pdf	data/working/ocr/jbrs/text/1964-psychodynamics-burmese-personality-sein-tu.txt	data/working/ocr/jbrs/metadata/1964-psychodynamics-burmese-personality-sein-tu.json	data_local/sources/jbrs_canonical_pdfs/1964-psychodynamics-burmese-personality-sein-tu.pdf	deferred_outside_phase1_scope	
472287-1a94d3e6ce11	472287.pdf	Burmese/Burma JBRS/1964/472287.pdf	1964-beginnings-western-education-burma-vivian-ba.pdf	data/working/ocr/jbrs/text/1964-beginnings-western-education-burma-vivian-ba.txt	data/working/ocr/jbrs/metadata/1964-beginnings-western-education-burma-vivian-ba.json	data_local/sources/jbrs_canonical_pdfs/1964-beginnings-western-education-burma-vivian-ba.pdf	renamed_in_repo	
472325-666e2ce45c9b	472325.pdf	Burmese/Burma JBRS/JBRS Originals/472325.pdf	1964-textural-characteristics-channel-sediments-dev-d-sarin.pdf	data/working/ocr/jbrs/text/1964-textural-characteristics-channel-sediments-dev-d-sarin.txt	data/working/ocr/jbrs/metadata/1964-textural-characteristics-channel-sediments-dev-d-sarin.json	data_local/sources/jbrs_canonical_pdfs/1964-textural-characteristics-channel-sediments-dev-d-sarin.pdf	deferred_outside_phase1_scope	
472367-b3c75621b3e7	472367.pdf	Burmese/Burma JBRS/1964/472367.pdf	1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.pdf	data/working/ocr/jbrs/text/1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.txt	data/working/ocr/jbrs/metadata/1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.json	data_local/sources/jbrs_canonical_pdfs/1964-text-publication-sub-committee-burma-research-society-pe-maung-tin.pdf	deferred_outside_phase1_scope	
472379-4a6c957cb0a2	472379.pdf	Burmese/Burma JBRS/1964/472379.pdf	1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.pdf	data/working/ocr/jbrs/text/1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.txt	data/working/ocr/jbrs/metadata/1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.json	data_local/sources/jbrs_canonical_pdfs/1964-critique-new-preface-j-s-furnivall-s-introduction-thet-tun.pdf	deferred_outside_phase1_scope	
472385-ecc63d584b8d	472385.pdf	Burmese/Burma JBRS/1964/472385.pdf	1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.pdf	data/working/ocr/jbrs/text/1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.txt	data/working/ocr/jbrs/metadata/1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.json	data_local/sources/jbrs_canonical_pdfs/1964-abbreviations-cryptograms-chronograms-burmese-note-transliteration-all-burmese-hla-pe.pdf	deferred_outside_phase1_scope	
472397-73b58ced4eda	472397.pdf	Burmese/Burma JBRS/JBRS Originals/472397.pdf	1964-tin-hto0-geographical-profile-andaman-nicobar-islands.pdf	data/working/ocr/jbrs/text/1964-tin-hto0-geographical-profile-andaman-nicobar-islands.txt	data/working/ocr/jbrs/metadata/1964-tin-hto0-geographical-profile-andaman-nicobar-islands.json	data_local/sources/jbrs_canonical_pdfs/1964-tin-hto0-geographical-profile-andaman-nicobar-islands.pdf	deferred_outside_phase1_scope	
472415-5469e253e549	472415.pdf	Burmese/Burma JBRS/1964/472415.pdf	1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.pdf	data/working/ocr/jbrs/text/1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.txt	data/working/ocr/jbrs/metadata/1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.json	data_local/sources/jbrs_canonical_pdfs/1964-burmese-orthography-tonal-classification-burmese-lexical-items-tonal-r-k-sprigg.pdf	deferred_outside_phase1_scope	
472441-f021b27f9644	472441.pdf	Burmese/Burma JBRS/1964/472441.pdf	1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.pdf	data/working/ocr/jbrs/text/1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.txt	data/working/ocr/jbrs/metadata/1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.json	data_local/sources/jbrs_canonical_pdfs/1964-burma-research-society-corrected-up-31st-december-copyright-catalogue-of-books.pdf	renamed_in_repo	
481001-a6b0e8c42fdc	481001.pdf	Burmese/Burma JBRS/JBRS Originals/481001.pdf	1965-relation-between-sa-gha-state-laity-aung-than.pdf	data/working/ocr/jbrs/text/1965-relation-between-sa-gha-state-laity-aung-than.txt	data/working/ocr/jbrs/metadata/1965-relation-between-sa-gha-state-laity-aung-than.json	data_local/sources/jbrs_canonical_pdfs/1965-relation-between-sa-gha-state-laity-aung-than.pdf	deferred_outside_phase1_scope	
481009-52763bc04231	481009.pdf	Burmese/Burma JBRS/JBRS Originals/481009.pdf	1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.pdf	data/working/ocr/jbrs/text/1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.txt	data/working/ocr/jbrs/metadata/1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han-scan-2.pdf	deferred_outside_phase1_scope	duplicate_of=1965-burmesecolmology-bahan1965-pdf; collision_with=1965-burmese-cosmogony-cosmology-1-cosmogonic-myths-ba-han
481017-5a878c82bb89	481017.pdf	Burmese/Burma JBRS/1965/481017.pdf	1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.pdf	data/working/ocr/jbrs/text/1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.txt	data/working/ocr/jbrs/metadata/1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.json	data_local/sources/jbrs_canonical_pdfs/1965-i-am-deeply-thankful-u-aung-thaw-b-multiplicity-of-malapropism-in.pdf	renamed_in_repo	
481043-3f84f5c285c2	481043.pdf	Burmese/Burma JBRS/1965/481043.pdf	1965-balugyun-sample-survey-thet-lwin.pdf	data/working/ocr/jbrs/text/1965-balugyun-sample-survey-thet-lwin.txt	data/working/ocr/jbrs/metadata/1965-balugyun-sample-survey-thet-lwin.json	data_local/sources/jbrs_canonical_pdfs/1965-balugyun-sample-survey-thet-lwin.pdf	deferred_outside_phase1_scope	
481057-e78cc302511d	481057.pdf	Burmese/Burma JBRS/1965/481057.pdf	1965-statistical-analysis-farm-size-and-current-expenditures.pdf	data/working/ocr/jbrs/text/1965-statistical-analysis-farm-size-and-current-expenditures.txt	data/working/ocr/jbrs/metadata/1965-statistical-analysis-farm-size-and-current-expenditures.json	data_local/sources/jbrs_canonical_pdfs/1965-statistical-analysis-farm-size-and-current-expenditures.pdf	deferred_outside_phase1_scope	
481077-aaf5d3aded8e	481077.pdf	Burmese/Burma JBRS/1965/481077.pdf	1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.pdf	data/working/ocr/jbrs/text/1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.txt	data/working/ocr/jbrs/metadata/1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.json	data_local/sources/jbrs_canonical_pdfs/1965-antidysenterica-grown-burma-literature-survey-shows-that-large-phytochemical-studies-of-holarrhena.pdf	deferred_outside_phase1_scope	
481085-ef622cd3f289	481085.pdf	Burmese/Burma JBRS/1966/481085.pdf	1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.pdf	data/working/ocr/jbrs/text/1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.txt	data/working/ocr/jbrs/metadata/1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.json	data_local/sources/jbrs_canonical_pdfs/1965-printed-university-press-copyright-myanmar-book-centre-book-industrial.pdf	deferred_outside_phase1_scope	
481099-de856021ac69	481099.pdf	Burmese/Burma JBRS/1965/481099.pdf	1965-flotation-monywa-copper-ore-tin-tun.pdf	data/working/ocr/jbrs/text/1965-flotation-monywa-copper-ore-tin-tun.txt	data/working/ocr/jbrs/metadata/1965-flotation-monywa-copper-ore-tin-tun.json	data_local/sources/jbrs_canonical_pdfs/1965-flotation-monywa-copper-ore-tin-tun.pdf	deferred_outside_phase1_scope	
482001-0293ed61f5dc	482001.pdf	Burmese/Burma JBRS/1965/482001.pdf	1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.pdf	data/working/ocr/jbrs/text/1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.txt	data/working/ocr/jbrs/metadata/1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.json	data_local/sources/jbrs_canonical_pdfs/1965-some-aspects-marriage-under-burmese-buddhist-law-malayan-hla-aung.pdf	deferred_outside_phase1_scope	
482017-50d23a5f956e	482017.pdf	Burmese/Burma JBRS/JBRS Originals/482017.pdf	1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.pdf	data/working/ocr/jbrs/text/1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.txt	data/working/ocr/jbrs/metadata/1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.json	data_local/sources/jbrs_canonical_pdfs/1965-king-mindon-world-fair-held-paris-documents-french-vivian-ba.pdf	deferred_outside_phase1_scope	
482025-bd7332f1120a	482025.pdf	Burmese/Burma JBRS/JBRS Originals/482025.pdf	1965-emergence-burmese-nation-ba-han-scan-2.pdf	data/working/ocr/jbrs/text/1965-emergence-burmese-nation-ba-han-scan-2.txt	data/working/ocr/jbrs/metadata/1965-emergence-burmese-nation-ba-han-scan-2.json	data_local/sources/jbrs_canonical_pdfs/1965-emergence-burmese-nation-ba-han-scan-2.pdf	deferred_outside_phase1_scope	collision_with=1965-emergence-burmese-nation-ba-han
482039-7d6eee62a9bd	482039.pdf	Burmese/Burma JBRS/JBRS Originals/482039.pdf	1965-0-1-introductory-survey-studies.pdf	data/working/ocr/jbrs/text/1965-0-1-introductory-survey-studies.txt	data/working/ocr/jbrs/metadata/1965-0-1-introductory-survey-studies.json	data_local/sources/jbrs_canonical_pdfs/1965-0-1-introductory-survey-studies.pdf	deferred_outside_phase1_scope	
482065-87d9c38544cb	482065.pdf	Burmese/Burma JBRS/JBRS Originals/482065.pdf	482065.pdf	data/working/ocr/jbrs/text/482065-87d9c38544cb.txt	data/working/ocr/jbrs/metadata/482065-87d9c38544cb.json		needs_manual_review	
482079-8296aad3f021	482079.pdf	Burmese/Burma JBRS/1965/482079.pdf	482079.pdf	data/working/ocr/jbrs/text/482079-8296aad3f021.txt	data/working/ocr/jbrs/metadata/482079-8296aad3f021.json		needs_manual_review	
482083-9b536cc4fd94	482083.pdf	Burmese/Burma JBRS/1965/482083.pdf	482083.pdf	data/working/ocr/jbrs/text/482083-9b536cc4fd94.txt	data/working/ocr/jbrs/metadata/482083-9b536cc4fd94.json		needs_manual_review	
482099-e8b1474ff020	482099.pdf	Burmese/Burma JBRS/1965/482099.pdf	482099.pdf	data/working/ocr/jbrs/text/482099-e8b1474ff020.txt	data/working/ocr/jbrs/metadata/482099-e8b1474ff020.json		needs_manual_review	
491001-05ead68078f2	491001.pdf	Burmese/Burma JBRS/1966/491001.pdf	1966-evolution-burmese-dramatic-performances-and-festal-occasions.pdf	data/working/ocr/jbrs/text/1966-evolution-burmese-dramatic-performances-and-festal-occasions.txt	data/working/ocr/jbrs/metadata/1966-evolution-burmese-dramatic-performances-and-festal-occasions.json	data_local/sources/jbrs_canonical_pdfs/1966-evolution-burmese-dramatic-performances-and-festal-occasions.pdf	deferred_outside_phase1_scope	
491019-f90bbe22251e	491019.pdf	Burmese/Burma JBRS/1966/491019.pdf	1966-malapropism-u-lu-pe-win-hla-pe.pdf	data/working/ocr/jbrs/text/1966-malapropism-u-lu-pe-win-hla-pe.txt	data/working/ocr/jbrs/metadata/1966-malapropism-u-lu-pe-win-hla-pe.json	data_local/sources/jbrs_canonical_pdfs/1966-malapropism-u-lu-pe-win-hla-pe.pdf	deferred_outside_phase1_scope	
491029-28f8ec24e8b7	491029.pdf	Burmese/Burma JBRS/1966/491029.pdf	1966-mindon-min-s-development-plan-i.pdf	data/working/ocr/jbrs/text/1966-mindon-min-s-development-plan-i.txt	data/working/ocr/jbrs/metadata/1966-mindon-min-s-development-plan-i.json	data_local/sources/jbrs_canonical_pdfs/1966-mindon-min-s-development-plan-i.pdf	deferred_outside_phase1_scope	
491050-6d56c0f47e2b	491050.pdf	Burmese/Burma JBRS/JBRS Originals/491050.pdf	491050.pdf	data/working/ocr/jbrs/text/491050-6d56c0f47e2b.txt	data/working/ocr/jbrs/metadata/491050-6d56c0f47e2b.json		needs_manual_review	
491071-78314926c661	491071.pdf	Burmese/Burma JBRS/1966/491071.pdf	491071.pdf	data/working/ocr/jbrs/text/491071-78314926c661.txt	data/working/ocr/jbrs/metadata/491071-78314926c661.json		needs_manual_review	
