batch_id	local_file_id	file_name	path_stub	volume	issue	year	page_count_estimate	runtime_path_available	ocr_priority	ocr_priority_reason	ocr_scope	ocr_engine	output_basename	expected_output_format	metadata_sidecar_path	status	blocked_by	notes
jbrs-ocr-0541	151001-96428277d85e	151001.pdf	Burmese/Burma JBRS/JBRS Originals/151001.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151001-96428277d85e-151001	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151001-96428277d85e-151001.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0542	151034-0bfaec589756	151034.pdf	Burmese/Burma JBRS/JBRS Originals/151034.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151034-0bfaec589756-151034	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151034-0bfaec589756-151034.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0543	151053-a7e6fcd7c232	151053.pdf	Burmese/Burma JBRS/JBRS Originals/151053.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151053-a7e6fcd7c232-151053	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151053-a7e6fcd7c232-151053.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0544	151073-7e087e998b81	151073.pdf	Burmese/Burma JBRS/JBRS Originals/151073.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151073-7e087e998b81-151073	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151073-7e087e998b81-151073.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0545	151076-09faca23b27b	151076.pdf	Burmese/Burma JBRS/JBRS Originals/151076.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151076-09faca23b27b-151076	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151076-09faca23b27b-151076.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0546	151080-4ff35b5b3430	151080.pdf	Burmese/Burma JBRS/JBRS Originals/151080.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151080-4ff35b5b3430-151080	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151080-4ff35b5b3430-151080.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0547	151081-ac95a4804eff	151081.pdf	Burmese/Burma JBRS/1925/151081.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151081-ac95a4804eff-151081	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151081-ac95a4804eff-151081.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0548	151083-c586cf4c40f7	151083.pdf	Burmese/Burma JBRS/1925/151083.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151083-c586cf4c40f7-151083	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151083-c586cf4c40f7-151083.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0549	151086-9525f6e44ae7	151086.pdf	Burmese/Burma JBRS/JBRS Originals/151086.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151086-9525f6e44ae7-151086	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151086-9525f6e44ae7-151086.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0550	151089-7e1aa44c3d52	151089.pdf	Burmese/Burma JBRS/1925/151089.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	151089-7e1aa44c3d52-151089	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/151089-7e1aa44c3d52-151089.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0551	152115-4cf2252c3079	152115.pdf	Burmese/Burma JBRS/JBRS Originals/152115.pdf			1925		false	medium	Has author/title metadata that makes targeted OCR more useful than generic bulk OCR.	article_pages_only	google_vision	152115-4cf2252c3079-152115	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152115-4cf2252c3079-152115.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0552	152129-f0fc8c3c53cd	152129.pdf	Burmese/Burma JBRS/JBRS Originals/152129.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152129-f0fc8c3c53cd-152129	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152129-f0fc8c3c53cd-152129.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0553	152134-ae6f93b7992d	152134.pdf	Burmese/Burma JBRS/JBRS Originals/152134.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152134-ae6f93b7992d-152134	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152134-ae6f93b7992d-152134.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0554	152137-70f7c47e116c	152137.pdf	Burmese/Burma JBRS/JBRS Originals/152137.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152137-70f7c47e116c-152137	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152137-70f7c47e116c-152137.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0555	152142-28ab851d2a8b	152142.pdf	Burmese/Burma JBRS/1925/152142.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152142-28ab851d2a8b-152142	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152142-28ab851d2a8b-152142.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0556	152144-43e6315a2f2e	152144.pdf	Burmese/Burma JBRS/1925/152144.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152144-43e6315a2f2e-152144	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152144-43e6315a2f2e-152144.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0557	152145-cc4567025f38	152145.pdf	Burmese/Burma JBRS/1925/152145.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152145-cc4567025f38-152145	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152145-cc4567025f38-152145.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0558	152148-c715f8667914	152148.pdf	Burmese/Burma JBRS/JBRS Originals/152148.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152148-c715f8667914-152148	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152148-c715f8667914-152148.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0559	152149-faf61f15afdf	152149.pdf	Burmese/Burma JBRS/JBRS Originals/152149.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152149-faf61f15afdf-152149	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152149-faf61f15afdf-152149.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0560	152150-83025e9c2575	152150.pdf	Burmese/Burma JBRS/JBRS Originals/152150.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152150-83025e9c2575-152150	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152150-83025e9c2575-152150.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0561	152150a-2cc67d394d60	152150A.pdf	Burmese/Burma JBRS/JBRS Originals/152150A.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152150a-2cc67d394d60-152150a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152150a-2cc67d394d60-152150a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0562	152151-8a41a2a4b863	152151.pdf	Burmese/Burma JBRS/JBRS Originals/152151.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152151-8a41a2a4b863-152151	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152151-8a41a2a4b863-152151.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0563	152151a-51d86292f097	152151A.pdf	Burmese/Burma JBRS/JBRS Originals/152151A.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152151a-51d86292f097-152151a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152151a-51d86292f097-152151a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0564	152152-a92f8d829e89	152152.pdf	Burmese/Burma JBRS/JBRS Originals/152152.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152152-a92f8d829e89-152152	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152152-a92f8d829e89-152152.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0565	152152a-285f6382111c	152152A.pdf	Burmese/Burma JBRS/JBRS Originals/152152A.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152152a-285f6382111c-152152a	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152152a-285f6382111c-152152a.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0566	152152b-1bc11c9dc132	152152B.pdf	Burmese/Burma JBRS/JBRS Originals/152152B.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152152b-1bc11c9dc132-152152b	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152152b-1bc11c9dc132-152152b.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0567	152153-9fa7e1dd0297	152153.pdf	Burmese/Burma JBRS/JBRS Originals/152153.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152153-9fa7e1dd0297-152153	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152153-9fa7e1dd0297-152153.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0568	152162-701768dd6791	152162.pdf	Burmese/Burma JBRS/1925/152162.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152162-701768dd6791-152162	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152162-701768dd6791-152162.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0569	152164-d00d834b9063	152164.pdf	Burmese/Burma JBRS/JBRS Originals/152164.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152164-d00d834b9063-152164	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152164-d00d834b9063-152164.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0570	152166-d2cd815258f2	152166.pdf	Burmese/Burma JBRS/1925/152166.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	152166-d2cd815258f2-152166	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/152166-d2cd815258f2-152166.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0571	153171-dd8a528147e6	153171.pdf	Burmese/Burma JBRS/JBRS Originals/153171.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	153171-dd8a528147e6-153171	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/153171-dd8a528147e6-153171.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0572	153181-d20e40b35106	153181.pdf	Burmese/Burma JBRS/1925/153181.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	153181-d20e40b35106-153181	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/153181-d20e40b35106-153181.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0573	153196-6dfe64d80772	153196.pdf	Burmese/Burma JBRS/1925/153196.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	153196-6dfe64d80772-153196	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/153196-6dfe64d80772-153196.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0574	153222-8c68a8fba69d	153222.pdf	Burmese/Burma JBRS/1925/153222.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	153222-8c68a8fba69d-153222	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/153222-8c68a8fba69d-153222.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0575	153244-515f34442fa2	153244.pdf	Burmese/Burma JBRS/1925/153244.pdf			1925		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	153244-515f34442fa2-153244	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/153244-515f34442fa2-153244.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0576	153254-e32b6a7943bc	153254.pdf	Burmese/Burma JBRS/JBRS Originals/153254.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	153254-e32b6a7943bc-153254	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/153254-e32b6a7943bc-153254.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0577	161001-450bd98c8531	161001.pdf	Burmese/Burma JBRS/JBRS Originals/161001.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161001-450bd98c8531-161001	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161001-450bd98c8531-161001.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0578	161011-1f3df346e666	161011.pdf	Burmese/Burma JBRS/JBRS Originals/161011.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161011-1f3df346e666-161011	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161011-1f3df346e666-161011.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0579	161024-14ad33e05980	161024.pdf	Burmese/Burma JBRS/1926/161024.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161024-14ad33e05980-161024	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161024-14ad33e05980-161024.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0580	161036-96753ad4fbfe	161036.pdf	Burmese/Burma JBRS/JBRS Originals/161036.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161036-96753ad4fbfe-161036	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161036-96753ad4fbfe-161036.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0581	161043-3079a396b45a	161043.pdf	Burmese/Burma JBRS/JBRS Originals/161043.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161043-3079a396b45a-161043	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161043-3079a396b45a-161043.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0582	161046-98d33c1d89b7	161046.pdf	Burmese/Burma JBRS/1926/161046.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161046-98d33c1d89b7-161046	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161046-98d33c1d89b7-161046.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0583	161058-ba3519089170	161058.pdf	Burmese/Burma JBRS/JBRS Originals/161058.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161058-ba3519089170-161058	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161058-ba3519089170-161058.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0584	161068-24807e29e50e	161068.pdf	Burmese/Burma JBRS/JBRS Originals/161068.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	161068-24807e29e50e-161068	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/161068-24807e29e50e-161068.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0585	162099-09fa859801f5	Pegu-Hall1926.pdf	Burmese/Burma JBRS/1926/Pegu-Hall1926.pdf			1926		false	medium	Has author/title metadata that makes targeted OCR more useful than generic bulk OCR.	article_pages_only	google_vision	162099-09fa859801f5-pegu-hall1926	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/162099-09fa859801f5-pegu-hall1926.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0586	162101-97bfbd67bba1	162101.pdf	Burmese/Burma JBRS/JBRS Originals/162101.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	162101-97bfbd67bba1-162101	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/162101-97bfbd67bba1-162101.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0587	162139-d634ce27da2b	162139.pdf	Burmese/Burma JBRS/JBRS Originals/162139.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	162139-d634ce27da2b-162139	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/162139-d634ce27da2b-162139.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0588	162150-dfdc3ba658c6	162150.pdf	Burmese/Burma JBRS/JBRS Originals/162150.pdf					false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	162150-dfdc3ba658c6-162150	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/162150-dfdc3ba658c6-162150.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0589	162158-5f937673c2aa	162158.pdf	Burmese/Burma JBRS/1926/162158.pdf			1926		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	162158-5f937673c2aa-162158	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/162158-5f937673c2aa-162158.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0590	163166-6790ffef95b5	163166.pdf	Burmese/Burma JBRS/1928/163166.pdf			1928		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	163166-6790ffef95b5-163166	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/163166-6790ffef95b5-163166.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
jbrs-ocr-0591	163176-fcce90bb44bf	163176.pdf	Burmese/Burma JBRS/1928/163176.pdf			1928		false	low	Generic probable JBRS file; OCR priority remains low until a target or author clue is confirmed.	article_pages_only	google_vision	163176-fcce90bb44bf-163176	google_vision_json|page_text|article_text|metadata_sidecar	data_local/ocr/jbrs/manifest/163176-fcce90bb44bf-163176.json	needs_runtime_path_cache	Run build_jbrs_local_manifest.py with --root ... --write-runtime-path-cache to resolve a live source path.	OCR plan uses runtime-path availability plus article-target matching, not probable-JBRS status alone.
