hit_id	local_file_id	batch_id	file_name	page_marker	hit_type	matched_marker	short_context	language_scope_guess	burmese_relevance_guess	priority	next_action	notes
jbrs-ocr-hit-7f6a775c9a	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 11	inscription_marker	inscriptions	other contemporary literature. Handreds of lithic inscriptions at Pagan afford us materials for studying the early forms of the language and to trace it	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6c8a8dfab0	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 12	inscription_marker	inscription	30 U LU PE WIN Inscription at Pagan. This pillar set up by Prince Rajakumar, Kyanzittha's son, about the year 1112 A	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-338cc2ec68	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 12	inscription_marker	inscriptions	l to the philologist. Sagaing rose into power and Inscriptions of these periods After the fall of Pagan, Pinya and Ava was founded in the year 1364 A.D.	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-83089899d3	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 12	text_marker	burmese text	arration of some length in that language. But the Burmese text is in simple, straight forward prose with signs of unsettled orthography and phonology. T	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-ad597356a9	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 13	translation_marker	translation	 many writers were busy at the capital with their translations and new forms of litera- ture, Rev. U Awbatha of Minbu produced a series of unique prose	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-1d2430dc56	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 15	inscription_marker	inscription	 use of various kinds of musical instruments. The inscriptions of Pagan also recorded the dedication of musicians to pagodas and monasteries. The names	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-9cb46e192b	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 15	inscription_marker	inscriptions	 use of various kinds of musical instruments. The inscriptions of Pagan also recorded the dedication of musicians to pagodas and monasteries. The names 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-1495c80fd9	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 16	inscription_marker	inscription	ns. A similar account is also found in the lithic inscription recording the foundation of the palace at Ava in the loth century, and in founding the ci	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-17a013de11	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 2	inscription_marker	inscription	t Maunggan near Hmawza (Old Prome), a small stone inscription found near Bawbawgyi, and a set of twenty gold-leaf manuscripts found at Hmawza, are all 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-9947f02944	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 2	inscription_marker	inscriptions	figures of Buddhas and their disciples also bears inscriptions in Pyu and Pali on the lower rim and on the lid giving the names of another king and quee	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-e5978a59ba	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 3	inscription_marker	inscription	ulture, but apart from the discovery of a few Pyu inscriptions and symbolical coins we have not enough evidence to trace their original settlement and 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6ba4f65bec	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 3	inscription_marker	inscriptions	ulture, but apart from the discovery of a few Pyu inscriptions and symbolical coins we have not enough evidence to trace their original settlement and t	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-26f670e22b	1958-aspectsburmeseculture-lupewin1958-41-pdf	jbrs-ocr-1401	AspectsBurmeseCulture_LuPeWin1958-41.pdf	page 3	inscription_marker	pyu inscription	yu culture, but apart from the discovery of a few Pyu inscriptions and symbolical coins we have not enough evidence to trace their original settlement and 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-f495415e62	1959-burmesekingshipmindon-thaung1959-pdf	jbrs-ocr-1412	BurmeseKingshipMindon-Thaung1959.pdf	page 11	text_marker	pali text	"agreeableness.""29 The four duties, according to a Pali text 30 were sassamedha (သဿမေဓ), purisainedha (ပုရိသမေခ), staininupasan (သမ္မာပါသ) and racapey"	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-68b51b6903	1959-burmesekingshipmindon-thaung1959-pdf	jbrs-ocr-1412	BurmeseKingshipMindon-Thaung1959.pdf	page 11	translation_marker	translated	ninupasan (သမ္မာပါသ) and racapeyyan (close). When translated, the four duties meant that the king should collect one-tenth of the total produce of the	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-e4aecd390b	1959-burmesekingshipmindon-thaung1959-pdf	jbrs-ocr-1412	BurmeseKingshipMindon-Thaung1959.pdf	page 7	translation_marker	translation	e can be found in Magadewa, pp. 41-5. The English translation is from Kyaw Thet's thesis, pp. 20-1. JBRS, XLII, ii, Dec. 1959 3 Copyright© 1998 - Myanm	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-1e41344c92	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 1	inscription_marker	inscription	ntemporary records, we are bound to go wrong. The inscriptions themselves are not geographical treatises, and do not generally localise placenames, whi	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-9b80727803	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 1	inscription_marker	inscriptions	ntemporary records, we are bound to go wrong. The inscriptions themselves are not geographical treatises, and do not generally localise placenames, whic	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-7403384945	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 10	inscription_marker	inscription	conomy of ancient Burma is simply attested by the inscriptions. Here a large proportion of the names we know, must be situated. Yet Pagan itself was ne	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-bd4797430b	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 10	inscription_marker	inscriptions	conomy of ancient Burma is simply attested by the inscriptions. Here a large proportion of the names we know, must be situated. Yet Pagan itself was nev	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-b688e375d9	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 10	inscription_marker	mon inscription	ich occurs, not only in Old Burmese, but also Old Mon Inscription No. IX, found at Kyaukse, and set up in the Pagan period by a Mon mahāthera resident at K	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-7af883b49d	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 11	inscription_marker	inscription	a. Two other kharuin, not found in the books, the inscriptions mention in this area. Muin or Mun Kharuin contained Tampakchwai, which is north of the p	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-2adbc6a53f	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 11	inscription_marker	inscriptions	a. Two other kharuin, not found in the books, the inscriptions mention in this area. Muin or Mun Kharuin contained Tampakchwai, which is north of the pr	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-92fc2d7f2f	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 12	inscription_marker	inscription	 only early canal recorded in these parts in safe inscriptions is the Santhway mron of Santon kharuin, which flowed N. E. of Ponton village, between it	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-c6db8ac5b2	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 12	inscription_marker	inscriptions	 only early canal recorded in these parts in safe inscriptions is the Santhway mron of Santon kharuin, which flowed N. E. of Ponton village, between it 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-0699e03b6d	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 13	inscription_marker	inscription	"d pagodas"". The first mention of Myinzaing in the inscriptions is in 1266 A.D. The next, 30 years later-1296, shews ""Simhasira Mańkri"" building his fam"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-e436012a88	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 13	inscription_marker	inscriptions	"d pagodas"". The first mention of Myinzaing in the inscriptions is in 1266 A.D. The next, 30 years later-1296, shews ""Simhasira Mańkri"" building his famo"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-818082c8d6	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 14	inscription_marker	inscription	ukse district, the term kharuin is applied in the inscriptions to only two places, widely separated, but both alike in having riverine land suited for 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-bcbab841cb	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 14	inscription_marker	inscriptions	ukse district, the term kharuin is applied in the inscriptions to only two places, widely separated, but both alike in having riverine land suited for w	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-e6c34d1915	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 15	inscription_marker	inscription	"s son also was killed"". If we decide to trust the inscription (the date, at least, is highly questionable), it seems probable that the northern frontie"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-438824c9b7	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 15	inscription_marker	inscriptions	plied only to Mańklañ- khrok and Pusim (Bassein). Inscriptions mention nearly 20 names under Calan. Comparing them with the list of village-tracts in Sa	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-8a3ccaf5ef	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 16	inscription_marker	inscription	nd, is a complete list of tuik found in the Pagan inscriptions: Khaklum, Ñamsā, Ñonram, Tanmākhā (or Tammākhā), Pańcañ, Pichay (Pitchai), Pucau (Pucow)	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-8386bda652	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 16	inscription_marker	inscriptions	nd, is a complete list of tuik found in the Pagan inscriptions: Khaklum, Ñamsā, Ñonram, Tanmākhā (or Tammākhā), Pańcañ, Pichay (Pitchai), Pucau (Pucow),	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-1e61a9fb90	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 16	inscription_marker	pagan inscription	her hand, is a complete list of tuik found in the Pagan inscriptions: Khaklum, Ñamsā, Ñonram, Tanmākhā (or Tammākhā), Pańcañ, Pichay (Pitchai), Pucau (Pucow)	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-3020e733c3	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 17	inscription_marker	inscription	River is Myinmu. I suppose it is the Mranm of the inscriptions, where it is called a tuin (cf. tuin khwan) a term to which I can give no definite meani	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-aeb4303eb3	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 17	inscription_marker	inscriptions	River is Myinmu. I suppose it is the Mranm of the inscriptions, where it is called a tuin (cf. tuin khwan) a term to which I can give no definite meanin	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-ff4cdf0ead	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 18	inscription_marker	inscription	"ungle"". Thipe,syaǹ figures in severai interesting inscriptions, but I have no time to discuss them. To the south is Magyizauk, perhaps the Manklañcok a"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-c25056c436	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 18	inscription_marker	inscriptions	"ungle"". Thipe,syaǹ figures in severai interesting inscriptions, but I have no time to discuss them. To the south is Magyizauk, perhaps the Manklañcok an"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-4a509c0b5f	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 19	inscription_marker	inscription	"n-Kan-e fight, the Burmese minister Intapacrã, an inscription tells us, started to build a monastery. ""Before the enclosuer-wall was fiinished, Intapac"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-435deda2a6	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 4	inscription_marker	burmese inscription	meeting is over. - My main authority has been the Burmese inscriptions of the period. With the exception of a few untraced, all the original inscrip- tions kno	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-c96ee060da	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 4	inscription_marker	inscription	e Ming dynasty, it is dangerously misleading. The inscriptional spelling, Na Chon Khyam, has nothing against it except that it is unrecognizable to any	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-3a2b5f4f0e	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 4	inscription_marker	inscriptions	use I find no mention of the names in trustworthy inscriptions till after 1300 A.D. On the other hand, where space permits, I include the main writings 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-3b635642e3	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 4	inscription_marker	mon inscription	hecked, and places mentioned in them indexed. Old Mon inscriptions - mainly of Kyanzit- tha's reign, 1084-1113 A.D.- have given some additional names. A fe	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6bd54b80cf	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 4	translation_marker	translated	d 1292 A.D. Chinese names are taken from the text translated by Huber, the Huang-yüan-cheng - mien - lu, and the Yüan- shih or Dynastic History of the	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-82b87b3ac6	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 5	inscription_marker	inscription	 has usually been possible to transfer names from inscriptions to this map with a reasonable chance, I hope, that they will stick there. But alas, some	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-719ab10475	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 5	inscription_marker	inscriptions	 has usually been possible to transfer names from inscriptions to this map with a reasonable chance, I hope, that they will stick there. But alas, some 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-b5b295bc35	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 5	translation_marker	translation	ill shortly publish, I believe, a text, notes and translations-is concerned with a later period and a different terminology. In a few parts, such as Ky	Mixed Burmese/Pali	mixed_burmese_pali_relevance	high	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-aac5a22c17	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 6	inscription_marker	inscription	n Burmese in 1196. A. D., if we omit questionable inscriptions. It occurs far earlier, it seems, in a Cham inscription, the Pillar of Lomngö, at the mo	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-4c3ce90a4e	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 6	inscription_marker	inscriptions	n Burmese in 1196. A. D., if we omit questionable inscriptions. It occurs far earlier, it seems, in a Cham inscription, the Pillar of Lomngö, at the mou	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-aaeb152027	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 7	inscription_marker	inscription	is more conspicuous in the Chronicles than in the Inscriptions; but the shrines of its august spirits; the Mahāgiri Nats brother and sister, still guar	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-a739dba380	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 7	inscription_marker	inscriptions	is more conspicuous in the Chronicles than in the Inscriptions; but the shrines of its august spirits; the Mahāgiri Nats brother and sister, still guard	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-ddf72ac489	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 7	inscription_marker	mon inscription	"ld inscriptions are in Kalancacsa is shewn by two Mon inscriptions to have dug tanks at the foot of Mt Turan; one, the Lak chuy khi riy tank, (lit. "" water"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-031e66ea00	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 8	inscription_marker	inscription	r Shwe Chaung, possibly the Toknway. Khlon of the inscriptions, drains the eastern slopes of Mt Turań, winds north of the modern village of Minnanthu, 	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-c8a6da7432	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 8	inscription_marker	inscriptions	r Shwe Chaung, possibly the Toknway. Khlon of the inscriptions, drains the eastern slopes of Mt Turań, winds north of the modern village of Minnanthu, i	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-8ace439cf6	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 9	inscription_marker	inscription	"ndred and fifty places are called rwa in original inscriptions previous to the fall of Pagan; no doubt many others not so called were also rwä. These """	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-6bafcfb83a	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 9	inscription_marker	inscriptions	"ndred and fifty places are called rwa in original inscriptions previous to the fall of Pagan; no doubt many others not so called were also rwä. These ""v"	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-8755e636bd	1959-geographyburmaunderpagan-luce1959-pdf	jbrs-ocr-1414	GeographyBurmaUnderPagan-Luce1959.pdf	page 9	inscription_marker	mon inscription	age (Tanluin rwã ma) which reminds one of the Old Mon inscription found at Kyaukse not far off. Near Prome, and also possibly Kukhan, there were Indian vil	Mixed Burmese/Pali	mixed_burmese_pali_relevance	medium	Review OCR for Burmese and Pali unit boundaries before structured extraction.	
jbrs-ocr-hit-2b5e0a3796	1962-odysseyburmesetype-ba-pdf	jbrs-ocr-1467	OdysseyBurmeseType_Ba.pdf	page 1	translation_marker	translated	ome. Bishop Percoto, the Barnabite missionary who translated several Buddhist manuscripts into Latin and Italian and who wrote and spoke Pali and Burm	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-504625b0b2	1962-odysseyburmesetype-ba-pdf	jbrs-ocr-1467	OdysseyBurmeseType_Ba.pdf	page 1	translation_marker	translation	 punches to be sent to Burma so that his numerous translations and original works in Burmese could be printed on the spot. His emissary to Rome for thi	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-b8097af06b	1963-paliburmesenissaya-tinlwin1963-pdf	jbrs-ocr-1479	PaliBurmeseNissaya-TinLwin1963.pdf	page 2	text_marker	pali text	gue notion that any form of translation which has Pali text interspersed with Burmese translation is a nissaya. The usual feature is Pali words or ph	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-66419777e1	1963-paliburmesenissaya-tinlwin1963-pdf	jbrs-ocr-1479	PaliBurmeseNissaya-TinLwin1963.pdf	page 2	translation_marker	translation	 ənɛ? for pa? nei? ŋəya' (Pāṭha nissaya), and (3) translation as in nei? ŋəya' pyan sho ði // ənɛ? faŋbaŋði. It is in this last meaning that we shall d	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-3f99c55d97	1963-paliburmesenissaya-tinlwin1963-pdf	jbrs-ocr-1479	PaliBurmeseNissaya-TinLwin1963.pdf	page 3	inscription_marker	inscription	re mentioned together in the Taungdwin Governor's Inscription dated A.F. 1442. But it is now rarely used. A more common word, anak (meaning) is used fo	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-0536264026	1963-paliburmesenissaya-tinlwin1963-pdf	jbrs-ocr-1479	PaliBurmeseNissaya-TinLwin1963.pdf	page 3	text_marker	text.	 without being distracted by the presence of Pali text. In Burmese, there are synonyms, apart from nissaraññ: for the word nissaya. The name amhi	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
jbrs-ocr-hit-08b47f09c2	1963-paliburmesenissaya-tinlwin1963-pdf	jbrs-ocr-1479	PaliBurmeseNissaya-TinLwin1963.pdf	page 3	translation_marker	translated	inaya works that are full of technical terms, are translated in this style. The following is an extract from the Kankhävitarani nissava, translated in	Pali	pali_only_not_burmese_corpus_material	medium	Keep indexed as Pali-only until Burmese relevance is demonstrated.	
