record_id	source_volume	source_inscription_number	source_page	face	title_original	source_file
obi-v03-n0173-ob-p0293	3	173	293	obverse	ရတနာစေတီကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No173__ob_p293.txt
obi-v03-n0173-re-p0295	3	173	295	reverse	ရတနာစေတီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No173__re_p295.txt
obi-v03-n0174-ob-p0296	3	174	296	obverse	အောင်သာဖ စသောသူတို့ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No174__ob_p296.txt
obi-v03-n0175-re-p0297	3	175	297	reverse	မိဖုရား အိုမ်ပ္လည်သင် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No175__re_p297.txt
obi-v03-n0176-ob-p0298	3	176	298	obverse	သူကြွယ် ဥတ္တမဖြစ်သား အရွယ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No176__ob_p298.txt
obi-v03-n0177-ob-p0299	3	177	299	obverse	ဖုမ္မတေ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No177__ob_p299.txt
obi-v03-n0178-ob-p0299	3	178	299	obverse	ကန်စွက်ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No178__ob_p299.txt
obi-v03-n0179-ob-p0300	3	179	300	obverse	တောင်ငယ် ဥမ္မင်ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No179__ob_p300.txt
obi-v03-n0017-ob-p0024	3	17	24	obverse	အိုန်ကုသင် သားပန်စင်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No17__ob_p24.txt
obi-v03-n0180-ob-p0301	3	180	301	obverse	အမတ်ကြီး အရိမတ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No180__ob_p301.txt
obi-v03-n0181-re-p0302	3	181	302	reverse	သပေါက်သူကြီး စသောသူတို့ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No181__re_p302.txt
obi-v03-n0182-ob-p0304	3	182	304	obverse	ငဇွန်ဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No182__ob_p304.txt
obi-v03-n0183-ob-p0305	3	183	305	obverse	သျှင်မဟာထီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No183__ob_p305.txt
obi-v03-n0184-ob-p0306	3	184	306	obverse	ရာဇသင်ကြံ မျောက်သားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No184__ob_p306.txt
obi-v03-n0185-ob-p0307	3	185	307	obverse	ရတနသင်ကြံမယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No185__ob_p307.txt
obi-v03-n0186-ob-p0308	3	186	308	obverse	ရွှေကြက်ယက်ဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No186__ob_p308.txt
obi-v03-n0187-ob-p0310	3	187	310	obverse	မြေလှူသည်နှင့်တူသော ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No187__ob_p310.txt
obi-v03-n0188-ob-p0310	3	188	310	obverse	ဖုမ္မသိင်္ခါ စသော သူတို့ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No188__ob_p310.txt
obi-v03-n0188-re-p0311	3	188	311	reverse	ဖုမ္မသိင်္ခါ စသော သူတို့ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No188__re_p311.txt
obi-v03-n0189-tx-p0312	3	189	312	south	ကျွန်လှူသော ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No189__so_p312.txt
obi-v03-n0018-ob-p0025	3	18	25	obverse	ငါမြိုက်သင် လင်မယားကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No18__ob_p25.txt
obi-v03-n0190-ob-p0312	3	190	312	obverse	မြတ်ကြီး မဟာထီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No190__ob_p312.txt
obi-v03-n0191-ob-p0313	3	191	313	obverse	ကျောင်းလှူသော ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No191__ob_p313.txt
obi-v03-n0191-re-p0314	3	191	314	reverse	ကျောင်းလှူသော ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No191__re_p314.txt
obi-v03-n0192-ob-p0315	3	192	315	obverse	မြေလှူသည်နှင့် တူသော ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No192__ob_p315.txt
obi-v03-n0193-ob-p0315	3	193	315	obverse	စစ်သူကြီး သူဖရစ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No193__ob_p315.txt
obi-v03-n0194-ob-p0317	3	194	317	obverse	သရအိုင် သာရီရိက စေတီတော်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No194__ob_p317.txt
obi-v03-n0195-ob-p0318	3	195	318	obverse	ချောက်သိခင် မထေရ်ဂူ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No195__ob_p318.txt
obi-v03-n0196-ob-p0319	3	196	319	obverse	ဥစ္စနာမင်းကြီးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No196__ob_p319.txt
obi-v03-n0197-ob-p0320	3	197	320	obverse	သရိုင်ဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No197__ob_p320.txt
obi-v03-n0197-re-p0321	3	197	321	reverse	သရိုင်ဘုရား ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No197__re_p321.txt
obi-v03-n0198-tx-p0322	3	198	322	east	အနန္တသူဘုရား ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No198__ea_p322.txt
obi-v03-n0199-ob-p0324	3	199	324	obverse	ဂူကြီးကျောင်းကြီး ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No199__ob_p324.txt
obi-v03-n0019-ob-p0026	3	19	26	obverse	သူကြွယ် ငပ္လည်စံသင်နှင့် သူကြွယ် ငါထက်မည်တို့ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No19__ob_p26.txt
obi-v03-n0001-ob-p0001	3	1	1	obverse	တျြာမြမ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No1__ob_p1.txt
obi-v03-n0200-ob-p0325	3	200	325	obverse	စစ်သူကြီး လက်ျာပတိယ် မောင်နှံကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No200__ob_p325.txt
obi-v03-n0200-re-p0326	3	200	326	reverse	စစ်သူကြီး ငတိုင်ကျောင်း ကျောက်စာ၂ မျက်နှာ	OBI_Corpus_Vol3/OBI_Vol3_No200__re_p326.txt
obi-v03-n0201-ob-p0327	3	201	327	obverse	ရတနာပုံ အမိဖုရား ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No201__ob_p327.txt
obi-v03-n0201-re-p0330	3	201	330	reverse	ရတနာပုံ အမိဖုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No201__re_p330.txt
obi-v03-n0202-ob-p0330	3	202	330	obverse	ဥစ္စနာမင်းကြီး စေတီကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No202__ob_p330.txt
obi-v03-n0203-tx-p0331	3	203	331		မင်းမတ် ထင်္ကပိစည်းကျောင်း ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No203___p331.txt
obi-v03-n0204-ob-p0332	3	204	332	obverse	ခင်မွန် တောကျောင်းစေတီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No204__ob_p332.txt
obi-v03-n0205-ob-p0333	3	205	333	obverse	ရွှေအင်းပဲဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No205__ob_p333.txt
obi-v03-n0206-ob-p0335	3	206	335	obverse	သူကြွယ် ငဖ္လူသင် ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No206__ob_p335.txt
obi-v03-n0207-ob-p0336	3	207	336	obverse	ငမလိုဝ်သင် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No207__ob_p336.txt
obi-v03-n0207-re-p0337	3	207	337	reverse	ငမလိုဝ်သင်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No207__re_p337.txt
obi-v03-n0208-ob-p0337	3	208	337	obverse	စလင်းကျောက် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No208__ob_p337.txt
obi-v03-n0209-ob-p0339	3	209	339	obverse	နံကိုင်းဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No209__ob_p339.txt
obi-v03-n0209-re-p0341	3	209	341	reverse	နံကိုင်းဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No209__re_p341.txt
obi-v03-n0020-tx-p0027	3	20	27	south	သိင်္ကသူ သမီးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No20__so_p27.txt
obi-v03-n0210-ob-p0341	3	210	341	obverse	သဗ္ဗညုဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No210__ob_p341.txt
obi-v03-n0211-ob-p0342	3	211	342	obverse	ပြည်စိုး အနန္တသူ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No211__ob_p342.txt
obi-v03-n0212-ob-p0343	3	212	343	obverse	သစ္စဝတီဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No212__ob_p343.txt
obi-v03-n0212-re-p0345	3	212	345	reverse	သစ္စာဝတီဘုရား ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No212__re_p345.txt
obi-v03-n0213-ob-p0345	3	213	345	obverse	ငမောင်ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No213__ob_p345.txt
obi-v03-n0214-ob-p0347	3	214	347	obverse	မင်းမတ်ကြီး သ္မန်ချတ္တရာ ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No214__ob_p347.txt
obi-v03-n0215-ob-p0348	3	215	348	obverse	ရွှေကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No215__ob_p348.txt
obi-v03-n0215-re-p0350	3	215	350	reverse	ရွှေကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No215__re_p350.txt
obi-v03-n0216-ob-p0351	3	216	351	obverse	မထောစေတီကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No216__ob_p351.txt
obi-v03-n0217-ob-p0353	3	217	353	obverse	ဖုမ္မသိင်္ဃာ သိမ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No217__ob_p353.txt
obi-v03-n0218-ob-p0354	3	218	354	obverse	တန်လိုင်သူကြီး ဖုမ္မသင်ကြံ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No218__ob_p354.txt
obi-v03-n0219-tx-p0355	3	219	355		တိုင်းရင်း တ~၃၀၆/ခ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No219___p355.txt
obi-v03-n0021-ob-p0028	3	21	28	obverse	သိင်္ဃသူ သမီး ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No21__ob_p28.txt
obi-v03-n0220-tx-p0356	3	220	356		တိုင်းရင်း တ~၃၀၆/ဂ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No220___p356.txt
obi-v03-n0221-tx-p0356	3	221	356		တိုင်းရင်း-တ-၃၀၆/ဃ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No221___p356.txt
obi-v03-n0222-ob-p0357	3	222	357	obverse	သရိယ်ကူဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No222__ob_p357.txt
obi-v03-n0223-ob-p0358	3	223	358	obverse	တောင်ပိမင်းစေတီဂူကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No223__ob_p358.txt
obi-v03-n0224-ob-p0359	3	224	359	obverse	ပုဂံ မင်းနန်သူ ဂူဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No224__ob_p359.txt
obi-v03-n0225-ob-p0360	3	225	360	obverse	ရွှေစေတီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No225__ob_p360.txt
obi-v03-n0225-re-p0362	3	225	362	reverse	ရွှေစေတီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No225__re_p362.txt
obi-v03-n0226-ob-p0363	3	226	363	obverse	သုံးပန်လှဘုရား ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No226__ob_p363.txt
obi-v03-n0227-ob-p0364	3	227	364	obverse	မဟာဝိဟာရ ကျောင်းတော်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No227__ob_p364.txt
obi-v03-n0022-ob-p0033	3	22	33	obverse	သိမ်ကုန်းဘုရား တန်တိုင်းတွင်းရှိ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No22__ob_p33.txt
obi-v03-n0023-ob-p0033	3	23	33	obverse	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No23__ob_p33.txt
obi-v03-n0023-re-p0034	3	23	34	reverse	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No23__re_p34.txt
obi-v03-n0024-tx-p0035	3	24	35		တျြာမွန် မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No24___p35.txt
obi-v03-n0024-re-p0036	3	24	36	reverse	တျြာမွန် မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No24__re_p36.txt
obi-v03-n0025-ob-p0037	3	25	37	obverse	တျြာမွန် မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No25__ob_p37.txt
obi-v03-n0025-re-p0038	3	25	38	reverse	တျြာမွန်မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No25__re_p38.txt
obi-v03-n0026-ob-p0039	3	26	39	obverse	နရသီဟပတေ့မင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No26__ob_p39.txt
obi-v03-n0026-re-p0041	3	26	41	reverse	နရသီဟပတေ့မင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No26__re_p41.txt
obi-v03-n0027-ob-p0043	3	27	43	obverse	ငဖုန်စိုးသင် လင်မယားစသောသူတို့ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No27__ob_p43.txt
obi-v03-n0027-re-p0045	3	27	45	reverse	ငဖုန်စိုးသင် လင်မယားစသောသူတို့ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No27__re_p45.txt
obi-v03-n0028-ob-p0046	3	28	46	obverse	ငကောင်ဖသင် မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No28__ob_p46.txt
obi-v03-n0029-re-p0047	3	29	47	reverse	သိင်္ဃသူသမီးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No29__re_p47.txt
obi-v03-n0002-re-p0002	3	2	2	reverse	ရတ္ထပိစည်း လင်မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No2__re_p2.txt
obi-v03-n0030-ob-p0048	3	30	48	obverse	ဖုန်းသည် သင်္ဃထီ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No30__ob_p48.txt
obi-v03-n0031-ob-p0049	3	31	49	obverse	မင်းဆရာ ဓမ္မရာစကဝိ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No31__ob_p49.txt
obi-v03-n0032-tx-p0051	3	32	51		မန္တလေးမြို့ နန်းတွင်းကျောက်စာရုံတွင်း အမှတ် ၄၄၅ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No32___p51.txt
obi-v03-n0033-ob-p0052	3	33	52	obverse	ငဝံဖ္လည်သင်နှင့် ငဖုန်ဆုံသင် လင်မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No33__ob_p52.txt
obi-v03-n0034-ob-p0053	3	34	53	obverse	သူကြွယ် ငါဝံဖ္လည်သင် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No34__ob_p53.txt
obi-v03-n0035-ob-p0055	3	35	55	obverse	သုလဖရစ်သား စေယျဝတ္တနာ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No35__ob_p55.txt
obi-v03-n0035-re-p0056	3	35	56	reverse	သုလဖရစ်သား စေယျဝတ္ထနကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No35__re_p56.txt
obi-v03-n0036-ob-p0057	3	36	57	obverse	သုခမိန်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No36__ob_p57.txt
obi-v03-n0037-ob-p0058	3	37	58	obverse	သ္ခိင်ဖွါးဇဝ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No37__ob_p58.txt
obi-v03-n0038-ob-p0062	3	38	62	obverse	အစောလတ်မောင်နှံ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No38__ob_p62.txt
obi-v03-n0038-re-p0064	3	38	64	reverse	အစောလတ်မောင်နှံ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No38__re_p64.txt
obi-v03-n0039-ob-p0065	3	39	65	obverse	တရုပ်ပြေးမင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No39__ob_p65.txt
obi-v03-n0003-ob-p0003	3	3	3	obverse	သင်္ဃရာဇာပဏ္ဍိတ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No3__ob_p3.txt
obi-v03-n0040-ob-p0066	3	40	66	obverse	သမထီးကျောင်း ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No40__ob_p66.txt
obi-v03-n0041-ob-p0068	3	41	68	obverse	မြတ်ကြီးအလစ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No41__ob_p68.txt
obi-v03-n0042-ob-p0068	3	42	68	obverse	မုခ် ၂ ဆင့်ဂူဘုရား ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No42__ob_p68.txt
obi-v03-n0043-ob-p0070	3	43	70	obverse	မင်းမယား စခီပိုရ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No43__ob_p70.txt
obi-v03-n0044-re-p0072	3	44	72	reverse	နရသီဟပတေ့မင်းနှင့် အရီးစောကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No44__re_p72.txt
obi-v03-n0045-re-p0073	3	45	73	reverse	သမန္တပတိယ် လင်မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No45__re_p73.txt
obi-v03-n0046-re-p0074	3	46	74	reverse	သ္ခိင်ဖွါးဇဝ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No46__re_p74.txt
obi-v03-n0047-ob-p0077	3	47	77	obverse	မင်းဖကြီးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No47__ob_p77.txt
obi-v03-n0048-ob-p0078	3	48	78	obverse	သရက္ခန်ကျောင်းတော်ရာ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No48__ob_p78.txt
obi-v03-n0049-ob-p0079	3	49	79	obverse	သူကြွယ်မကြီးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No49__ob_p79.txt
obi-v03-n0004-ob-p0004	3	4	4	obverse	သင်ကသူ လင်မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No4__ob_p4.txt
obi-v03-n0050-ob-p0080	3	50	80	obverse	ရမ္မနာသင် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No50__ob_p80.txt
obi-v03-n0051-ob-p0081	3	51	81	obverse	သစ်မထီးကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No51__ob_p81.txt
obi-v03-n0052-re-p0083	3	52	83	reverse	မနောရဇာ၏့သားများကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No52__re_p83.txt
obi-v03-n0053-ob-p0085	3	53	85	obverse	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No53__ob_p85.txt
obi-v03-n0054-ob-p0087	3	54	87	obverse	နက္ကပို့သား ငါလတ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No54__ob_p87.txt
obi-v03-n0055-ob-p0089	3	55	89	obverse	သံပျင် လက်ဆောင်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No55__ob_p89.txt
obi-v03-n0056-ob-p0090	3	56	90	obverse	ရပ်တော်မူဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No56__ob_p90.txt
obi-v03-n0056-re-p0091	3	56	91	reverse	ရပ်တော်မူဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No56__re_p91.txt
obi-v03-n0057-tx-p0092	3	57	92		သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No57___p92.txt
obi-v03-n0058-ob-p0094	3	58	94	obverse	သူကြွယ် ဥပကုတ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No58__ob_p94.txt
obi-v03-n0059-ob-p0095	3	59	95	obverse	မိဖုရားစော ပုလဲမယ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No59__ob_p95.txt
obi-v03-n0005-ob-p0005	3	5	5	obverse	အိုန်ရောက်သင် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No5__ob_p5.txt
obi-v03-n0060-ob-p0097	3	60	97	obverse	တရုပ်ပြေးမင်းကြီး၏့ အမတ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No60__ob_p97.txt
obi-v03-n0061-ob-p0100	3	61	100	obverse	သမ္ဗျင်ကြည်စင် လင်မယားစသောသူတို့ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No61__ob_p100.txt
obi-v03-n0062-ob-p0102	3	62	102	obverse	သမန်းဘုရားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No62__ob_p102.txt
obi-v03-n0063-ob-p0103	3	63	103	obverse	နရသီဟပတေ့မင်း၏့ အရီးစောမိဖွါးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No63__ob_p103.txt
obi-v03-n0063-re-p0106	3	63	106	reverse	နရသီဟပတေ့မင်း၏့ အရီးစောမိဖွါးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No63__re_p106.txt
obi-v03-n0064-ob-p0109	3	64	109	obverse	အို့ချတ်ဖွယ်သင် စသောသူတို့ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No64__ob_p109.txt
obi-v03-n0065-ob-p0109	3	65	109	obverse	ဖုန်သည် ဖတ္တပညာ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No65__ob_p109.txt
obi-v03-n0066-ob-p0110	3	66	110	obverse	ဇေယသွတ်ဘုရားအတွင်းရှိ ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No66__ob_p110.txt
obi-v03-n0066-re-p0111	3	66	111	reverse	ဇေယသွတ်ဘုရားတွင်းရှိ ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No66__re_p111.txt
obi-v03-n0067-ob-p0112	3	67	112	obverse	မြို့သူကြီး ရတနဆန်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No67__ob_p112.txt
obi-v03-n0068-ob-p0113	3	68	113	obverse	မင်းသမီး အစော ပတည်သာ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No68__ob_p113.txt
obi-v03-n0069-ob-p0114	3	69	114	obverse	သူကြွယ်မကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No69__ob_p114.txt
obi-v03-n0006-ob-p0007	3	6	7	obverse	တရုပ်ပြေး (နရသီဟပတေ့)မင်းကြီးကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No6__ob_p7.txt
obi-v03-n0070-re-p0115	3	70	115	reverse	ကျစွာမင်း မိထွေးတော်ကျောင်း ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No70__re_p115.txt
obi-v03-n0071-ob-p0117	3	71	117	obverse	မင်းဆရာ ဒိသာဗြာမုက် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No71__ob_p117.txt
obi-v03-n0072-re-p0119	3	72	119	reverse	ငါကြည်စုသင် လင်မယားကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No72__re_p119.txt
obi-v03-n0073-ob-p0120	3	73	120	obverse	စတုရင်္ဂဗိဇယ် သ္မီးမောင်နှံ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No73__ob_p120.txt
obi-v03-n0074-ob-p0122	3	74	122	obverse	မိတြကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No74__ob_p122.txt
obi-v03-n0075-ob-p0123	3	75	123	obverse	သ္ခိင်မဟာဓိ တိလောကရင်သိကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No75__ob_p123.txt
obi-v03-n0076-re-p0124	3	76	124	reverse	တာမလိန်ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No76__re_p124.txt
obi-v03-n0077-ob-p0127	3	77	127	obverse	ပြည်တော်သာ သိခင်မဟာထီကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No77__ob_p127.txt
obi-v03-n0077-re-p0128	3	77	128	reverse	ပြည်တော်သာ သိခင် မဟာထီကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No77__re_p128.txt
obi-v03-n0078-ob-p0131	3	78	131	obverse	ငါပေါင်သင်သိမ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No78__ob_p131.txt
obi-v03-n0079-tx-p0132	3	79	132	left	တာမလိန်ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No79__le_p132.txt
obi-v03-n0079-tx-p0134	3	79	134	right	တာမလိန်ကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No79__ri_p134.txt
obi-v03-n0007-ob-p0008	3	7	8	obverse	ဖုန်မြတ်တိဿထေရ်ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No7__ob_p8.txt
obi-v03-n0007-re-p0008	3	7	8	reverse	ဖုန်မြတ်တိဿထေရ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No7__re_p8.txt
obi-v03-n0080-ob-p0135	3	80	135	obverse	သူကြွယ် အစလပို့ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No80__ob_p135.txt
obi-v03-n0081-ob-p0135	3	81	135	obverse	ကျစွာမင်းကြီးနှင့် မိဖုရား ဖွားဇောကျောင်းကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No81__ob_p135.txt
obi-v03-n0082-ob-p0138	3	82	138	obverse	သတင်းသည် အပယ်ငယ် ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No82__ob_p138.txt
obi-v03-n0083-ob-p0139	3	83	139	obverse	မင်းဤမ်ကြီး ကျောက်စာ၊၂ မျက်နှာ၊ မျက်နှာ	OBI_Corpus_Vol3/OBI_Vol3_No83__ob_p139.txt
obi-v03-n0084-ob-p0141	3	84	141	obverse	သျှင်ဒိသာပါမောက္ခ ကျောက်စာ	OBI_Corpus_Vol3/OBI_Vol3_No84__ob_p141.txt
