bibtex_key	entry_type	author	editor	year	title	booktitle	journal	publisher	address	doi	url	isbn	raw_entry_hash	source_label	notes
Mennecier2016	article	Phillipe Mennecier and John Nerbonne and Evelyne Heyer and Franz Manni		2016	{A} {C}entral {A}sian language survey		Language Dynamics and Change			10.1163/22105832-00601015			04569a8f024d0b7b33e0a5eaa1f4e91b56954f10f88fdc9d6c144ff8aeafaf24	asia 2.bib	
Menzerath1928	book	Menzerath, P. and de Oleza, J. M.		1928	{S}panische {L}autdauer. {E}ine experimentelle {U}ntersuchung			de Gruyter	Berlin		https://books.google.fr/books?id=9XixAAAAMAAJ		68c878cd5d360a9fc2d35a5692ea62ab0a21024e4620b3b5762d26e4a6546ed1	asia 2.bib	
Merwe1966	article	van der Merwe, Nikolaas J.		1966	{N}ew {M}athematics for {G}lottochronology [and {C}omments and {R}eply]		Current Anthropology						3710052b3d7626b167583e26c9c99fe50efd7494049508e3658ccfc41faf2ad1	asia 2.bib	
Meschyan2002	article	Meschyan, Gayane and Hernandez, Arturo		2002	{A}ge of acquisition and word frequency. {D}eterminants of object-naming speed and accuracy		Memory and Cognition						6464798b947552691bbe60fd993e924085efb2e2dd236fe9153884eefd1943ae	asia 2.bib	
Mesoudi2007b	article	Mesoudi, Alex		2007	{B}iological and {C}ultural {E}volution: {S}imilar but {D}ifferent		Biological Theory				\url{http://www.mitpressjournals.org/doi/abs/10.1162/biot.2007.2.2.119}		6294207aaf28f09c1b7d35980fad0b856274f512f7a6181fb031fc71186a404b	asia 2.bib	
Mesoudi2007a	article	Mesoudi, Alex		2007	{A} {D}arwinian {T}heory of {C}ultural {E}volution {C}an {P}romote an {E}volutionary {S}ynthesis for the {S}ocial {S}ciences		Biological Theory				\url{http://www.mitpressjournals.org/doi/abs/10.1162/biot.2007.2.3.263}		9ff6d63ad881ce8a09de98ef4f8af4644f16e0f577bd87f5f1c2e6e2c60c1c2e	asia 2.bib	
Mesoudi2008	article	Mesoudi, Alex and Danielson, Peter		2008	{E}thics, evolution and culture		THEORY IN BIOSCIENCES						8d38b992408b59dfa1df37b451bac51b3d8c65306a2aa316e087c9c9a809a0d5	asia 2.bib	
Mesoudi2006	article	Mesoudi, Alex and Whiten, Andrew and Laland, Kevin N.		2006	{T}owards a unified science of cultural evolution		Behavioral and Brain Sciences				\url{doi:10.1017/S0140525X06009083}		5a80f663dd63efb8f43410c979fec63b5166f20374926b6fccbe93bb78d914d2	asia 2.bib	
Metcalf1974	incollection	Metcalf, George J.	Hymes, Dell H.	1974	{T}he {I}ndo-{E}uropean hypothesis in the sixteenth and seventeenth centuries	{S}tudies in the history of linguistics: {T}raditions and paradigms		Indiana University Press	Bloomington			0-253-35559-1	e2fa974ea037198475b029f6423aef4cc0faf7f42daaa44d03eae3f276822790	asia 2.bib	
Metoz2006	article	Laurent Métoz		2006	{L}’émergence de la lexicostatistique et de la glottochronologie en {F}rance au 19e s. : {C}onstantine {S}amuel {R}afinesque, {J}ules {D}umont d’{U}rville et {P}aul {B}roca		Histoire Épistémologie Langage	Société d'Histoire et d'Épistémologie des Sciences du Langage		10.3406/hel.2006.2886	http://www.persee.fr/doc/hel_0750-8069_2006_num_28_2_2886		fd0a3b63303b77dbf1af7e89cdb040d8b0a9d0862a1cf71900085d06979467d3	asia 2.bib	
Greenacre2006	book	Michael Greenacre, Jorg Blasius		2006	{M}ultiple {C}orrespondence {A}nalysis and {R}elated {M}ethods ({C}hapman \& {H}all {CRC} {S}tatistics in the {S}ocial and {B}ehavioral {S}cie)			Chapman and Hall/CRC				1584886285,9781584886280	6f10fa53e9178974166689997a2444c4682d96f505d40486beb7d8c635e7d263	asia 2.bib	
Michael2015	article	Michael, Lev and Chousou-Polydouri, Natalia and Bartolomei, Keith and Donnelly, Erin and Wauters, Vivian and Meira, Sérgio and O’Hagan, Zachary		2015	{A} {B}ayesian phylogenetic classification of {T}upí-{G}uaraní		LIAMES						f85148f4d7228884ae4cce699924aafb2dc1fa660d5f27d6450ff7ff40a1d912	asia 2.bib	
Michalove1998	article	Michalove, Peter A. and Georg, Stefan and Ramer, Alexis Manaster		1998	{C}urrent {I}ssues in {L}inguistic {T}axonomy		Annual Review of Anthropology						70eaec927520d8030c6a8d81bd2ca04436c574943466d877a270c619d4a79a1b	asia 2.bib	
Miele2012	article	Miele, Vincent and Penel, Simon and Daubin, Vincent and Picard, Franck and Kahn, Daniel and Duret, Laurent		2012	{H}igh-quality sequence clustering guided by network topology and multiple alignment likelihood		Bioinformatics			10.1093/bioinformatics/bts098	http://bioinformatics.oxfordjournals.org/content/28/8/1078.abstract		52f3283a9bfbfefcfa545cc9ca24163ce4918ae6df46080474dbe5e12a65ba0a	asia 2.bib	
Mielke2005	inproceedings	Mielke, Jeff	Alderete, John	2005	{M}odeling distinctive feature emergence	{P}roceedings of the 24th {W}est {C}oast {C}onference on {F}ormal {L}inguistics							7d468dd1b41b6df199520a7627c4a0ade1538f92d288235b543e619e537721ad	asia 2.bib	
Mielke2008	book	Mielke, Jeff		2008	{T}he emergence of distinctive features			Oxford University Press	Oxford		http://aix1.uottawa.ca/~jmielke/pbase/		541c14f1ff68e5b6ffa67190281990fa4b079d9ec3c003128fab0e187904bffa	asia 2.bib	
Mihov2004	article	Mihov, Stoyan and Schulz, Klaus U.		2004	{F}ast approximate search in large dictionaries		Computational Linguistics						26c81d23e9b645343cd81e3264a37d67bf4e8ed87020e02a85d9d7d4bc855c98	asia 2.bib	
Militarev2000	book	Militarev, A IU		2000	{T}owards the chronology of {A}frasian ({A}froasiatic) and its daughter families			McDonald Institute for Archaelogical Research	Cambridge				d7c7d56f145895f8e99b458a3ca6719fa0a6f773bd5055a348c56eb1ab2791b9	asia 2.bib	
Miller1994	article	Miller, John D.		1993	{E}valuation of the wordlist used in a {M}on-{K}hmer research project in {N}ortheast {T}hailand		Mon-Khmer Studies				http://purl.org/sealang/miller1994evaluation.pdf		26178e847a033e9a4c523b602a502bb0f5e9571d697b80de719606e544dc3009	asia 2.bib	
Miller1976	article	Miller, Roy Andrew		1976	{T}he {R}elevance of {H}istorical {L}inguistics for {J}apanese {S}tudies		Journal of Japanese Studies						b4ce1909fa85b9e8d88a5aee7096659f85e55bbd732d545aaccec0eb92a35c1b	asia 2.bib	
Miller1971	article	Miller, Wick R. and Tanner, James L. and Foley, Lawrence P.		1971	{A} {L}exicostatistic {S}tudy of {S}hoshoni {D}ialects		Anthropological Linguistics						59d90f2553510a7261ed9654cfa53904c1913d825dfaac8317d18f280f130191	asia 2.bib	
Mills2013	article	Mills, L. J. and Pearson, W. R.		2013	{A}djusting scoring matrices to correct overextended alignments		Bioinformatics						0f580cdc16b684d94cf1f1eb17cfe395a4f955de7a8475dd06026b1f7a1f6781	asia 2.bib	
Milroy1985	article	Milroy, James and Milroy, Lesley		1985	{L}inguistic {C}hange, {S}ocial {N}etwork and {S}peaker {I}nnovation		Journal of Linguistics						da8b7aeb59f2ad5290d7e4f418b58fbf26fe2e9c0b4c14fa8247731b1948aad3	asia 2.bib	
Milton2010	incollection	Milton, James	Bartning, INge and Martin, Maisa and Vedder, Ineke	2010	{T}he development of vocabulary breadth across the {CEFR} levels. {A} common basis for the elaboration of language syllabuses, curriculum guidelines, examinations, and textbooks across {E}urope	{C}ommunicative proficiency and linguistic development: intersections between {SLA} and language testing research		Eurosla	York				02522187e511cacaf33acbeb97cd41e5e49d61c2998e3f636b81d6bc562156a5	asia 2.bib	
Minett2001	misc	Minett, James W.		2001	{O}n the detection of borrowing among languages: {S}econd {W}orkshop on {L}anguage {A}cquisition {C}hange and {E}mergence								1b9f5803dea5956156cd643872b03ff3118f3aa7391f969ffa0e6480f46d4205	asia 2.bib	
Minett2006	book	Minett, James W. and Gong, T. and Wang, William S.-Y.		2006	{A} language emergence model predicts word order bias: {S}ixth {I}nternational {C}onference on the {E}volution of {L}anguage, {R}ome, {I}taly, {A}pril 2006. {A}ccepted for oral presentation.								51008267df76101c87dd1e726099a70273d75d25492561b26f5bef0276de7a83	asia 2.bib	
Minett2004	book	Minett, James W. and Wang, William S.-Y.		2004	{A}n analysis of the lexical skewing method for detecting language contact: {U}npublished						\url{http://www.ee.cuhk.edu.hk/~wsywang/publications/Lexicalskewing_1.pdf}		9e37cd187f8a18aa7011fc8a72c7fc6117373df110b51e3104fd3b3e0cd465fd	asia 2.bib	
Minett2003	article	Minett, James W. and Wang, William S.-Y.		2003	{O}n detecting borrowing		Diachronica						a4c0821eefb6ad73bbd76dfc85db9a8eab13384c615d9b3c04d490bdf82f5e31	asia 2.bib	
Miranda1959	article	Miranda, Maria Teresa Fernandez and Swadesh, Morris and Weitlaner, Robert W.		1959	{S}ome {F}indings on {O}axaca {L}anguage {C}lassification and {C}ulture {T}erms		International Journal of American Linguistics						c7a3324f110fbdbc715be84890b2ace8cda792f475e46b05df368fbedc69060e	asia 2.bib	
Mirkin2003	article	Mirkin, B. G. and Fenner, T. I. and Galperin, M. Y. and Koonin, E. V.		2003	{A}lgorithms for computing parsimonious evolutionary scenarios for genome evolution, the last universal common ancestor and dominance of horizontal gene transfer in the evolution of prokaryotes		BMC Evolutionary Biology						3852e5add70b08dd1ac6dced6fa3f25f535b54d4b99eaf9695932203c449b429	asia 2.bib	
Mithun1990	incollection	Mithun, Marianne	Baldi, Philip	1990	{T}he role of typology in {A}merican {I}ndian historical linguistics	{L}inguistic change and reconstruction methodology		Mouton de Gruyter	Berlin; New York			0899255469	99b4af05242ed44c2329d2605f2a16bf40ba9eb1b696c2abb5125f60b0d6fd10	asia 2.bib	
Mithun2007	article	Mithun, Marianne		2007	{G}rammar, contact and time		Journal of Language Contact						9ee01624ac03a9f05209f838a7557488c37669862b05d907d29a9a837eb6d96f	asia 2.bib	
Mitterhofer2013	book	Mitterhofer, Bernadette		2013	{L}essons from a dialect survey of {B}ena: {A}nalyzing wordlists			SIL International					e2de025e71a61370e6d965ab2ed99b501296d972f398abcc8b23a7931bf50d32	asia 2.bib	
Miyazawa1995	article	Miyazawa, Sanzo		1994	{A} reliable sequence alignment method based on probabilities of residue correspondences		Protein Engineering			10.1093/protein/8.10.999	http://peds.oxfordjournals.org/content/8/10/999.abstract		2698aeb65ae9baa4997dd7c0820befa3807e909436633111b0fa9ccd21971017	asia 2.bib	
Moehn1964	article	Dieter Möhn		1964	"{D}ie {L}autschrift der {Z}eitschrift ""{T}euthonista"". {I}hre {B}ewährung und {E}rweiterung in der deutschen {M}undartforschung 1924—1964"		Zeitschrift für Mundartforschung	Franz Steiner Verlag			http://www.jstor.org/stable/40500598		a98f45742b13f5e889dfa82325091ef01d922071799650463cfc4893e95f5a68	asia 2.bib	
Mohr1998	article	Mohr, John W.		1998	{M}easuring {M}eaning {S}tructures		Annual Review of Sociology						60397035f849ad414875f069448884bdb04a728113335d14310b4d58cf339cbd	asia 2.bib	
Sankoff1990	article	Mongeau, Marcel and Sankoff, David		1990	{C}omparison of musical sequences		Computers and the Humanities						d46f5ddcb47e7330335d5f1f5035d0f8453a0174c411d2287f826830b03f64a9	asia 2.bib	
Moore2012	article	Moore, Andrew D. and Bornberg-Bauer, Erich		2012	{T}he dynamics and evolutionary potential of domain loss and emergence		Molecular Biology and Evolution						85f5882bbc6556f5503d5259535c0d2e645c70983e7e8aec8fbd4e2a1877eca4	asia 2.bib	
Moore1994	article	Moore, John H.		1994	{P}utting {A}nthropology {B}ack {T}ogether {A}gain: {T}he {E}thnogenetic {C}ritique of {C}ladistic {T}heory		American Anthropologist						8cb844ff2496180e48c27f694f63f27f7ef96a94691ee83499ddead0871c81c2	asia 2.bib	
Moran2011	article	Moran, Steven		2011	{A}n ontology for accessing transcription systems		Language Resources and Evaluation			10.1007/s10579-011-9158-8	http://dx.doi.org/10.1007/s10579-011-9158-8		58edf628614e1179c742156f9ae1d2a302fb44200876e01723859b2ca715aa35	asia 2.bib	
Moran2017	book	Moran, Steven and Cysouw, Michael		2017	{T}he {U}nicode {C}ookbook for {L}inguists: {M}anaging writing systems using orthography profiles			Zenodo	"Z\""{u}rich"	10.5281/zenodo.290662	https://doi.org/10.5281/zenodo.290662		86deb6832b5dca54945466d72edff898278aa149bf573a455c2f9513c6682a1c	asia 2.bib	
Moran2013	article	Moran, Steven and Proki\'c, Jelena		2013	{I}nvestigating the relatedness of the endangered {D}ogon languages		Literary and Linguistic Computing						6ac89bc0212b75849e1c6d3ab7f7013c3c561e494eece4efb8fa563de5b17ed7	asia 2.bib	
Moret2004	article	Moret, Bernard M. E. and Nakhleh, Luay and Warnow, Tandy and Linder, C. Randal and Tholse, Anna and Padolina, Anneke and Sun, Jerry and Timme, Ruth		2004	{P}hylogenetic networks: {M}odeling, reconstructibility, and accuracy		IEEE/ACM Trans. Comput. Biol. Bioinformatics						c7b213a96a312f856fa8a42f98ac157126cc09633b2696d6307539e3d965c5ba	asia 2.bib	
Morgenstern1998	inproceedings	Morgenstern, B. and Atchley, W. R. and Hahn, K. and Dress, A.	Glasgow, Janice and Littlejohn, Tim and Lathrop, Francois Major Richard and Sankoff, David and Sensen, Christoph	1998	{S}egment-based scores for pairwise and multiple sequence alignments	{P}roceedings of the {S}ixth {I}nternational {C}onference on {I}ntelligent {S}ystems for {M}olecular {B}iology		AAAI Press	Menlo Park				121e1e2f06e318bd5f7d68b49d0b95893ea65690e8669204cab82888f189b105	asia 2.bib	
Morgenstern1996	article	Morgenstern, Burkhard and Dress, Andreas and Werner, Thomas		1996	{M}ultiple {DNA} and protein sequence alignment based on segment-to-segment comparison		Proceedings of the National Academy of Sciences of the United States of America						26b0ecd7cdb154764e447e724668fd4c49ff1c2514349f911a65a4ff515424dd	asia 2.bib	
Morgenstern1976	article	Morgenstern, Douglas		1976	{E}ight {A}ctivities for the {C}onversation {C}lass		The Modern Language Journal						6f6077541140465507080b7ee43af0c46f99e660161bdf4ab41180f5774265a3	asia 2.bib	
Morrison2015b	article	Morrison, David		2015	{M}olecular homology and multiple-sequence alignment: an analysis of concepts and practice		Australian Systematic Botany						edb88e9ec8e55b2a88febfc0874862b789943cc4637cf7bfc2e9cbdb811e4cd1	asia 2.bib	
Morrison2009	article	Morrison, David		2009	{W}hy would phylogeneticists ignore computerized sequence alignment?		Systematic Biology						437468fd533d0214b3a56f10c6cc1e5dafe5158ae3c7f3c3dde1b3cbbc515479	asia 2.bib	
Morrison2016	article	Morrison, David A.		2016	{G}enealogies: {P}edigrees and phylogenies are reticulating networks not just divergent trees		Evolutionary Biology			10.1007/s11692-016-9376-5			84dc7f15853a2fe936a2d3e2da1b05f192d5157cd71340c569063c53a4e6ef81	asia 2.bib	
Morrison2015a	article	Morrison, David A.		2015	{A}ristotle's {L}adder, {D}arwin's {T}ree: {T}he {E}volution of {V}isual {M}etaphors for {B}iological {O}rder. — {B}y {J}. {D}avid {A}rchibald.		Systematic Biology			10.1093/sysbio/syv038	http://sysbio.oxfordjournals.org/content/64/5/892.2.short		c8920161965a381e1a0a687fa6fd9b28eeee0d319096656e8278f23b249aab2b	asia 2.bib	
Morrison2014c	article	Morrison, David A.		2014	{I}s the {T}ree of {L}ife the best metaphor, model, or heuristic for phylogenetics?		Systematic Biology						9f588f77dde8ec2075ee32975433d37c98fff5bdfab68eb6f0a56a16144bcefc	asia 2.bib	
Morrison2014a	article	Morrison, David A.		2014	{A}re phylogenetic patterns the same in anthropology and biology?		bioRxiv	Cold Spring Harbor Labs Journals		10.1101/006486			493b3ec3a485f9044f262b9d657bda0596a5bf8f473068cadcfde48b7d342163	asia 2.bib	
Morrison2014b	article	Morrison, David A.		2014	{P}hylogenetic networks: a new form of multivariate data summary for data mining and exploratory data analysis		WIREs Data Mining and Knowledge Discovery			doi: 10.1002/widm.1130			89b0d48b1603525b685626a8fe04d45d373c8232c199d4281e1871d74365358c	asia 2.bib	
Morrison2011	book	Morrison, D. A.		2011	{A}n introduction to phylogenetic networks			RJR Productions	Uppsala				961ffb74060cabcb0fd4d2123ef1277a6f9a5ed228be46fcb3a9cc4d62f81eee	asia 2.bib	
Morrison2010	article	Morrison, David A.		2010	{R}eview of {\em Sequence Alignment: Methods, Models, Concepts, and Strategies} ed. by {M}. {S}. {R}osenberg (2009)		Systematic Biology						94429108fba6fd7db04f43b6963761ff6bd49fbcb186b295336957ae24ae2d07	asia 2.bib	
Morrison2006	article	Morrison, David A.		2006	{M}ultiple sequence alignment for phylogenetic purposes		Australian Systematic Botany						af518021c461a0ab090c69368c661475c61c20c677d710cd591356315be58531	asia 2.bib	
Morrison2005	article	David A. Morrison		2005	{N}etworks in phylogenetic analysis: new tools for population biology		International Journal for Parasitology						efab2a3da1da12a258d32df7870b340a63cc1947e8e585975331832e2d6bdae8	asia 2.bib	
Mortarino2009	article	Mortarino, Cinzia		2009	{A}n improved statistical test for historical linguistics		Statistical Methods and Applications						2026c274dd702b1a7f89f4b47dcc525b1098bed47440b1101397b610883504f7	asia 2.bib	
Mortarino2004	incollection	Mortarino, Cinzia		2004	{A} statistical test useful in historical linguistics	{P}roceedings of the {XLII} scientific meeting of the {I}talian statistical society							1a42b753bb7501c1c6de01663588a07183520a61c618762af2060a0e09ff52af	asia 2.bib	
Mount2001	book	Mount, David W.		2001	{B}ioinformatics. {S}equence and genome analysis			Cold Spring Harbor Laboratory Press	New York				635d831a7269048dff5b45bf120ecce8e18789bc5f6e45fa5762e8537ed4d337	asia 2.bib	
Mous2003	book	Mous, Maarten		2003	{T}he {M}aking of a {M}ixed {L}anguage - {T}he case of {M}a'a/{M}bugu			John Benjamins	Amsterdam		\url{http://www.benjamins.nl/cgi-bin/t_bookview.cgi?bookid=CLL%2026}	978 90 272 5248 7	bce8c357cb4210b6fd7a7f9c7ace6ed8889a99e4c423706c208a7b1c5331ad02	asia 2.bib	
Mowrey1995	article	Mowrey, Richard and Pagliuca, William		1995	{T}he reductive character of articulatory evolution		Rivista di Linguistica						85c9c99081cf870bb47c893e00ee1a329558b6ec99be793ccfdd264701c52364	asia 2.bib	
Mufwene2008	book	Mufwene, Salikoko S.		2008	{L}anguage {E}volution: {C}ontact, {C}ompetition and {C}hange			New York: Continuum INternational Publishing Group					4187003c2ad968f3f1fe5c9c7dc5e2a445e1f7b03fd7db7ddff1ec84f2dafd9d	asia 2.bib	
Mufwene2007	article	Mufwene, Salikoko S.		2007	{P}opulation movements and contacts in language evolution		Journal of Language Contact						00f04173702c8817d7a9be6085f2b67f6d44c9514c76b1aeb3ca18ead2ce552f	asia 2.bib	
Mufwene2004	article	Mufwene, Salikoko S.		2004	{L}anguage birth and death		Annu. Rev. Anthropol.						5b2c6161871713b73859b4bb2d63d80b70ce07eb83a237fbf0b32aa457a4864b	asia 2.bib	
Mufwene2002	article	Mufwene, Salikoko S.		2002	{C}ompetition and {S}election in {L}anguage {E}volution		Selection						45d8d732d4ee3e03fa8f2db65305a4e0249990fb7bab615c23922d58c8364137	asia 2.bib	
Mufwene2001	book	Mufwene, Salikoko S.		2001	{T}he ecology of language evolution			Cambridge University Press	Cambridge				8cb3e880fcaa4e14f5864981a070c14e5a91bc6f4198e613e5a97fdcc5ba042f	asia 2.bib	
Mugdan2014	article	Mugdan, Joachim		2014	{M}ore on the origins of the term phon\`{e}me		Historiographia Linguistica			10.1075/hl.41.1.13mug			7ea0f08dd5cd1437dbe22551c908cbbf35cb2b512a18dae86e7393b7a6f2cb8b	asia 2.bib	
Mulder1959	article	Mulder, J. W. F.		1959	{O}n the morphology of the negatives in {A}rchaic {C}hinese		T'oung Pao	BRILL					b0013b34645103beba11b2fd0660c87370c590b64aeeb468d53e5ec0d84fd482	asia 2.bib	
Mulder2006	article	Mulder, M. B. and Nunn, C. L. and Towner, M. C.		2006	{C}ultural macroevolution and the transmission of traits		EVOLUTIONARY ANTHROPOLOGY						77e86985a20457b5659b50ceb42210601a227e74a8815a796b3b7a4aa8a209d7	asia 2.bib	
Mulder1992	article	Mulder, Ren\~A\copyright and Sybesma, Rint		1992	{C}hinese {I}s a {VO} {L}anguage		Natural Language \& Linguistic Theory						e2c58de6efe627d1aab279a88fc5bc6e3e12232435b9270ec68e449fb0b0fba9	asia 2.bib	
Muller1986	article	Muller, Jean-Claude		1986	{E}arly stages of language comparison from {S}assetti to {S}ir {W}illiam {J}ones (1786)		Kratylos						a92d11db4691aeabae21e3f17842af9dccf1220a0461f5b52f779b526c0fcc3d	asia 2.bib	
Mullie1952	article	Mullie, Jos L. M.		1952	{N}ote sur yên		Harvard Journal of Asiatic Studies	Harvard-Yenching Institute					55ec883a0b165057efbbde8c754d92c5650cd1efcea033a9d08864d08068ae5d	asia 2.bib	
Mulloni2006	inproceedings	Andrea Mulloni and Viktor Pekar		2006	{A}utomatic detection of orthographic cues for cognate recognition	{P}roceedings of the 5th {I}nternational {C}onference on {L}anguage {R}esources and {E}valuation							cf466d45b0ffec2fac457d7b499d8fd38aa5ad2045586120766ffc3511533628	asia 2.bib	
Muenster1523	book	Münster, Sebastian		1523	{D}ictionarium {H}ebraicum, nunc primum editum et typis excusum, adiectis {C}haldaicis vocabulis non parum multis			apud Frobenium					c04d042cc9a175c6cfab97437544e172addc7c0f934b2f6acfcb15f9d27f2d95	asia 2.bib	
Myers2009	article	James Myers and Yingshing Li		2009	{L}exical frequency effects in {T}aiwan {S}outhern {M}in syllable contraction		Journal of Phonetics			10.1016/j.wocn.2009.02.002	http://www.sciencedirect.com/science/article/pii/S0095447009000163		c9795df6d417ff8463fd234b7c8ad05726afe73392cfe583dfce54705d2681ad	asia 2.bib	
Naderi2007	article	Naderi, S. and Rezaei, H. R. and Taberlet, P. and Zundel, S. and Rafat, S. A. and Naghash, H. R. and el-Barody, M. A. and Ertugrul, O. and Pompanon, F. and Abo-Shehada, M. and Ajmone, M. P. and Al Tarrayrah, J. and Angiolillo, A. and Baret, P. and Baumung, R. and Beja-Pereira, A. and Bertaglia, M. and Bordonaro, S. and Bruford, M. and Caloz, R. and Canali, G. and Canon, J. and Cappuccio, I. and Carta, A. and Cicogna, M. and Crepaldi, P. and Dalamitra, S. and Krugmann, D. and Dobi, P. and Popielarczyk, D. and Dunner, S. and D'Urso, G. and el-Barody, M. A. and England, P. and Erhardt, G. and Ertugrul, O. and Prinzenberg, E. M. and Ibeagha-Awemu, E. and Strzelec, E. and Aziz, F. and Fornarelli, F. and Garcia, D. and Georgoudis, A. and Gesine, L. and Giovenzana, S. and Gutscher, K. and Hewitt, G. and Hoda, A. and Horst, B. and Istvan, A. and Juma, G. and Joost, S. and Jones, S. and Karetsou, K. and Kliambas, G. and Koban, E. and Kutita, O. and Lazlo, F. and Lenstra, J. A. and Ligda, C. and Lipsky, S. and Luikart, G. and Glowatzki, M. L. and Marilli, M. and Marletta, D. and Milanesi, E. and Negrini, R. and Nijman, I. J. and Obexer-Ruff, G. and Papachristoforou, C. and Pariset, L. and Pellecchia, M. and Peter, C. and Perez, T. and Pietrola, E. and Pilla, F. and Niznikowski, R. and Roosen, J. and Scarpa, R. and Sechi, T. and Taberlet, P. and Taylor, M. and Togan, I. and Trommetter, M. and Valentini, A. and Van Cann, L. M. and Vlaic, A. and Wiskin, L. and Zundel, S.		2007	{L}arge-scale mitochondrial {DNA} analysis of the domestic goat reveals six haplogroups with high diversity		PLoS ONE						d96d08550bdbc7bd214b507b98ae52f42a98b65826a0a39d8ff238a7ae706cd6	asia 2.bib	
Nagaraja2013	article	Nagaraja, K. S. and Sidwell, Paul and Greenhill, Simon		2013	{A} lexicostatistical study of the {K}hasian language		Mon-Khmer Studies						a2230e4d3455f3a8e7a3b8fe244889940876a16581e9779800a286c3b1192b49	asia 2.bib	
Nagy1984	article	Nagy, William E. and Anderson, Richard C.		1984	{H}ow many words are there in printed school english?		Reading Research Quarterly	Wiley			http://www.jstor.org/stable/747823		ee010e4a21cf02eed36773e81358b31384e15716ac1c429ab77cfeb9cde1e01d	asia 2.bib	
Nakamura2007	article	Nakamura, Yoji and Itoh, Takeshi and Martin, William		2007	{R}ate and {P}olarity of {G}ene {F}usion and {F}ission in {O}ryza sativa and {A}rabidopsis thaliana		Molecular Biology and Evolution			10.1093/molbev/msl138	http://mbe.oxfordjournals.org/content/24/1/110.abstract		a927caf45c9978838b37b733349148851754b4de169842809a120a908f01bd90	asia 2.bib	
Nakhleh2013	article	Nakhleh, Luay		2013	{C}omputational approaches to species phylogeny inference and gene tree reconciliation		Trends in Ecology and Evolution						ea19dd9ce30f99c077dcfdd65802408fe688fc7dac78847f36baab2a576015c6	asia 2.bib	
Nakhleh2005a	article	Nakhleh, Luay and Ringe, Don and Warnow, Tandy		2005	{P}erfect {P}hylogenetic {N}etworks: {A} new methodology for reconstructing the evolutionary history of natural languages		Language						0c2d65e74b59f2977ac6744cec43b517ae66a039d3a1666468c89f54aa1be4d2	asia 2.bib	
Nakhleh2004	inproceedings	Nakhleh, Luay and Warnow, Tandy and Linder, C. Randal		2004	{R}econstructing reticulate evolution in species: theory and practice	{RECOMB} '04: {P}roceedings of the eighth annual international conference on {R}esaerch in computational molecular biology		ACM	New York, NY, USA			1-58113-755-9	d0eb47f7b9df0316d6117e80505a81773fa61bcf506a750372fbb399e81ff8ba	asia 2.bib	
Nakhleh2005b	article	Nakhleh, Luay and Warnow, Tandy and Ringe, Donald and Evans, Steven N.		2005	{A} comparison of phylogenetic reconstruction methods on an {I}ndo-{E}uropean dataset		Transactions of the Philological Society				\url{DOI:10.1111/j.1467-968X.2005.00149.x}		67040833d0b324fb3f96833fee5228681118c66075447f2480d3d35ccbea3230	asia 2.bib	
Naradowsky2011	inproceedings	Naradowsky, Jason and Toutanova, Kristina		2011	{U}nsupervised {B}ilingual {M}orpheme {S}egmentation and {A}lignment with {C}ontext-rich {H}idden {S}emi-{M}arkov {M}odels	{P}roceedings of the 49th {A}nnual {M}eeting of the {A}ssociation for {C}omputational {L}inguistics: {H}uman {L}anguage {T}echnologies		Association for Computational Linguistics	Portland, Oregon, USA		http://www.aclweb.org/anthology/P11-1090		3d406242aa721f68e8fb66500c2ff5285ad6fac43e7e1d4336468c64d7d0af7f	asia 2.bib	
Nasir2014	article	Nasir, Arshan and Kim, Kyung Mo and Caetano-Anollés, Gustavo		2014	{G}lobal patterns of protein domain gain and loss in superkingdoms		PLoS Computational Biology						275add3f161b0b192f1d081b8c1a34f6d9ef0cec91f6da625fac7884bf9ec4ef	asia 2.bib	
Natale2000	article	Natale, C. and Giannini, T. and Lucchese, A. and Kanduc, D.		2000	{C}omputer-assisted analysis of molecular mimicry between human papillomavirus 16 {E}7 oncoprotein and human protein sequences		Immunology and Cell Biology						b142044bfb4089596b354037b3f7d4bd980a988600e789cdb6ac0d3551ff48e0	asia 2.bib	
NavigliPonzetto2012	article	Navigli, Roberto and Ponzetto, Simone Paolo		2012	{B}abel{N}et: {T}he automatic construction, evaluation and application of a wide-coverage multilingual semantic network		Artificial Intelligence						36fbe0ae70b63f9f9a4c6a290a297493d415b3e9900f5f9149d3c9df63da4160	asia 2.bib	
Navlakha2011	article	Saket Navlakha and Carl Kingsford		2011	{N}etwork {A}rcheology: {U}ncovering {A}ncient {N}etworks from {P}resent-{D}ay {I}nteractions		PLoS Computational Biology			10.1371/journal.pcbi.1001119			7bf97f6013dbad0202da51a354d1b95b2704717ba30f8b202fa39b91d88688da	asia 2.bib	
Needleman1970	article	Needleman, Saul B. and Wunsch, Christan D.		1970	{A} gene method applicable to the search for similarities in the amino acid sequence of two proteins		Journal of Molecular Biology						a43cd951f9cb57f88adc522be1baddf91d321d3fc7025167fb88e33b3ff1c4c8	asia 2.bib	
Nelson2004	article	Nelson, Douglas L. and McEvoy, Cathy and Schreiber, Thomas A.		2004	{T}he {U}niversity of {S}outh {F}lorida free association, rhyme, and word fragment norms		Behaviour Research Methods, Instruments, and Computers						a1a3dc9055e0491b87624c5e233e43cebd5d4863d763c17388b978c7303f68a3	asia 2.bib	
