dashboard_id	inscription_id	corpus_record_id	corpus_title_or_label	corpus_language_field	corpus_language_scope	citation_target_id	citation_raw	normalized_source_key	source_role	matched_local_file_id	matched_ocr_text_path	translation_status_from_citation	source_text_status_from_citation	source_work_language_scope	citation_relevance_to_burmese_corpus	is_burmese_relevant	source_match_status	ocr_status	extraction_status	next_action	notes
corpus-dashboard-02834	obi-v03-n0050	obi-v03-n0050-ob-p0080	ရမ္မနာသင် ကျောက်စာ		unknown	corpus-citation-target-0005	List 340	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02835	obi-v03-n0050	obi-v03-n0050-ob-p0080	ရမ္မနာသင် ကျောက်စာ		unknown	corpus-citation-target-0354	A, p. 114	fraschBaganEpigraphicDatabasePartA	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02836	obi-v03-n0050	obi-v03-n0050-ob-p0080	ရမ္မနာသင် ကျောက်စာ		unknown	corpus-citation-target-0365	MP, p. 155	mandalayPalaceStoneCollection	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02837	obi-v03-n0051	obi-v03-n0051-ob-p0081	သစ်မထီးကျောင်းကျောက်စာ		unknown	corpus-citation-target-0363	IOB4-384 BED B 634-6	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02838	obi-v03-n0051	obi-v03-n0051-ob-p0081	သစ်မထီးကျောင်းကျောက်စာ		unknown	corpus-citation-target-0363	Pl. IV 384	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02839	obi-v03-n0051	obi-v03-n0051-ob-p0081	သစ်မထီးကျောင်းကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 81	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02840	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0022	617	fam-raw-617	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02841	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0368	IPPA-255	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
corpus-dashboard-02842	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0005	List-344/a	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02843	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0363	IOB3-239 BED B 635-1	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02844	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0363	Pl. III 239	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02845	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 83	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02846	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0371	SIP no. 31, p. 72	sipSelectionsPagan	edition_witness	luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3	data/working/ocr/local_sources/text/luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3.txt	no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	extracted_needs_review	review_extracted_units	Grouped by recurring leading label.
corpus-dashboard-02847	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0005	List 344a	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02848	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0368	PPA p. 255	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02849	obi-v03-n0052	obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ		unknown	corpus-citation-target-0372	TN, p. 116	tnInscriptionsPaganPinyaAva	translation_witness			likely_translation_source	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02850	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0038	BA-113,	fam-raw-ba-113	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02851	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0005	List-335,	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02852	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0363	IOB3-241	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02853	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0178	BA BED B 635-2	fam-raw-ba-bed-b-635-2	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02854	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0363	Pl. III 241	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02855	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 85	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02856	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0005	List 335	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02857	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0354	A, p. 113	fraschBaganEpigraphicDatabasePartA	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02858	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0365	MP 1, p. 159	mandalayPalaceStoneCollection	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02859	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0005	copy List 28 (dated CS 433/ 1071)	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02860	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0355	B 2, p. 887	fraschBaganEpigraphicDatabasePartB	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02861	obi-v03-n0053	obi-v03-n0053-ob-p0085	မြင်းခုန်တိုင် သ္ခိင်မဟာထီကျောက်စာ		unknown	corpus-citation-target-0366	MM 1, no. 13, p. 117	mmSourceFamily	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02862	obi-v03-n0054	obi-v03-n0054-ob-p0087	နက္ကပို့သား ငါလတ် ကျောက်စာ		unknown	corpus-citation-target-0363	IOB3-242 BED B 635-3	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02863	obi-v03-n0054	obi-v03-n0054-ob-p0087	နက္ကပို့သား ငါလတ် ကျောက်စာ		unknown	corpus-citation-target-0363	Pl. III 242	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02864	obi-v03-n0054	obi-v03-n0054-ob-p0087	နက္ကပို့သား ငါလတ် ကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 87	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02865	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0368	IPPA-277	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
corpus-dashboard-02866	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0005	List-345	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02867	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0363	IOB3-243 BED B 624-3	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02868	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0363	Pl. II 204a+b	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02869	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 8	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02870	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0005	List 306	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02871	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0377	UB 2, p. 203	ubSourceFamily	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02872	obi-v03-n0055	obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ		unknown	corpus-citation-target-0336	(not in U Min Hswe)	fam-raw-not-in-u-min-hswe	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02873	obi-v03-n0056	obi-v03-n0056-ob-p0090	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0363	IOB4-385/a BED B 624-4	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02874	obi-v03-n0056	obi-v03-n0056-ob-p0090	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0363	Pl. II 205-206	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02875	obi-v03-n0056	obi-v03-n0056-ob-p0090	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 9-11	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02876	obi-v03-n0056	obi-v03-n0056-ob-p0090	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0005	List 307a+b	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02877	obi-v03-n0056	obi-v03-n0056-ob-p0090	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0354	A, p. 103-105	fraschBaganEpigraphicDatabasePartA	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02878	obi-v03-n0056	obi-v03-n0056-ob-p0090	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0365	MP 2, p. 159	mandalayPalaceStoneCollection	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02879	obi-v03-n0056	obi-v03-n0056-re-p0091	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0363	IOB4-385/b BED B 624-4	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02880	obi-v03-n0056	obi-v03-n0056-re-p0091	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0363	Pl. II 205-206	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02881	obi-v03-n0056	obi-v03-n0056-re-p0091	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 9-11	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02882	obi-v03-n0056	obi-v03-n0056-re-p0091	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0005	List 307a+b	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02883	obi-v03-n0056	obi-v03-n0056-re-p0091	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0354	A, p. 103-105	fraschBaganEpigraphicDatabasePartA	catalogue_or_list_witness			cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02884	obi-v03-n0056	obi-v03-n0056-re-p0091	ရပ်တော်မူဘုရားကျောက်စာ		unknown	corpus-citation-target-0365	MP 2, p. 159	mandalayPalaceStoneCollection	commentary_witness			no_translation_indicator	no_source_text_indicator	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02885	obi-v03-n0057	obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ		unknown	corpus-citation-target-0368	IPPA-193	ppaCatalogue	source_text_witness			no_translation_indicator	likely_source_text	mixed_or_uncertain	out_of_scope_non_burmese_record	false	no_local_candidate_found		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
corpus-dashboard-02886	obi-v03-n0057	obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ		unknown	corpus-citation-target-0005	List-349	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02887	obi-v03-n0057	obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ		unknown	corpus-citation-target-0363	IOB3-244 BED B 624-4	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	No stronger conservative family signal was detected.
corpus-dashboard-02888	obi-v03-n0057	obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ		unknown	corpus-citation-target-0363	Pl. II 205-206	lucePeMaungTinInscriptionsOfBurma	cross_reference_witness	inscriptions_of_burma-b7c07d9f6d02	data/working/ocr/local_sources/text/inscriptions_of_burma-b7c07d9f6d02.txt	cross_reference_only	plate_or_index_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	already_ocr_available	completed	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02889	obi-v03-n0057	obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ		unknown	corpus-citation-target-0367	OBI 3, p. 9-11	oldBurmeseInscriptions	internal_corpus_source			no_translation_indicator	no_source_text_indicator	Old Burmese	out_of_scope_non_burmese_record	false	needs_manual_review		out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
corpus-dashboard-02890	obi-v03-n0057	obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ		unknown	corpus-citation-target-0005	List 307a+b	duroiselle1921list	catalogue_or_list_witness	duroiselle_1921_list_of_inscriptions-fd372f9141d6		cross_reference_only	catalogue_or_list_witness	mixed_or_uncertain	out_of_scope_non_burmese_record	false	exact_or_near_exact_match	not_requested	out_of_scope_non_burmese	retain_as_non_burmese_support	Grouped by recurring leading label.
