corpus_record_id	inscription_id	corpus_title_or_label	corpus_date_or_period	corpus_language_field	citation_raw	citation_type_if_given	source_abbreviation	source_author	source_title	source_year	source_volume_issue	source_page_or_plate	mentions_translation	mentions_text	mentions_transcription	mentions_edition	mentions_rubbing_or_plate	mentions_commentary_only	corpus_language_scope	source_work_language_scope	citation_relevance_to_burmese_corpus	citation_target_id	notes
obi-v03-n0019-ob-p0026	obi-v03-n0019	သူကြွယ် ငပ္လည်စံသင်နှင့် သူကြွယ် ငါထက်မည်တို့ ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		TN, p. 26	page	TN	U Tun Nyein (tr.)	Inscriptions of Pagan, Pinya and Ava	1897	26		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0372	Grouped by recurring leading label.
obi-v03-n0019-ob-p0026	obi-v03-n0019	သူကြွယ် ငပ္လည်စံသင်နှင့် သူကြွယ် ငါထက်မည်တို့ ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		U Min Hswe, no. 51	catalogue_number	U Min Hswe	U Min Hswe	U Min Hswe		51		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0374	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		---265,	unclear			---265,		---265,		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0017	No stronger conservative family signal was detected.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		List-310	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	310		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		IOB2-215/b BED B 622-6	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-215/b BED B 622-6		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		Pl. II 198	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 198		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		OBI 3, p. 2	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 2		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		List 90	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	90		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		PPA, p. 55	page	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		55		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		TN, p. 26	page	TN	U Tun Nyein (tr.)	Inscriptions of Pagan, Pinya and Ava	1897	26		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0372	Grouped by recurring leading label.
obi-v03-n0020-tx-p0027	obi-v03-n0020	သိင်္ကသူ သမီးကျောက်စာ	CS 628(587) = CE 1266(1225) CS 622 = CE 1260		U Min Hswe, no. 51	catalogue_number	U Min Hswe	U Min Hswe	U Min Hswe		51		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0374	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		IPPA-266	number	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		266		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		List-311	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	311		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		IOB2-216 BED B 622-6	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-216 BED B 622-6		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		Pl. II 198	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 198		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		OBI 3, p. 2	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 2		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		List 90	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	90		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		PPA, p. 55	page	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		55		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		TN, p. 26	page	TN	U Tun Nyein (tr.)	Inscriptions of Pagan, Pinya and Ava	1897	26		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0372	Grouped by recurring leading label.
obi-v03-n0021-ob-p0028	obi-v03-n0021	သိင်္ဃသူ သမီး ကျောက်စာ	CS 628 = CE 1266 CS 622 = CE 1260		U Min Hswe, no. 51	catalogue_number	U Min Hswe	U Min Hswe	U Min Hswe		51		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0374	Grouped by recurring leading label.
obi-v03-n0022-ob-p0033	obi-v03-n0022	သိမ်ကုန်းဘုရား တန်တိုင်းတွင်းရှိ ကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		IOB2-218/b BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-218/b BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0022-ob-p0033	obi-v03-n0022	သိမ်ကုန်းဘုရား တန်တိုင်းတွင်းရှိ ကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0022-ob-p0033	obi-v03-n0022	သိမ်ကုန်းဘုရား တန်တိုင်းတွင်းရှိ ကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		OBI 3, p. 3	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 3		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0022-ob-p0033	obi-v03-n0022	သိမ်ကုန်းဘုရား တန်တိုင်းတွင်းရှိ ကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		List 255	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	255		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0022-ob-p0033	obi-v03-n0022	သိမ်ကုန်းဘုရား တန်တိုင်းတွင်းရှိ ကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		A, p. 79	page	A	Tilman Frasch	Bagan Epigraphic Database, Part A		79		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0354	No stronger conservative family signal was detected.
obi-v03-n0023-ob-p0033	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		IOB4-383/a BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB4-383/a BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0023-ob-p0033	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0023-ob-p0033	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		OBI 3, p. 3	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 3		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0023-ob-p0033	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		List 255	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	255		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0023-ob-p0033	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS 628 = CE 1266 CS 623 = CE 1261		A, p. 79	page	A	Tilman Frasch	Bagan Epigraphic Database, Part A		79		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0354	No stronger conservative family signal was detected.
obi-v03-n0023-re-p0034	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS = CE CS 623 = CE 1261		IOB4-383/b BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB4-383/b BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0023-re-p0034	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS = CE CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0023-re-p0034	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS = CE CS 623 = CE 1261		OBI 3, p. 3	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 3		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0023-re-p0034	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS = CE CS 623 = CE 1261		List 255	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	255		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0023-re-p0034	obi-v03-n0023	သူကြွယ် အိုမ်ဖွယ်သင်နှင့် သားများကျောက်စာ	CS = CE CS 623 = CE 1261		A, p. 79	page	A	Tilman Frasch	Bagan Epigraphic Database, Part A		79		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0354	No stronger conservative family signal was detected.
obi-v03-n0024-re-p0036	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS = CE CS 623 = CE 1261		IOB2-218/a BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-218/a BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0024-re-p0036	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS = CE CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0024-re-p0036	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS = CE CS 623 = CE 1261		OBI 3, p. 3	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 3		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0024-re-p0036	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS = CE CS 623 = CE 1261		List 255	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	255		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0024-re-p0036	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS = CE CS 623 = CE 1261		A, p. 79	page	A	Tilman Frasch	Bagan Epigraphic Database, Part A		79		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0354	No stronger conservative family signal was detected.
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		IPPA 188-189	number	PPA; IPPA	Archaeological Survey of Burma (ed.)	Inscriptions of Pagan, Pinya and Ava		188-189		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0368	Grouped by recurring leading label. raw IPPA preserved; mapped to PPA-related source work
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		List 278/b	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	278/b		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		IOB2-217 BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-217 BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		OBI 3, p. 3	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 3		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		List 255	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	255		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0024-tx-p0035	obi-v03-n0024	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		A, p. 79	page	A	Tilman Frasch	Bagan Epigraphic Database, Part A		79		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0354	No stronger conservative family signal was detected.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		IUB1-222-223	number	IUB1-222-223		IUB1-222-223		IUB1-222-223		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0247	No stronger conservative family signal was detected.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		List 314/a	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	314/a		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		IOB2-219/a BED B 629-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-219/a BED B 629-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		Pl. II 217 and Pl. II 218a	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 217 and Pl. II 218a		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		OBI 3, p. 35	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 35		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		List 278b (?)	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	278b (?)		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		Pl. II 219 a+b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 219 a+b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		OBI 3, p. 37	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 37		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		SIP no. 34, p. 83	volume_page	SIP	Pe Maung Tin and G. H. Luce	Selections from the Inscriptions of Pagan		34, p. 83		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0371	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		List 314a+b	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	314a+b		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		UB 1, p. 222-4	volume_page	UB		Inscriptions Collected in Upper Burma		1, p. 222-4		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0377	No stronger conservative family signal was detected.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		U Min Hswe, no. 19	catalogue_number	U Min Hswe	U Min Hswe	U Min Hswe		19		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0374	Grouped by recurring leading label.
obi-v03-n0025-ob-p0037	obi-v03-n0025	တျြာမွန် မယားကျောက်စာ	CS 629 = CE 1267 CS 629 = CE 1267		Myaketu, Nandhale Hmattan, p. 29-30	page		Myaketu	Nandhale Hmattan, p. 29-30		29-30		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0334	No stronger conservative family signal was detected.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		IUB1-224	number	IUB1-224		IUB1-224		IUB1-224		false	false	false	false	false	true	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0248	No stronger conservative family signal was detected.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		List 314/b	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	314/b		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		IOB2-219/b BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-219/b BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		OBI 3, p. 3	volume_page	OBI	Tilman Frasch	Old Burmese Inscriptions		3, p. 3		false	true	false	true	false	false	unknown	Old Burmese	out_of_scope_non_burmese_record	corpus-citation-target-0367	Grouped by recurring leading label.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		List 255	catalogue_number	List	Charles Duroiselle	List of Inscriptions Found in Burma	1921	255		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0005	Grouped by recurring leading label.
obi-v03-n0025-re-p0038	obi-v03-n0025	တျြာမွန်မယားကျောက်စာ	CS = CE CS 623 = CE 1261		A, p. 79	page	A	Tilman Frasch	Bagan Epigraphic Database, Part A		79		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0354	No stronger conservative family signal was detected.
obi-v03-n0026-ob-p0039	obi-v03-n0026	နရသီဟပတေ့မင်းကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		IOB2-220 BED B 623-1	unclear	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	IOB2-220 BED B 623-1		false	true	false	true	false	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	No stronger conservative family signal was detected.
obi-v03-n0026-ob-p0039	obi-v03-n0026	နရသီဟပတေ့မင်းကျောက်စာ	CS 629 = CE 1267 CS 623 = CE 1261		Pl. II 201b	plate	IOB; Pl.	G. H. Luce and U Pe Maung Tin	Inscriptions of Burma	1933	II 201b		false	true	false	true	true	false	unknown	mixed_or_uncertain	out_of_scope_non_burmese_record	corpus-citation-target-0363	Grouped by recurring leading label.
