bibliography_id	short_label	raw_reference_strings	ocr_status	translation_relevance
bib-list-217	List 217	List 217	not_started	unknown
bib-list-218	List-218	List-218 | List 218	not_started	unknown
bib-list-219	List-219	List-219	not_started	unknown
bib-list-220	List-220	List-220	not_started	unknown
bib-list-221	List-221	List-221	not_started	unknown
bib-list-222	List-222	List-222 | List 222	not_started	unknown
bib-list-223	List-223	List-223	not_started	unknown
bib-list-224	List-224	List-224 | List 224	not_started	unknown
bib-list-226	List 226	List 226	not_started	unknown
bib-list-227	List-227	List-227	not_started	unknown
bib-list-228	List-228	List-228 | List 228	not_started	unknown
bib-list-229	List 229	List 229	not_started	unknown
bib-list-23	List 23	List 23	not_started	unknown
bib-list-23-27-bed-b-420-2	List 23, 27 BED B 420-2	List 23, 27 BED B 420-2	not_started	unknown
bib-list-230	List 230	List 230	not_started	unknown
bib-list-231	List 231	List 231	not_started	unknown
bib-list-232	List 232	List 232 | List-232	not_started	unknown
bib-list-233	List 233	List 233 | List-233,	not_started	unknown
bib-list-235-a	List-235/a	List-235/a	not_started	unknown
bib-list-235-b	List 235/b	List 235/b	not_started	unknown
bib-list-235a-b	List 235a+b	List 235a+b	not_started	unknown
bib-list-236-a	List-236/a	List-236/a	not_started	unknown
bib-list-236-b	List-236/b	List-236/b	not_started	unknown
bib-list-236a-b	List 236a+b	List 236a+b	not_started	unknown
bib-list-237	List-237	List-237 | List 237	not_started	unknown
bib-list-238	List 238	List 238	not_started	unknown
bib-list-24	List-24,	List-24, | List 24	not_started	unknown
bib-list-241	List-241	List-241 | List 241	not_started	unknown
bib-list-242	List 242	List 242	not_started	unknown
bib-list-243	List 243	List 243	not_started	unknown
bib-list-244	List 244	List 244	not_started	unknown
bib-list-245	List-245	List-245	not_started	unknown
bib-list-246	List 246	List 246	not_started	unknown
bib-list-247	List-247	List-247 | List 247	not_started	unknown
bib-list-248	List 248	List 248	not_started	unknown
bib-list-248-bed-b-600-1	List-248 BED B 600-1	List-248 BED B 600-1	not_started	unknown
bib-list-249	List-249	List-249 | List 249	not_started	unknown
bib-list-253	List 253	List 253	not_started	unknown
bib-list-254	List-254,	List-254, | List 254	not_started	unknown
bib-list-255	List-255	List-255 | List 255	not_started	unknown
bib-list-256	List-256	List-256 | List 256	not_started	unknown
bib-list-257	List-257	List-257 | List 257	not_started	unknown
bib-list-258	List 258	List 258	not_started	unknown
bib-list-258-rev	List 258 (rev.)	List 258 (rev.)	not_started	unknown
bib-list-259	List-259	List-259 | List 259	not_started	unknown
bib-list-260	List-260	List-260	not_started	unknown
bib-list-260-261	List 260-261	List 260-261	not_started	unknown
bib-list-261	List-261	List-261	not_started	unknown
bib-list-262	List-262	List-262 | List 262	not_started	unknown
bib-list-262-263	List 262-263	List 262-263	not_started	unknown
bib-list-263	List-263,	List-263,	not_started	unknown
bib-list-264-a	List-264/a	List-264/a	not_started	unknown
bib-list-264-b	List-264/b	List-264/b	not_started	unknown
bib-list-264a	List 264a	List 264a	not_started	unknown
bib-list-266-a	List-266/a	List-266/a	not_started	unknown
bib-list-266-b	List-266/b	List-266/b	not_started	unknown
bib-list-267	List 267	List 267	not_started	unknown
bib-list-269	List-269	List-269	not_started	unknown
bib-list-27	List 27	List 27	not_started	unknown
bib-list-270	List-270	List-270	not_started	unknown
bib-list-270a-b	List 270a+b	List 270a+b	not_started	unknown
bib-list-271	List 271	List 271	not_started	unknown
bib-list-271a-b	List 271a+b	List 271a+b	not_started	unknown
bib-list-272	List-272	List-272 | List 272	not_started	unknown
bib-list-273-a	List-273/a	List-273/a | List 273(a)	not_started	unknown
bib-list-273-b	List-273/b	List-273/b | List 273(b)	not_started	unknown
bib-list-274	List-274	List-274	not_started	unknown
bib-list-276-a	List-276/a	List-276/a	not_started	unknown
bib-list-276-b	List-276/b	List-276/b	not_started	unknown
bib-list-278-a	List-278/a	List-278/a	not_started	unknown
bib-list-278-b	List 278/b	List 278/b	not_started	unknown
bib-list-278b	List 278b (?)	List 278b (?)	not_started	unknown
bib-list-280	List-280	List-280	not_started	unknown
bib-list-281	List-281	List-281	not_started	unknown
bib-list-282	List-282	List-282	not_started	unknown
bib-list-283	List-283	List-283	not_started	unknown
bib-list-284	List-284	List-284 | List 284	not_started	unknown
bib-list-285	List 285	List 285 | List-285,	not_started	unknown
bib-list-286	List-286	List-286	not_started	unknown
bib-list-287	List 287	List 287	not_started	unknown
bib-list-288	List 288	List 288	not_started	unknown
bib-list-289	List-289	List-289	not_started	unknown
bib-list-290	List-290	List-290 | List 290	not_started	unknown
bib-list-291	List-291	List-291 | List 291	not_started	unknown
bib-list-292	List-292	List-292 | List 292	not_started	unknown
bib-list-293-1352	List-293 & 1352	List-293 & 1352	not_started	unknown
bib-list-295	List-295	List-295 | List 295	not_started	unknown
bib-list-296	List-296	List-296	not_started	unknown
bib-list-30	List 30	List 30	not_started	unknown
bib-list-30-bed-b-447-1	List-30 BED B 447-1	List-30 BED B 447-1	not_started	unknown
bib-list-302	List-302	List-302 | List 302	not_started	unknown
bib-list-303-a	List-303/a	List-303/a	not_started	unknown
bib-list-303-a-b	List 303 a+b	List 303 a+b	not_started	unknown
bib-list-303-b	List-303/b	List-303/b	not_started	unknown
bib-list-305	List-305	List-305 | List 305	not_started	unknown
bib-list-306	List 306	List 306	not_started	unknown
bib-list-306-a	List-306/a	List-306/a	not_started	unknown
bib-list-306-b	List-306/b	List-306/b	not_started	unknown
bib-list-307-a	List-307/a	List-307/a	not_started	unknown
bib-list-307-b	List-307/b	List-307/b	not_started	unknown
bib-list-307a-b	List 307a+b	List 307a+b	not_started	unknown
bib-list-308	List-308	List-308 | List 308	not_started	unknown
bib-list-309	List-309	List-309	not_started	unknown
bib-list-31	List 31	List 31	not_started	unknown
bib-list-310	List-310	List-310	not_started	unknown
bib-list-311	List-311	List-311	not_started	unknown
bib-list-313	List-313,	List-313,	not_started	unknown
bib-list-314-a	List 314/a	List 314/a	not_started	unknown
bib-list-314-b	List 314/b	List 314/b	not_started	unknown
bib-list-314a-b	List 314a+b	List 314a+b	not_started	unknown
bib-list-32	List 32	List 32	not_started	unknown
bib-list-32-bed-b-562-4	List-32 BED B 562-4	List-32 BED B 562-4	not_started	unknown
bib-list-322	List-322	List-322	not_started	unknown
bib-list-323	List 323	List 323	not_started	unknown
bib-list-325	List-325	List-325	not_started	unknown
bib-list-326	List-326	List-326	not_started	unknown
bib-list-327	List-327	List-327	not_started	unknown
bib-list-328	List 328	List 328	not_started	unknown
bib-list-329	List-329	List-329 | List 329	not_started	unknown
bib-list-330	List-330	List-330 | List 330	not_started	unknown
bib-list-331	List-331	List-331 | List 331	not_started	unknown
bib-list-332-a	List-332/a	List-332/a	not_started	unknown
bib-list-332-b	List-332/b	List-332/b	not_started	unknown
bib-list-332b	List 332b	List 332b	not_started	unknown
bib-list-333	List-333	List-333 | List 333	not_started	unknown
bib-list-334	List-334	List-334 | List 334	not_started	unknown
bib-list-335	List-335,	List-335, | List 335	not_started	unknown
bib-list-339	List 339	List 339	not_started	unknown
bib-list-340	List 340	List 340	not_started	unknown
bib-list-342	List-342	List-342	not_started	unknown
bib-list-343	List-343	List-343 | List 343	not_started	unknown
bib-list-344-a	List-344/a	List-344/a	not_started	unknown
bib-list-344-b	List-344/b	List-344/b	not_started	unknown
bib-list-344a	List 344a	List 344a	not_started	unknown
bib-list-345	List-345	List-345	not_started	unknown
bib-list-346	List 346	List 346	not_started	unknown
bib-list-346-a-bed-b-429-1	List-346/a BED B 429-1	List-346/a BED B 429-1	not_started	unknown
bib-list-349	List-349	List-349	not_started	unknown
bib-list-350	List-350	List-350	not_started	unknown
bib-list-351	List-351	List-351 | List 351	not_started	unknown
bib-list-352	List-352	List-352	not_started	unknown
bib-list-353	List-353	List-353	not_started	unknown
bib-list-353-b	List-353/b	List-353/b	not_started	unknown
bib-list-354-a	List-354/a	List-354/a	not_started	unknown
bib-list-354-b	List-354/b	List-354/b	not_started	unknown
bib-list-355	List-355	List-355	not_started	unknown
bib-list-357-a-358-a	List-357/a & 358/a	List-357/a & 358/a	not_started	unknown
bib-list-357-b-358-b	List-357/b & 358/b	List-357/b & 358/b	not_started	unknown
bib-list-359	List-359	List-359	not_started	unknown
bib-list-362	List-362	List-362	not_started	unknown
bib-list-363-b	List-363/b	List-363/b	not_started	unknown
bib-list-363b	List 363b	List 363b	not_started	unknown
bib-list-364	List-364	List-364	not_started	unknown
bib-list-365	List-365	List-365	not_started	unknown
bib-list-368	List-368,	List-368, | List 368	not_started	unknown
bib-list-368-a	List-368/a	List-368/a	not_started	unknown
bib-list-369	List-369	List-369	not_started	unknown
bib-list-370	List-370	List-370	not_started	unknown
bib-list-373-a	List-373/a	List-373/a	not_started	unknown
bib-list-374	List-374	List-374	not_started	unknown
bib-list-376	List-376	List-376	not_started	unknown
bib-list-378-a	List-378/a	List-378/a	not_started	unknown
bib-list-378-b	List-378/b	List-378/b	not_started	unknown
bib-list-378-c	List-378/c	List-378/c	not_started	unknown
bib-list-378-d	List-378/d	List-378/d	not_started	unknown
bib-list-379	List-379	List-379	not_started	unknown
bib-list-380-b	List-380/b	List-380/b	not_started	unknown
bib-list-380b	List 380b	List 380b	not_started	unknown
bib-list-383-a	List-383/a	List-383/a	not_started	unknown
bib-list-384-b	List-384/b	List-384/b	not_started	unknown
bib-list-386	List-386	List-386	not_started	unknown
bib-list-387	List-387	List-387	not_started	unknown
bib-list-389	List-389	List-389	not_started	unknown
bib-list-391	List-391	List-391	not_started	unknown
bib-list-392-a	List-392/a	List-392/a	not_started	unknown
bib-list-392-b	List-392/b	List-392/b	not_started	unknown
bib-list-393	List-393	List-393	not_started	unknown
bib-list-394	List-394	List-394	not_started	unknown
bib-list-396	List-396	List-396	not_started	unknown
bib-list-397	List-397	List-397	not_started	unknown
bib-list-400-a-a	List-400/a/a	List-400/a/a	not_started	unknown
bib-list-404-a	List 404/a	List 404/a	not_started	unknown
bib-list-404-b	List-404/b	List-404/b	not_started	unknown
bib-list-405	List-405	List-405	not_started	unknown
bib-list-406	List 406	List 406	not_started	unknown
bib-list-407	List-407	List-407	not_started	unknown
bib-list-408	List-408	List-408	not_started	unknown
bib-list-409-a	List-409/a	List-409/a	not_started	unknown
bib-list-409-b	List-409/b	List-409/b	not_started	unknown
bib-list-410-a	List-410/a	List-410/a	not_started	unknown
bib-list-410-b	List-410/b	List-410/b	not_started	unknown
bib-list-411	List-411	List-411	not_started	unknown
bib-list-412	List-412	List-412	not_started	unknown
bib-list-417	List-417	List-417	not_started	unknown
bib-list-418	List-418	List-418	not_started	unknown
bib-list-422	List-422	List-422	not_started	unknown
bib-list-428	List-428	List-428	not_started	unknown
bib-list-431	List-431	List-431	not_started	unknown
bib-list-434	List-434	List-434	not_started	unknown
bib-list-435	List-435	List-435	not_started	unknown
bib-list-437	List-437	List-437	not_started	unknown
bib-list-438	List-438	List-438	not_started	unknown
bib-list-443-437	List-443, 437	List-443, 437	not_started	unknown
bib-list-448-bed-b-622-6	List-448 BED B 622-6	List-448 BED B 622-6	not_started	unknown
bib-list-451	List-451	List-451	not_started	unknown
bib-list-452	List-452	List-452	not_started	unknown
bib-list-457	List-457	List-457	not_started	unknown
bib-list-458	List-458	List-458	not_started	unknown
bib-list-46	List 46	List 46	not_started	unknown
bib-list-46-a-bed-b-467-1	List 46/a BED B 467-1	List 46/a BED B 467-1	not_started	unknown
bib-list-464	List-464	List-464	not_started	unknown
bib-list-465-a	List-465/a	List-465/a	not_started	unknown
bib-list-465a	List 465a	List 465a	not_started	unknown
bib-list-467	List-467	List-467	not_started	unknown
bib-list-477	List-477	List-477	not_started	unknown
bib-list-478	List-478	List-478	not_started	unknown
bib-list-479	List 479	List 479	not_started	unknown
bib-list-48	List 48	List 48	not_started	unknown
bib-list-48-bed-b-468-1	List-48 BED B 468-1	List-48 BED B 468-1	not_started	unknown
bib-list-480	List-480	List-480	not_started	unknown
bib-list-482	List-482	List-482	not_started	unknown
bib-list-483	List-483	List-483	not_started	unknown
bib-list-486	List 486	List 486	not_started	unknown
bib-list-487	List 487	List 487	not_started	unknown
bib-list-488	List-488	List-488	not_started	unknown
bib-list-489	List-489	List-489	not_started	unknown
bib-list-49	List 49	List 49	not_started	unknown
bib-list-49-bed-b-469-1	List-49 BED B 469-1	List-49 BED B 469-1	not_started	unknown
bib-list-490	List-490	List-490	not_started	unknown
bib-list-492	List-492	List-492	not_started	unknown
bib-list-493	List-493	List-493	not_started	unknown
bib-list-494	List-494	List-494	not_started	unknown
bib-list-497	List-497	List-497	not_started	unknown
bib-list-498	List-498,	List-498,	not_started	unknown
bib-list-499	List-499	List-499	not_started	unknown
bib-list-50-a-b	List 50 a+b	List 50 a+b	not_started	unknown
bib-list-50-a-bed-b-472-1	List-50/a BED B 472-1	List-50/a BED B 472-1	not_started	unknown
bib-list-503	List-503,	List-503,	not_started	unknown
bib-list-504-b	List-504/b	List-504/b	not_started	unknown
bib-list-506	List-506	List-506	not_started	unknown
bib-list-507	List-507	List-507	not_started	unknown
bib-list-51	List-51	List-51	not_started	unknown
bib-list-51-52	List 51+52	List 51+52	not_started	unknown
bib-list-512	List 512	List 512	not_started	unknown
bib-list-515	List-515	List-515	not_started	unknown
bib-list-516	List-516,	List-516, | List 516	not_started	unknown
bib-list-517-a	List-517/a,	List-517/a,	not_started	unknown
bib-list-517-b	List-517/b,	List-517/b,	not_started	unknown
bib-list-52	List 52	List 52 | List-52	not_started	unknown
bib-list-523	List-523,	List-523,	not_started	unknown
bib-list-524-a	List-524/a	List-524/a	not_started	unknown
bib-list-524-b	List-524/b	List-524/b	not_started	unknown
bib-list-525-a-468-a	List-525/a--468/a	List-525/a--468/a	not_started	unknown
bib-list-530	List-530	List-530	not_started	unknown
bib-list-532-a	List-532/a	List-532/a	not_started	unknown
bib-list-533	List 533	List 533	not_started	unknown
bib-list-535	List-535	List-535	not_started	unknown
bib-list-535-b	List-535/b	List-535/b	not_started	unknown
bib-list-536-b	List 536/b	List 536/b	not_started	unknown
bib-list-538	List-538	List-538	not_started	unknown
bib-list-550	List-550	List-550	not_started	unknown
bib-list-56	List-56	List-56	not_started	unknown
bib-list-563-1436	List 563 & 1436	List 563 & 1436	not_started	unknown
bib-list-564-a	List-564/a	List-564/a	not_started	unknown
bib-list-564-b	List-564/b	List-564/b	not_started	unknown
bib-list-565-b	List-565/b,	List-565/b,	not_started	unknown
bib-list-569	List-569	List-569	not_started	unknown
bib-list-585	List-585	List-585	not_started	unknown
bib-list-598	List-598	List-598	not_started	unknown
bib-list-599	List-599	List-599	not_started	unknown
bib-list-622	List-622	List-622	not_started	unknown
bib-list-633-a	List-633/a	List-633/a	not_started	unknown
bib-list-634-a	List 634/a	List 634/a	not_started	unknown
bib-list-634-b	List-634/b	List-634/b	not_started	unknown
bib-list-634-c	List-634/c	List-634/c	not_started	unknown
bib-list-634-d	List 634/d	List 634/d	not_started	unknown
bib-list-638	List 638	List 638 | List-638	not_started	unknown
bib-list-66-a	List-66/a	List-66/a	not_started	unknown
bib-list-66-a-b	List 66 a+b	List 66 a+b	not_started	unknown
bib-list-66-b	List-66/b	List-66/b	not_started	unknown
bib-list-67-a	List 67/a	List 67/a	not_started	unknown
bib-list-67-b	List 67/b	List 67/b	not_started	unknown
bib-list-67b	List 67b	List 67b	not_started	unknown
bib-list-701-a	List-701/a	List-701/a	not_started	unknown
bib-list-701-b	List-701/b	List-701/b	not_started	unknown
bib-list-710	List 710	List 710	not_started	unknown
bib-list-72	List 72	List 72	not_started	unknown
bib-list-722	List 722	List 722	not_started	unknown
bib-list-73	List 73	List 73	not_started	unknown
bib-list-73-bed-b-513-3	List-73 BED B 513-3	List-73 BED B 513-3	not_started	unknown
bib-list-748	List 748	List 748	not_started	unknown
bib-list-75	List-75	List-75	not_started	unknown
bib-list-761	List-761	List-761	not_started	unknown
bib-list-772	List-772	List-772	not_started	unknown
bib-list-78	List 78	List 78	not_started	unknown
bib-list-80	List-80	List-80 | List 80	not_started	unknown
bib-list-804	List-804	List-804	not_started	unknown
bib-list-81-a	List-81/a	List-81/a	not_started	unknown
bib-list-81-b	List-81/b	List-81/b	not_started	unknown
bib-list-81a-b	List 81a+b	List 81a+b	not_started	unknown
bib-list-821	List-821	List-821	not_started	unknown
bib-list-875	List-875	List-875	not_started	unknown
bib-list-876	List-876	List-876	not_started	unknown
bib-list-890	List-890	List-890 | List 890	not_started	unknown
bib-list-90	List-90	List-90 | List 90	not_started	unknown
bib-list-91	List 91	List 91	not_started	unknown
bib-list-91-bed-b-534-2	List-91 BED B 534-2	List-91 BED B 534-2	not_started	unknown
bib-list-92-a	List-92/a	List-92/a	not_started	unknown
bib-list-92-b	List-92/b	List-92/b	not_started	unknown
bib-list-92a	List 92a	List 92a	not_started	unknown
bib-list-92b	List 92b	List 92b	not_started	unknown
bib-list-939	List-939	List-939	not_started	unknown
bib-list-943	List-943	List-943	not_started	unknown
bib-list-944	List-944	List-944	not_started	unknown
bib-list-958	List-958	List-958	not_started	unknown
bib-list-963	List 963	List 963	not_started	unknown
bib-list-97	List 97	List 97	not_started	unknown
bib-list-97-bed-b-547-2	List-97 BED B 547-2	List-97 BED B 547-2	not_started	unknown
bib-list-982	List-982,	List-982,	not_started	unknown
bib-list-xx	List <xx>	List <xx>	not_started	unknown
bib-lubeigt-pagan-p-339	Lubeigt, Pagan, p. 339	Lubeigt, Pagan, p. 339	not_started	unknown
bib-luce-2829	Luce 2829	Luce 2829	not_started	unknown
bib-luce-c-570	Luce C 570	Luce C 570	not_started	unknown
bib-luce-d-809	Luce D 809	Luce D 809	not_started	unknown
bib-luce-files-g-1763	Luce files G 1763	Luce files G 1763	not_started	unknown
bib-luce-g-1899	Luce G 1899	Luce G 1899	not_started	unknown
bib-luce-g-1964	Luce G 1964	Luce G 1964	not_started	unknown
bib-luce-j-2665	Luce J 2665	Luce J 2665	not_started	unknown
bib-luce-j-2667	Luce J 2667	Luce J 2667	not_started	unknown
bib-luce-j-2672	Luce J 2672	Luce J 2672	not_started	unknown
bib-luce-j-2675	Luce J 2675	Luce J 2675	not_started	unknown
bib-luce-myanmar-s-debt-jbrs-1932-p-125	Luce, Myanmar's Debt, JBRS 1932, p. 125	Luce, Myanmar's Debt, JBRS 1932, p. 125	not_started	unknown
bib-luce-obep-1-p-117-25	Luce, OBEP 1, p. 117-25	Luce, OBEP 1, p. 117-25	not_started	unknown
bib-luce-obep-p-109	Luce, OBEP, p. 109	Luce, OBEP, p. 109	not_started	unknown
bib-luce-prayers-jbrs-1936-p-135	Luce, Prayers, JBRS 1936, p. 135	Luce, Prayers, JBRS 1936, p. 135	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-1-2	Luce/ U Pe Maung Tin, BBHC 1 (2)	Luce/ U Pe Maung Tin, BBHC 1 (2)	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-1-2-1960-p-231-7	Luce/U Pe Maung Tin, BBHC 1 (2), 1960, p. 231-7	Luce/U Pe Maung Tin, BBHC 1 (2), 1960, p. 231-7	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-118	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 118	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 118	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-62	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 62	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 62	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-65	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 65	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 65	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-69	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 69	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 69	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-72	Luce/ U Pe Maung Tin, BBHC 3, 1963, p. 72	Luce/ U Pe Maung Tin, BBHC 3, 1963, p. 72	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-74	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 74	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 74	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-80	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 80	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 80	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-88	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 88	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 88	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-91	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 91	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 91	not_started	unknown
bib-luce-u-pe-maung-tin-bbhc-3-1963-p-96	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 96	Luce/U Pe Maung Tin, BBHC 3, 1963, p. 96	not_started	unknown
bib-luce-u-pe-maung-tin-jbrs-10-2-1920-p-67-74-and-corrected-dat	Luce/U Pe Maung Tin, JBRS 10 (2), 1920, p. 67-74 (and corrected date in JBRS 22 	Luce/U Pe Maung Tin, JBRS 10 (2), 1920, p. 67-74 (and corrected date in JBRS 22 (3), 1932, p. 151), Luce/U Pe Maung Tin, BBHC 1 (1), 1960, p. 1-28	not_started	unknown
bib-luce-u-tin-htway-15th-century-library	Luce/U Tin Htway, “15th Century Library”	Luce/U Tin Htway, “15th Century Library”	not_started	unknown
bib-mm-1-no-13-p-117	MM 1, no. 13, p. 117	MM 1, no. 13, p. 117	not_started	unknown
bib-mm-1-no-15-p-136	MM 1, no. 15, p. 136	MM 1, no. 15, p. 136	not_started	unknown
bib-mm-1-no-16-p-140	MM 1, no. 16, p. 140	MM 1, no. 16, p. 140	not_started	unknown
bib-mm-1-no-34-p-306-b-2-p-804	MM 1, no. 34, p. 306 (= B 2, p. 804 ?)	MM 1, no. 34, p. 306 (= B 2, p. 804 ?)	not_started	unknown
bib-mm-2-no-1-p-1	MM 2, no. 1, p. 1	MM 2, no. 1, p. 1	not_started	unknown
bib-mm-2-no-36-p-144	MM 2, no. 36, p. 144	MM 2, no. 36, p. 144	not_started	unknown
bib-mm-2-no-4-p-8	MM 2, no. 4, p. 8	MM 2, no. 4, p. 8	not_started	unknown
bib-mm-2-nos-38-39	MM 2, nos. 38-39	MM 2, nos. 38-39	not_started	unknown
bib-mm-2-nos-42-43-p-168-172	MM 2, nos. 42-43, p. 168-172	MM 2, nos. 42-43, p. 168-172	not_started	unknown
bib-mm-3-no-31-p-133	MM 3, no. 31, p. 133	MM 3, no. 31, p. 133	not_started	unknown
bib-mm-3-no-37-38-p-155-160	MM 3, no. 37-38, p. 155-160	MM 3, no. 37-38, p. 155-160	not_started	unknown
bib-mm-3-no-39-p-166	MM 3, no. 39, p. 166	MM 3, no. 39, p. 166	not_started	unknown
bib-mm-3-no-40-p-170	MM 3, no. 40, p. 170	MM 3, no. 40, p. 170	not_started	unknown
bib-mm-3-no-41-p-172-2nd-and-3rd-inscr	MM 3, no. 41, p. 172 (2nd and 3rd inscr.)	MM 3, no. 41, p. 172 (2nd and 3rd inscr.)	not_started	unknown
bib-mm-3-no-42-p-175	MM 3, no. 42, p. 175	MM 3, no. 42, p. 175	not_started	unknown
bib-mm-3-no-43-p-183	MM 3, no. 43, p. 183	MM 3, no. 43, p. 183	not_started	unknown
bib-mm-3-no-44-p-189	MM 3, no. 44, p. 189	MM 3, no. 44, p. 189	not_started	unknown
bib-mm-3-p-90-not-in-list	MM 3, p. 90 (not in List)	MM 3, p. 90 (not in List)	not_started	unknown
bib-mm-3-p-93-which-has-vattala-kapuil-as-donor-and-list-149	MM 3, p. 93 (which has Vattalaṅkapuil as donor) and List 149	MM 3, p. 93 (which has Vattalaṅkapuil as donor) and List 149	not_started	unknown
bib-mm-4-no-40-p-1186-third-inscr	MM 4, no. 40, p. 1186 (third inscr.)	MM 4, no. 40, p. 1186 (third inscr.)	not_started	unknown
bib-mm-4-no-40-p-186-first-part	MM 4, no. 40, p. 186 (first part)	MM 4, no. 40, p. 186 (first part)	not_started	unknown
bib-mm-4-no-58-p-253	MM 4, no. 58, p. 253	MM 4, no. 58, p. 253	not_started	unknown
bib-mm-4-no-64-p-275-dated-cs-660-1398	MM 4, no. 64, p. 275 (dated CS 660/1398)	MM 4, no. 64, p. 275 (dated CS 660/1398)	not_started	unknown
bib-mp-1-no-1-p-1	MP 1, no. 1, p. 1	MP 1, no. 1, p. 1	not_started	unknown
bib-mp-1-p-139	MP 1, p. 139	MP 1, p. 139	not_started	unknown
bib-mp-1-p-159	MP 1, p. 159	MP 1, p. 159	not_started	unknown
bib-mp-1-p-17	MP 1, p. 17	MP 1, p. 17	not_started	unknown
bib-mp-1-p-21	MP 1, p. 21	MP 1, p. 21	not_started	unknown
bib-mp-1-p-25	MP 1, p. 25	MP 1, p. 25	not_started	unknown
bib-mp-1-p-29	MP 1, p. 29	MP 1, p. 29	not_started	unknown
bib-mp-1-p-45	MP 1, p. 45	MP 1, p. 45	not_started	unknown
bib-mp-1-p-49	MP 1, p. 49	MP 1, p. 49	not_started	unknown
bib-mp-1-p-5	MP 1, p. 5	MP 1, p. 5	not_started	unknown
bib-mp-1-p-53	MP 1, p. 53	MP 1, p. 53	not_started	unknown
bib-mp-1-p-57	MP 1, p. 57	MP 1, p. 57	not_started	unknown
bib-mp-1-p-61-65	MP 1, p. 61-65	MP 1, p. 61-65	not_started	unknown
bib-mp-1-p-77	MP 1, p. 77	MP 1, p. 77	not_started	unknown
bib-mp-1-p-81	MP 1, p. 81	MP 1, p. 81	not_started	unknown
bib-mp-1-p-97	MP 1, p. 97	MP 1, p. 97	not_started	unknown
bib-mp-2-p-159	MP 2, p. 159	MP 2, p. 159	not_started	unknown
bib-mp-2-p-61	MP 2, p. 61	MP 2, p. 61	not_started	unknown
bib-mp-2-p-65	MP 2, p. 65	MP 2, p. 65	not_started	unknown
bib-mp-p-107	MP, p. 107	MP, p. 107	not_started	unknown
bib-mp-p-13	MP, p. 13	MP, p. 13	not_started	unknown
bib-mp-p-151	MP, p. 151	MP, p. 151	not_started	unknown
bib-mp-p-155	MP, p. 155	MP, p. 155	not_started	unknown
bib-mp-p-163	MP, p. 163	MP, p. 163	not_started	unknown
bib-mp-p-93	MP, p. 93	MP, p. 93	not_started	unknown
bib-myaketu-nandhale-hmattan-p-29-30	Myaketu, Nandhale Hmattan, p. 29-30	Myaketu, Nandhale Hmattan, p. 29-30	not_started	unknown
bib-nce-list-216	NCE List 216	NCE List 216	not_started	unknown
bib-not-in-u-min-hswe	(not in U Min Hswe)	(not in U Min Hswe)	not_started	unknown
bib-obi-1-p-1-and-obi1-p-4	OBI 1, p. 1 and OBI1,p.4	OBI 1, p. 1 and OBI1,p.4	not_started	unknown
bib-obi-1-p-100	OBI 1, p. 100	OBI 1, p. 100	not_started	unknown
bib-obi-1-p-102	OBI 1, p. 102	OBI 1, p. 102	not_started	unknown
bib-obi-1-p-105	OBI 1, p. 105	OBI 1, p. 105	not_started	unknown
bib-obi-1-p-106	OBI 1, p. 106	OBI 1, p. 106	not_started	unknown
bib-obi-1-p-107	OBI 1, p. 107	OBI 1, p. 107	not_started	unknown
bib-obi-1-p-108	OBI 1, p. 108	OBI 1, p. 108	not_started	unknown
bib-obi-1-p-11	OBI 1, p. 11	OBI 1, p. 11	not_started	unknown
bib-obi-1-p-111	OBI 1, p. 111	OBI 1, p. 111	not_started	unknown
bib-obi-1-p-112	OBI 1, p. 112	OBI 1, p. 112	not_started	unknown
bib-obi-1-p-116	OBI 1, p. 116	OBI 1, p. 116	not_started	unknown
