family_id	raw_reference_string	occurrence_count	example_record_ids	notes
fam-raw-ba-117	BA-117	1	obi-v03-n0173-ob-p0293	No stronger conservative family signal was detected.
fam-raw-ba-118	BA-118	1	obi-v03-n0173-re-p0295	No stronger conservative family signal was detected.
fam-raw-ba-121	BA-121	1	obi-v03-n0072-re-p0119	No stronger conservative family signal was detected.
fam-raw-ba-122	BA-122	1	obi-v03-n0075-ob-p0123	No stronger conservative family signal was detected.
fam-raw-ba-124	BA-124	1	obi-v03-n0080-ob-p0135	No stronger conservative family signal was detected.
fam-raw-ba-125	BA-125	1	obi-v03-n0082-ob-p0138	No stronger conservative family signal was detected.
fam-raw-ba-127	BA-127	1	obi-v01-n0040-ob-p0064	No stronger conservative family signal was detected.
fam-raw-ba-128	BA-128	1	obi-v01-n0040-ob-p0064	No stronger conservative family signal was detected.
fam-raw-ba-130	BA-130	1	obi-v03-n0109-ob-p0187	No stronger conservative family signal was detected.
fam-raw-ba-133	BA-133	1	obi-v03-n0090-ob-p0160	No stronger conservative family signal was detected.
fam-raw-ba-135	BA 135	1	obi-v03-n0097-ob-p0172	No stronger conservative family signal was detected.
fam-raw-ba-137-138	BA-137-138	1	obi-v03-n0103-ob-p0179	No stronger conservative family signal was detected.
fam-raw-ba-139-140	BA-139-140	1	obi-v03-n0107-ob-p0185	No stronger conservative family signal was detected.
fam-raw-ba-141	BA-141	1	obi-v04-n0011-re-p0015	No stronger conservative family signal was detected.
fam-raw-ba-142	BA-142	1	obi-v03-n0116-ob-p0196	No stronger conservative family signal was detected.
fam-raw-ba-143-144	BA-143-144	1	obi-v02-n0103-ob-p0196	No stronger conservative family signal was detected.
fam-raw-ba-145	BA-145	1	obi-v03-n0095-re-p0170	No stronger conservative family signal was detected.
fam-raw-ba-146	BA-146	1	obi-v03-n0113-ob-p0193	No stronger conservative family signal was detected.
fam-raw-ba-147	BA-147	1	obi-v03-n0121-ob-p0205	No stronger conservative family signal was detected.
fam-raw-ba-149	BA-149	1	obi-v03-n0125-ob-p0214	No stronger conservative family signal was detected.
fam-raw-ba-150	BA-150	1	obi-v03-n0128-ob-p0218	No stronger conservative family signal was detected.
fam-raw-ba-151-152	BA-151-152	1	obi-v03-n0132-ob-p0225	No stronger conservative family signal was detected.
fam-raw-ba-153	BA-153	1	obi-v03-n0138-ob-p0235	No stronger conservative family signal was detected.
fam-raw-ba-154	BA-154	1	obi-v03-n0137-ob-p0234	No stronger conservative family signal was detected.
fam-raw-ba-156	BA-156	1	obi-v03-n0142-ob-p0240	No stronger conservative family signal was detected.
fam-raw-ba-16	BA-16	1	obi-v01-n0193-ob-p0328	No stronger conservative family signal was detected.
fam-raw-ba-162	BA-162	1	obi-v04-n0064-ob-p0097	No stronger conservative family signal was detected.
fam-raw-ba-164	BA-164	1	obi-v04-n0042-re-p0071	No stronger conservative family signal was detected.
fam-raw-ba-165	BA-165	1	obi-v03-n0150-ob-p0252	No stronger conservative family signal was detected.
fam-raw-ba-166-167	BA-166-167	1	obi-v03-n0154-ob-p0257	No stronger conservative family signal was detected.
fam-raw-ba-168	BA-168	1	obi-v03-n0197-ob-p0320	No stronger conservative family signal was detected.
fam-raw-ba-169	BA-169	1	obi-v03-n0093-ob-p0168	No stronger conservative family signal was detected.
fam-raw-ba-170	BA-170	1	obi-v03-n0157-ob-p0260	No stronger conservative family signal was detected.
fam-raw-ba-174	BA-174	1	obi-v02-n0114-ob-p0211	No stronger conservative family signal was detected.
fam-raw-ba-177	BA-177	1	obi-v03-n0174-ob-p0296	No stronger conservative family signal was detected.
fam-raw-ba-179	BA-179	1	obi-v03-n0178-ob-p0299	No stronger conservative family signal was detected.
fam-raw-ba-18	BA-18	1	obi-v01-n0194-ob-p0329	No stronger conservative family signal was detected.
fam-raw-ba-183	BA-183	1	obi-v03-n0184-ob-p0306	No stronger conservative family signal was detected.
fam-raw-ba-184	BA-184	1	obi-v03-n0194-ob-p0317	No stronger conservative family signal was detected.
fam-raw-ba-185	BA-185	1	obi-v03-n0202-ob-p0330	No stronger conservative family signal was detected.
fam-raw-ba-186	BA-186	1	obi-v03-n0211-ob-p0342	No stronger conservative family signal was detected.
fam-raw-ba-187	BA-187	1	obi-v03-n0214-ob-p0347	No stronger conservative family signal was detected.
fam-raw-ba-188	BA-188	1	obi-v03-n0216-ob-p0351	No stronger conservative family signal was detected.
fam-raw-ba-189	BA-189	1	obi-v03-n0222-ob-p0357	No stronger conservative family signal was detected.
fam-raw-ba-19	BA-19	1	obi-v01-n0195-ob-p0331	No stronger conservative family signal was detected.
fam-raw-ba-190	BA-190	1	obi-v03-n0223-ob-p0358	No stronger conservative family signal was detected.
fam-raw-ba-191	BA-191	1	obi-v03-n0224-ob-p0359	No stronger conservative family signal was detected.
fam-raw-ba-192	BA-192	1	obi-v03-n0226-ob-p0363	No stronger conservative family signal was detected.
fam-raw-ba-193	BA-193	1	obi-v04-n0048-ob-p0077	No stronger conservative family signal was detected.
fam-raw-ba-194	BA-194,	1	obi-v04-n0008-ob-p0012	No stronger conservative family signal was detected.
fam-raw-ba-195	BA-195,	1	obi-v04-n0015-ob-p0019	No stronger conservative family signal was detected.
fam-raw-ba-197	BA-197	1	obi-v04-n0021-ob-p0028	No stronger conservative family signal was detected.
fam-raw-ba-198-199	BA-198-199	1	obi-v04-n0035-ob-p0056	No stronger conservative family signal was detected.
fam-raw-ba-200	BA-200	1	obi-v04-n0035-re-p0058	No stronger conservative family signal was detected.
fam-raw-ba-202	BA-202,	1	obi-v04-n0026-ob-p0040	No stronger conservative family signal was detected.
fam-raw-ba-209	BA-209	1	obi-v04-n0049-ob-p0079	No stronger conservative family signal was detected.
fam-raw-ba-215	BA-215	1	obi-v04-n0052-ob-p0082	No stronger conservative family signal was detected.
fam-raw-ba-217	BA-217	1	obi-v04-n0033-ob-p0054	No stronger conservative family signal was detected.
fam-raw-ba-225-226	BA-225-226	1	obi-v04-n0090-ob-p0144	No stronger conservative family signal was detected.
fam-raw-ba-228-582	BA-228 & 582	1	obi-v04-n0060-ob-p0092	No stronger conservative family signal was detected.
fam-raw-ba-229	BA-229	1	obi-v04-n0062-ob-p0095	No stronger conservative family signal was detected.
fam-raw-ba-244	BA-244	1	obi-v04-n0068-ob-p0108	No stronger conservative family signal was detected.
fam-raw-ba-254	BA-254	1	obi-v04-n0075-ob-p0118	No stronger conservative family signal was detected.
fam-raw-ba-27	BA-27	1	obi-v01-n0010-ob-p0026	No stronger conservative family signal was detected.
fam-raw-ba-270	BA-270	1	obi-v04-n0084-tx-p0130	No stronger conservative family signal was detected.
fam-raw-ba-271-272	BA-271-272	1	obi-v04-n0084-tx-p0132	No stronger conservative family signal was detected.
fam-raw-ba-273	BA-273	1	obi-v04-n0084-tx-p0133	No stronger conservative family signal was detected.
fam-raw-ba-274	BA-274	1	obi-v04-n0084-tx-p0131	No stronger conservative family signal was detected.
fam-raw-ba-28	BA-28	1	obi-v01-n0204-re-p0346	No stronger conservative family signal was detected.
fam-raw-ba-332	BA-332	1	obi-v03-n0203-tx-p0331	No stronger conservative family signal was detected.
fam-raw-ba-34	BA-34	1	obi-v01-n0023-ob-p0044	No stronger conservative family signal was detected.
fam-raw-ba-357	BA-357	1	obi-v04-n0087-ob-p0138	No stronger conservative family signal was detected.
fam-raw-ba-36	BA-36	1	obi-v01-n0031-ob-p0054	No stronger conservative family signal was detected.
fam-raw-ba-39	BA-39	1	obi-v01-n0212-ob-p0360	No stronger conservative family signal was detected.
fam-raw-ba-395	BA-395	1	obi-v05-n0005-tx-p0010	No stronger conservative family signal was detected.
fam-raw-ba-399	BA-399,	1	obi-v05-n0013-tx-p0050	No stronger conservative family signal was detected.
fam-raw-ba-41	BA-41	1	obi-v01-n0050-ob-p0081	No stronger conservative family signal was detected.
fam-raw-ba-419	BA-419	1	obi-v05-n0004-tx-p0008	No stronger conservative family signal was detected.
fam-raw-ba-42	BA-42	1	obi-v01-n0042-ob-p0069	No stronger conservative family signal was detected.
fam-raw-ba-428	BA-428,	1	obi-v05-n0037-tx-p0098	No stronger conservative family signal was detected.
fam-raw-ba-43	BA-43	1	obi-v01-n0216-ob-p0366	No stronger conservative family signal was detected.
fam-raw-ba-436-1-2-3-4-5	BA-436, 1-2-3-4-5-,	1	obi-v05-n0058-ob-p0133	No stronger conservative family signal was detected.
fam-raw-ba-437	BA-437	1	obi-v05-n0058-re-p0134	No stronger conservative family signal was detected.
fam-raw-ba-466	BA-466	1	obi-v02-n0140-ob-p0242	No stronger conservative family signal was detected.
fam-raw-ba-47	BA-47	1	obi-v01-n0217-ob-p0367	No stronger conservative family signal was detected.
fam-raw-ba-471	BA-471	1	obi-v02-n0141-re-p0244	No stronger conservative family signal was detected.
fam-raw-ba-472	BA-472	1	obi-v02-n0141-ob-p0243	No stronger conservative family signal was detected.
fam-raw-ba-474	BA-474	1	obi-v02-n0112-ob-p0209	No stronger conservative family signal was detected.
fam-raw-ba-487	BA-487	1	obi-v04-n0064-re-p0098	No stronger conservative family signal was detected.
fam-raw-ba-49	BA-49	1	obi-v01-n0137-ob-p0221	No stronger conservative family signal was detected.
fam-raw-ba-494	BA-494	1	obi-v02-n0134-ob-p0237	No stronger conservative family signal was detected.
fam-raw-ba-496	BA-496	1	obi-v03-n0143-ob-p0242	No stronger conservative family signal was detected.
fam-raw-ba-50	BA-50	1	obi-v01-n0139-ob-p0224	No stronger conservative family signal was detected.
fam-raw-ba-508	BA-508	1	obi-v02-n0086-ob-p0174	No stronger conservative family signal was detected.
fam-raw-ba-51	BA-51	1	obi-v01-n0048-ob-p0077	No stronger conservative family signal was detected.
fam-raw-ba-510	BA-510	1	obi-v02-n0086-re-p0175	No stronger conservative family signal was detected.
fam-raw-ba-52	BA-52	1	obi-v01-n0048-re-p0078	No stronger conservative family signal was detected.
fam-raw-ba-535	BA-535	1	obi-v02-n0142-ob-p0245	No stronger conservative family signal was detected.
fam-raw-ba-54	BA-54	1	obi-v02-n0031-ob-p0058	No stronger conservative family signal was detected.
fam-raw-ba-545	BA-545	1	obi-v04-n0072-re-p0113	No stronger conservative family signal was detected.
fam-raw-ba-546	BA-546	1	obi-v02-n0137-tx-p0240	No stronger conservative family signal was detected.
fam-raw-ba-55-56	BA-55 & 56	2	obi-v02-n0097-tx-p0188 | obi-v02-n0097-tx-p0189	No stronger conservative family signal was detected.
fam-raw-ba-554	BA-554	1	obi-v05-n0004-tx-p0008	No stronger conservative family signal was detected.
fam-raw-ba-57-539	BA-57 & 539	1	obi-v01-n0073-ob-p0117	No stronger conservative family signal was detected.
fam-raw-ba-574-227	BA-574-227	1	obi-v04-n0080-tx-p0124	No stronger conservative family signal was detected.
fam-raw-ba-58	BA-58	1	obi-v01-n0110-ob-p0183	No stronger conservative family signal was detected.
fam-raw-ba-583	BA-583	1	obi-v01-n0141-re-p0229	No stronger conservative family signal was detected.
fam-raw-ba-59	BA-59	1	obi-v01-n0102-ob-p0169	No stronger conservative family signal was detected.
fam-raw-ba-595	BA-595	1	obi-v02-n0138-tx-p0240	No stronger conservative family signal was detected.
fam-raw-ba-60	BA-60	1	obi-v01-n0101-ob-p0168	No stronger conservative family signal was detected.
fam-raw-ba-61	BA-61	1	obi-v01-n0118-ob-p0190	No stronger conservative family signal was detected.
fam-raw-ba-62	BA-62	1	obi-v01-n0223-ob-p0377	No stronger conservative family signal was detected.
fam-raw-ba-63	BA-63	1	obi-v01-n0224-ob-p0379	No stronger conservative family signal was detected.
fam-raw-ba-66	BA-66,	1	obi-v01-n0157-ob-p0263	No stronger conservative family signal was detected.
fam-raw-ba-67	BA-67	1	obi-v01-n0158-re-p0264	No stronger conservative family signal was detected.
fam-raw-ba-68	BA-68	1	obi-v01-n0173-ob-p0298	No stronger conservative family signal was detected.
fam-raw-ba-69	BA 69	1	obi-v01-n0180-ob-p0309	No stronger conservative family signal was detected.
fam-raw-ba-7	BA-7	1	obi-v01-n0189-ob-p0322	No stronger conservative family signal was detected.
fam-raw-ba-70	BA-70	1	obi-v01-n0175-ob-p0302	No stronger conservative family signal was detected.
fam-raw-ba-71	BA-71	1	obi-v01-n0225-ob-p0381	No stronger conservative family signal was detected.
fam-raw-ba-72	BA-72	1	obi-v03-n0070-re-p0115	No stronger conservative family signal was detected.
fam-raw-ba-75	BA-75	1	obi-v02-n0003-ob-p0004	No stronger conservative family signal was detected.
fam-raw-ba-79	BA-79	1	obi-v03-n0003-ob-p0003	No stronger conservative family signal was detected.
fam-raw-ba-80	BA-80	1	obi-v01-n0202-re-p0343	No stronger conservative family signal was detected.
fam-raw-ba-81	BA-81	1	obi-v02-n0030-ob-p0056	No stronger conservative family signal was detected.
fam-raw-ba-82	BA-82	1	obi-v04-n0045-re-p0074	No stronger conservative family signal was detected.
fam-raw-ba-83	BA-83	1	obi-v02-n0045-ob-p0083	No stronger conservative family signal was detected.
fam-raw-ba-85	BA-85	1	obi-v03-n0106-ob-p0184	No stronger conservative family signal was detected.
fam-raw-ba-86	BA-86	1	obi-v02-n0055-re-p0104	No stronger conservative family signal was detected.
fam-raw-ba-88	BA-88	1	obi-v04-n0107-ob-p0171	No stronger conservative family signal was detected.
fam-raw-ba-89	BA-89	1	obi-v02-n0075-ob-p0156	No stronger conservative family signal was detected.
fam-raw-ba-90	BA-90	1	obi-v03-n0035-ob-p0055	No stronger conservative family signal was detected.
fam-raw-ba-93	BA-93	1	obi-v02-n0076-ob-p0157	No stronger conservative family signal was detected.
fam-raw-ba-97-492	BA-97 & 492	1	obi-v03-n0017-ob-p0024	No stronger conservative family signal was detected.
fam-raw-ba-98	BA-98	1	obi-v03-n0091-ob-p0162	No stronger conservative family signal was detected.
fam-raw-ba-99	BA-99	1	obi-v03-n0091-re-p0164	No stronger conservative family signal was detected.
fam-raw-ba-bed-b-635-2	BA BED B 635-2	1	obi-v03-n0053-ob-p0085	No stronger conservative family signal was detected.
fam-raw-bed-a	BED A	1	obi-v01-n0082-re-p0127	No stronger conservative family signal was detected.
fam-raw-bm1-183-184	BM1-183-184	1	obi-v04-n0089-ob-p0140	No stronger conservative family signal was detected.
fam-raw-bm1-184	BM1-184	1	obi-v04-n0089-re-p0142	No stronger conservative family signal was detected.
fam-raw-bm1-245	BM1-245	1	obi-v05-n0021-ob-p0065	No stronger conservative family signal was detected.
fam-raw-bm1-250	BM1-250,	1	obi-v05-n0036-tx-p0090	No stronger conservative family signal was detected.
fam-raw-bm1-262-270	BM1-262+270	1	obi-v05-n0065-ob-p0140	No stronger conservative family signal was detected.
fam-raw-bm1-270-279	BM1-270 + 279	1	obi-v05-n0065-tx-p0151	No stronger conservative family signal was detected.
fam-raw-bm1-351-352	BM1-351-352	1	obi-v03-n0151-ob-p0253	No stronger conservative family signal was detected.
fam-raw-bm1-380	BM1-380	1	obi-v04-n0134-ob-p0220	No stronger conservative family signal was detected.
fam-raw-bm1-381	BM1-381	1	obi-v04-n0134-re-p0224	No stronger conservative family signal was detected.
fam-raw-bm1-420	BM1-420	1	obi-v01-n0219-ob-p0371	No stronger conservative family signal was detected.
fam-raw-bm1-72	BM1-72	1	obi-v01-n0191-ob-p0325	No stronger conservative family signal was detected.
fam-raw-bm1-80	BM1-80	1	obi-v04-n0143-re-p0245	No stronger conservative family signal was detected.
fam-raw-bm1184	BM1184	1	obi-v04-n0091-ob-p0146	No stronger conservative family signal was detected.
fam-raw-bm2-558	BM2 -558	1	obi-v04-n0100-ob-p0159	No stronger conservative family signal was detected.
fam-raw-bm2-760	BM2-760	1	obi-v01-n0219-ob-p0371	No stronger conservative family signal was detected.
fam-raw-bm2-768	BM2-768	1	obi-v01-n0022-ob-p0043	No stronger conservative family signal was detected.
fam-raw-bm2-830-838	BM2-830, 838	1	obi-v01-n0188-ob-p0321	No stronger conservative family signal was detected.
fam-raw-co-pies-list-225	co pies List 225	1	obi-v01-n0224-ob-p0379	No stronger conservative family signal was detected.
fam-raw-copies-list-212	copies: List 212	1	obi-v01-n0052-ob-p0083	No stronger conservative family signal was detected.
fam-raw-copies-list-217	copies List 217	1	obi-v01-n0138-ob-p0222	No stronger conservative family signal was detected.
fam-raw-copies-list-402-second-inscr	copies List 402 (second inscr.)	1	obi-v03-n0059-ob-p0095	No stronger conservative family signal was detected.
fam-raw-cp-a-first-part	cp. A, p. 17 (first part)	1	obi-v01-n0194-ob-p0329	No stronger conservative family signal was detected.
fam-raw-duroiselle-arasi-1912-hledaung-inscr	Duroiselle, ARASI 1912, p. 149-51 (Hledaung inscr.)	1	obi-v01-n0195-ob-p0331	No stronger conservative family signal was detected.
fam-raw-frasch-coastal-peripheries	Frasch, “Coastal Peripheries”, p. 74	1	obi-v03-n0034-ob-p0053	No stronger conservative family signal was detected.
fam-raw-frasch-mhrj-1998	Frasch, MHRJ 1998, p. 23-37	1	obi-v01-n0126-ob-p0205	No stronger conservative family signal was detected.
fam-raw-frasch-pagan	Frasch, Pagan, p. 102-103	1	obi-v01-n0019-ob-p0040	No stronger conservative family signal was detected.
fam-raw-hla-thamein-bagan-hket	Hla Thamein, Bagan-hket, p. 113	1	obi-v01-n0097-tx-p0151	No stronger conservative family signal was detected.
fam-raw-htupayon-2	Htupayon 2, p. 117	1	obi-v01-n0026-ob-p0046	No stronger conservative family signal was detected.
fam-raw-htupayon-2	Htupayon 2, p. 183	1	obi-v01-n0201-re-p0342	No stronger conservative family signal was detected.
fam-raw-htupayon1	Htupayon1 p.249,	1	obi-v06-n0036-tx-p0141	No stronger conservative family signal was detected.
fam-raw-in-situ	in situ	1	obi-v01-n0160-ob-p0267	No stronger conservative family signal was detected.
fam-raw-iob1-1-bed-b-493-1	IOB1-1 BED B 493-1	1	obi-v01-n0004-ob-p0011	No stronger conservative family signal was detected.
fam-raw-iob1-10-a-bed-b-552-1	IOB1-10/a BED B 552-1	1	obi-v01-n0029-ob-p0050	No stronger conservative family signal was detected.
fam-raw-iob1-10-b	IOB1-10/b	1	obi-v01-n0029-re-p0051	No stronger conservative family signal was detected.
fam-raw-iob1-100-a-bed-b-597-10	IOB1-100/a BED B 597-10	1	obi-v01-n0162-tx-p0272	No stronger conservative family signal was detected.
fam-raw-iob1-100-b-bed-b-599-2	IOB1-100/b BED B 599-2	1	obi-v01-n0176-tx-p0302	No stronger conservative family signal was detected.
fam-raw-iob1-101-bed-b-599-3	IOB1-101 BED B 599-3	1	obi-v01-n0178-tx-p0305	No stronger conservative family signal was detected.
fam-raw-iob1-102-bed-b-602-1	IOB1-102 BED B 602-1	1	obi-v02-n0077-ob-p0159	No stronger conservative family signal was detected.
fam-raw-iob1-103-bed-b-600-8	IOB1-103 BED B 600-8	1	obi-v01-n0181-ob-p0311	No stronger conservative family signal was detected.
fam-raw-iob1-104	IOB1-104	1	obi-v01-n0181-re-p0313	No stronger conservative family signal was detected.
fam-raw-iob1-105-a-bed-b-599-4	IOB1-105/a BED B 599-4	1	obi-v01-n0179-tx-p0306	No stronger conservative family signal was detected.
fam-raw-iob1-106-bed-b-509-1	IOB1-106 BED B 509-1	1	obi-v01-n0006-ob-p0020	No stronger conservative family signal was detected.
fam-raw-iob1-107	IOB1-107	1	obi-v01-n0006-re-p0021	No stronger conservative family signal was detected.
fam-raw-iob1-108-a-bed-b-567-6	IOB1-108/a BED B 567-6	1	obi-v01-n0053-ob-p0086	No stronger conservative family signal was detected.
fam-raw-iob1-108-b-bed-b-585-2	IOB1-108/b BED B 585-2	1	obi-v01-n0094-ob-p0141	No stronger conservative family signal was detected.
fam-raw-iob1-109-a-bed-b-598-7	IOB1-109/a BED B 598-7	1	obi-v01-n0171-ob-p0290	No stronger conservative family signal was detected.
fam-raw-iob1-109-b-bed-b-596-2	IOB1-109/b BED B 596-2	1	obi-v01-n0151-ob-p0255	No stronger conservative family signal was detected.
fam-raw-iob1-11-bed-b-553-1	IOB1-11 BED B 553-1	1	obi-v01-n0031-ob-p0054	No stronger conservative family signal was detected.
fam-raw-iob1-118-b-bed-b-579-1	IOB1-118/b BED B 579-1	1	obi-v01-n0074-ob-p0118	No stronger conservative family signal was detected.
fam-raw-iob1-12-bed-b-554-1	IOB1-12 BED B 554-1	1	obi-v01-n0032-ob-p0055	No stronger conservative family signal was detected.
fam-raw-iob1-14-bed-b-558-1	IOB1-14 BED B 558-1	1	obi-v01-n0034-re-p0056	No stronger conservative family signal was detected.
fam-raw-iob1-15	IOB1-15	1	obi-v01-n0038-ob-p0060	No stronger conservative family signal was detected.
fam-raw-iob1-16	IOB1-16	1	obi-v01-n0038-re-p0061	No stronger conservative family signal was detected.
fam-raw-iob1-17	IOB1-17	1	obi-v01-n0039-ob-p0062	No stronger conservative family signal was detected.
fam-raw-iob1-18	IOB1-18	1	obi-v01-n0039-re-p0063	No stronger conservative family signal was detected.
fam-raw-iob1-19-a-bed-b-560-1	IOB1-19/a, BED B 560-1	1	obi-v01-n0041-ob-p0065	No stronger conservative family signal was detected.
fam-raw-iob1-2	IOB1-2	1	obi-v01-n0004-re-p0015	No stronger conservative family signal was detected.
fam-raw-iob1-20-a	IOB1-20/a,	1	obi-v01-n0041-re-p0067	No stronger conservative family signal was detected.
fam-raw-iob1-21-bed-b-560-4	IOB1-21 BED B 560-4	1	obi-v01-n0042-ob-p0069	No stronger conservative family signal was detected.
fam-raw-iob1-22-bed-b-563-2	IOB1-22 BED B 563-2	1	obi-v01-n0044-ob-p0071	No stronger conservative family signal was detected.
fam-raw-iob1-23	IOB1-23	1	obi-v01-n0044-re-p0072	No stronger conservative family signal was detected.
fam-raw-iob1-24-bed-b-564-1	IOB1-24 BED B 564-1	1	obi-v01-n0045-ob-p0073	No stronger conservative family signal was detected.
fam-raw-iob1-25-bed-a	IOB1-25 BED A	1	obi-v02-n0080-re-p0165	No stronger conservative family signal was detected.
fam-raw-iob1-26-bed-b-600-7	IOB1-26 BED B 600-7	1	obi-v02-n0080-ob-p0164	No stronger conservative family signal was detected.
fam-raw-iob1-28-a-bed-b-568-1	IOB1-28/a BED B 568-1	1	obi-v01-n0048-ob-p0077	No stronger conservative family signal was detected.
fam-raw-iob1-28-b	IOB1-28/b	1	obi-v01-n0048-re-p0078	No stronger conservative family signal was detected.
fam-raw-iob1-29-bed-b-568-2	IOB1-29 BED B 568-2	1	obi-v01-n0050-ob-p0081	No stronger conservative family signal was detected.
fam-raw-iob1-3-bed-b-512-2	IOB1-3 BED B 512-2	1	obi-v01-n0010-ob-p0026	No stronger conservative family signal was detected.
fam-raw-iob1-3-bed-b-550-1	IOB1-3 BED B 550-1	1	obi-v01-n0027-ob-p0048	No stronger conservative family signal was detected.
fam-raw-iob1-31-bed-b-593-1	IOB1-31 BED B 593-1	1	obi-v01-n0052-ob-p0083	No stronger conservative family signal was detected.
fam-raw-iob1-32-33-bed-b-570-2	IOB1-32, 33 BED B 570-2	1	obi-v01-n0054-tx-p0089	No stronger conservative family signal was detected.
fam-raw-iob1-32-bed-b-570-1	IOB1-32 BED B 570-1	1	obi-v01-n0054-ob-p0086	No stronger conservative family signal was detected.
fam-raw-iob1-33	IOB1-33	1	obi-v01-n0054-re-p0087	No stronger conservative family signal was detected.
fam-raw-iob1-35	IOB1-35	1	obi-v01-n0059-re-p0095	No stronger conservative family signal was detected.
fam-raw-iob1-36-bed-b-574-1	IOB1-36 BED B 574-1	1	obi-v01-n0062-ob-p0097	No stronger conservative family signal was detected.
fam-raw-iob1-37-bed-574-2	IOB1-37 BED 574-2	1	obi-v01-n0063-ob-p0099	No stronger conservative family signal was detected.
fam-raw-iob1-38-a	IOB1-38/a	1	obi-v01-n0063-re-p0100	No stronger conservative family signal was detected.
fam-raw-iob1-38-b-bed-b-573-4	IOB1-38/b BED B 573-4	1	obi-v01-n0061-ob-p0097	No stronger conservative family signal was detected.
fam-raw-iob1-39-bed-b-575-1	IOB1-39 BED B 575-1	1	obi-v01-n0065-ob-p0102	No stronger conservative family signal was detected.
fam-raw-iob1-4-bed-b-527-1	IOB1-4 BED B 527-1	1	obi-v01-n0012-ob-p0029	No stronger conservative family signal was detected.
fam-raw-iob1-40	IOB1-40	1	obi-v01-n0065-re-p0103	No stronger conservative family signal was detected.
fam-raw-iob1-41-bed-b-578-1	IOB1-41 BED B 578-1	1	obi-v01-n0070-ob-p0111	No stronger conservative family signal was detected.
fam-raw-iob1-42-bed-b-578-2	IOB1-42 BED B 578-2	1	obi-v01-n0071-ob-p0112	No stronger conservative family signal was detected.
fam-raw-iob1-43	IOB1-43	1	obi-v01-n0071-re-p0114	No stronger conservative family signal was detected.
fam-raw-iob1-44-a-bed-b-578-3	IOB1-44/a BED B 578-3	1	obi-v01-n0072-ob-p0116	No stronger conservative family signal was detected.
fam-raw-iob1-45-bed-b-581-2	IOB1-45 BED B 581-2	1	obi-v01-n0081-ob-p0125	No stronger conservative family signal was detected.
fam-raw-iob1-46-bed-b-586-6	IOB1-46 BED B 586-6	1	obi-v01-n0102-ob-p0169	No stronger conservative family signal was detected.
fam-raw-iob1-47	IOB1-47	1	obi-v01-n0012-re-p0030	No stronger conservative family signal was detected.
fam-raw-iob1-48-bed-b-582-1	IOB1-48 BED B 582-1	1	obi-v01-n0085-ob-p0130	No stronger conservative family signal was detected.
fam-raw-iob1-49	IOB1-49	1	obi-v01-n0085-re-p0132	No stronger conservative family signal was detected.
fam-raw-iob1-5	IOB1-5	1	obi-v01-n0012-re-p0030	No stronger conservative family signal was detected.
fam-raw-iob1-50-b	IOB1-50 -b	1	obi-v01-n0057-ob-p0091	No stronger conservative family signal was detected.
fam-raw-iob1-51-bed-b-585-3	IOB1-51 BED B 585-3	1	obi-v01-n0095-re-p0142	No stronger conservative family signal was detected.
fam-raw-iob1-53-bed-b-586-5	IOB1-53 BED B 586-5	1	obi-v01-n0101-ob-p0168	No stronger conservative family signal was detected.
fam-raw-iob1-54-587-bed-b-586-10	IOB1-54 587 BED B 586-10	1	obi-v01-n0105-ob-p0173	No stronger conservative family signal was detected.
fam-raw-iob1-55-a-bed-b-587-5	IOB1-55/a BED B 587-5	1	obi-v01-n0110-ob-p0183	No stronger conservative family signal was detected.
fam-raw-iob1-55-b-bed-b-599-1	IOB1-55/b BED B 599-1	1	obi-v01-n0175-ob-p0302	No stronger conservative family signal was detected.
fam-raw-iob1-56-a	IOB1-56/a	1	obi-v01-n0068-ob-p0107	No stronger conservative family signal was detected.
fam-raw-iob1-56-b-bed-b-577-2	IOB1-56/b BED B 577-2	1	obi-v01-n0068-ob-p0107	No stronger conservative family signal was detected.
fam-raw-iob1-56-b-bed-b-587-6	IOB1-56/b BED B 587-6	1	obi-v01-n0111-re-p0184	No stronger conservative family signal was detected.
fam-raw-iob1-57-a-iob5-563-b-bed-b-588-5	IOB1-57/a & IOB5-563/b BED B 588-5	1	obi-v01-n0119-ob-p0191	No stronger conservative family signal was detected.
fam-raw-iob1-57-b-bed-b-588-1	IOB1-57/b BED B 588-1	1	obi-v01-n0115-ob-p0187	No stronger conservative family signal was detected.
fam-raw-iob1-58	IOB1-58	1	obi-v01-n0120-ob-p0192	No stronger conservative family signal was detected.
fam-raw-iob1-59-bed-b-561-1-b-509-2	IOB1-59 BED B 561-1 & B 509-2	1	obi-v01-n0007-ob-p0022	No stronger conservative family signal was detected.
fam-raw-iob1-6-bed-b-541-1	IOB1-6 BED B 541-1	1	obi-v01-n0021-ob-p0042	No stronger conservative family signal was detected.
fam-raw-iob1-60-a-bed-b-591-2	IOB1-60/a BED B 591-2	1	obi-v01-n0126-ob-p0205	No stronger conservative family signal was detected.
fam-raw-iob1-60-b	IOB1-60/b	1	obi-v01-n0126-re-p0206	No stronger conservative family signal was detected.
fam-raw-iob1-61-bed-b-591-3	IOB1-61 BED B 591-3	1	obi-v01-n0127-ob-p0206	No stronger conservative family signal was detected.
fam-raw-iob1-62-bed-b-591-7	IOB1-62 BED B 591-7	1	obi-v01-n0130-ob-p0211	No stronger conservative family signal was detected.
