raw_reference_string	family_id	source_family_id	source_work_key	bibtex_key	locator	locator_type	issue_type	severity	recommended_fix	notes
List-448 BED B 622-6	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-448 BED B 622-6	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-465/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-465/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-48 BED B 468-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-48 BED B 468-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-49 BED B 469-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-49 BED B 469-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-498,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-498,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-50/a BED B 472-1	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-50/a BED B 472-1	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-503,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-503,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-504/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-504/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-516,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-516,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-517/a,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-517/a,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-517/b,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-517/b,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-523,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-523,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-524/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-524/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-524/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-524/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-525/a--468/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-525/a--468/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-532/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-532/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-535/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-535/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-564/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-564/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-564/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-564/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-565/b,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-565/b,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-633/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-633/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-634/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-634/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-634/c	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-634/c	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-66/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-66/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-66/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-66/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-701/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-701/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-701/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-701/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-73 BED B 513-3	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-73 BED B 513-3	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-81/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-81/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-81/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-81/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-91 BED B 534-2	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-91 BED B 534-2	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-92/a	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-92/a	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-92/b	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-92/b	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-97 BED B 547-2	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-97 BED B 547-2	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
List-982,	fam-list-catalogue	sf-list	duroiselle1921list	duroiselle1921list	List-982,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
TN, p.	fam-tn-catalogue	sf-tn	tnInscriptionsPaganPinyaAva	uTunNyein1897inscriptionsPaganPinyaAva	TN, p.	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 101-102	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 101-102	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 137-138	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 137-138	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 139	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 139	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 159	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 159	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 176	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 176	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 181, 182	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 181, 182	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 188-189	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 188-189	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 286-287	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 286-287	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 306, 7-8	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 306, 7-8	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 59, 60	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 59, 60	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 61, 62	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 61, 62	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 63	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 63	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 78-79-80-81-82	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 78-79-80-81-82	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA 83-84-85-86	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA 83-84-85-86	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-109, 111	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-109, 111	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-114, 116	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-114, 116	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-145-146 BED B 545-3	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-145-146 BED B 545-3	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-153, 154	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-153, 154	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-184, 185	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-184, 185	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-209, 211	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-209, 211	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-212-213,	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-212-213,	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-217, 218	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-217, 218	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-227, 228	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-227, 228	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-229, 230	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-229, 230	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-231, 232	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-231, 232	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-237, 238	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-237, 238	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
IPPA-303, 4-5	fam-ippa-catalogue	sf-ippa	ppaCatalogue	ppaCatalogue	IPPA-303, 4-5	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
OR 3434 (gā: verso)	fam-or-catalogue	sf-or	britishLibraryOrientalManuscripts		OR 3434 (gā: verso)	unclear	unparsed_locator	medium	Improve locator parsing or document the irregular locator form.	High-occurrence locator family still has an unclear locator parse.
