raw_reference_string	family_id	source_family_id	source_work_key	work_candidate_id	bibtex_key	locator	locator_type	resolution_status	resolution_level	match_type	match_confidence	evidence	needs_human_review	notes
IOB2-214/a & IOB5-579 BED B 622-6	fam-raw-iob2-214-a-iob5-579-bed-b-622-6	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-214-a-iob5-579-bed-b-622-6	lucePeMaungTinInscriptionsOfBurma	IOB2-214/a & IOB5-579 BED B 622-6	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2 214/b BED B 622-6	fam-raw-iob2-214-b-bed-b-622-6	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-214-b-bed-b-622-6	lucePeMaungTinInscriptionsOfBurma	IOB2 214/b BED B 622-6	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-215/a BED B 622-6	fam-raw-iob2-215-a-bed-b-622-6	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-215-a-bed-b-622-6	lucePeMaungTinInscriptionsOfBurma	IOB2-215/a BED B 622-6	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-215/b BED B 622-6	fam-raw-iob2-215-b-bed-b-622-6	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-215-b-bed-b-622-6	lucePeMaungTinInscriptionsOfBurma	IOB2-215/b BED B 622-6	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-216 BED B 622-6	fam-raw-iob2-216-bed-b-622-6	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-216-bed-b-622-6	lucePeMaungTinInscriptionsOfBurma	IOB2-216 BED B 622-6	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-217 BED B 623-1	fam-raw-iob2-217-bed-b-623-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-217-bed-b-623-1	lucePeMaungTinInscriptionsOfBurma	IOB2-217 BED B 623-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-218/a BED B 623-1	fam-raw-iob2-218-a-bed-b-623-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-218-a-bed-b-623-1	lucePeMaungTinInscriptionsOfBurma	IOB2-218/a BED B 623-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-218/b BED B 623-1	fam-raw-iob2-218-b-bed-b-623-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-218-b-bed-b-623-1	lucePeMaungTinInscriptionsOfBurma	IOB2-218/b BED B 623-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-218/b BED B 628-6b	fam-raw-iob2-218-b-bed-b-628-6b	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-218-b-bed-b-628-6b	lucePeMaungTinInscriptionsOfBurma	IOB2-218/b BED B 628-6b	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-219/a BED B 629-1	fam-raw-iob2-219-a-bed-b-629-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-219-a-bed-b-629-1	lucePeMaungTinInscriptionsOfBurma	IOB2-219/a BED B 629-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-219/b BED B 623-1	fam-raw-iob2-219-b-bed-b-623-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-219-b-bed-b-623-1	lucePeMaungTinInscriptionsOfBurma	IOB2-219/b BED B 623-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-220 BED B 623-1	fam-raw-iob2-220-bed-b-623-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-220-bed-b-623-1	lucePeMaungTinInscriptionsOfBurma	IOB2-220 BED B 623-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-221 BED A	fam-raw-iob2-221-bed-a	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-221-bed-a	lucePeMaungTinInscriptionsOfBurma	IOB2-221 BED A	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-222/a BED B 630-1	fam-raw-iob2-222-a-bed-b-630-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-222-a-bed-b-630-1	lucePeMaungTinInscriptionsOfBurma	IOB2-222/a BED B 630-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-222/b BED A	fam-raw-iob2-222-b-bed-a	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-222-b-bed-a	lucePeMaungTinInscriptionsOfBurma	IOB2-222/b BED A	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-223/a BED A	fam-raw-iob2-223-a-bed-a	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-223-a-bed-a	lucePeMaungTinInscriptionsOfBurma	IOB2-223/a BED A	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2-223/b BED A	fam-raw-iob2-223-b-bed-a	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2-223-b-bed-a	lucePeMaungTinInscriptionsOfBurma	IOB2-223/b BED A	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB2160/b BED B 609-5	fam-raw-iob2160-b-bed-b-609-5	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob2160-b-bed-b-609-5	lucePeMaungTinInscriptionsOfBurma	IOB2160/b BED B 609-5	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-224 BED B 624-1	fam-raw-iob3-224-bed-b-624-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-224-bed-b-624-1	lucePeMaungTinInscriptionsOfBurma	IOB3-224 BED B 624-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-225 BED B 631-1	fam-raw-iob3-225-bed-b-631-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-225-bed-b-631-1	lucePeMaungTinInscriptionsOfBurma	IOB3-225 BED B 631-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-226 BED B 624-1	fam-raw-iob3-226-bed-b-624-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-226-bed-b-624-1	lucePeMaungTinInscriptionsOfBurma	IOB3-226 BED B 624-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-227 BED B 622-4	fam-raw-iob3-227-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-227-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-227 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-227 BED B 624-1	fam-raw-iob3-227-bed-b-624-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-227-bed-b-624-1	lucePeMaungTinInscriptionsOfBurma	IOB3-227 BED B 624-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-228/a BED B 624-1	fam-raw-iob3-228-a-bed-b-624-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-228-a-bed-b-624-1	lucePeMaungTinInscriptionsOfBurma	IOB3-228/a BED B 624-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-228/b BED B 632-1	fam-raw-iob3-228-b-bed-b-632-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-228-b-bed-b-632-1	lucePeMaungTinInscriptionsOfBurma	IOB3-228/b BED B 632-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-229 BED B 632-2	fam-raw-iob3-229-bed-b-632-2	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-229-bed-b-632-2	lucePeMaungTinInscriptionsOfBurma	IOB3-229 BED B 632-2	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-230 BED B 632-3	fam-raw-iob3-230-bed-b-632-3	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-230-bed-b-632-3	lucePeMaungTinInscriptionsOfBurma	IOB3-230 BED B 632-3	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-231/a BED B 632-4	fam-raw-iob3-231-a-bed-b-632-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-231-a-bed-b-632-4	lucePeMaungTinInscriptionsOfBurma	IOB3-231/a BED B 632-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-231/b BED B 633-1	fam-raw-iob3-231-b-bed-b-633-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-231-b-bed-b-633-1	lucePeMaungTinInscriptionsOfBurma	IOB3-231/b BED B 633-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-232 BED B 633-2	fam-raw-iob3-232-bed-b-633-2	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-232-bed-b-633-2	lucePeMaungTinInscriptionsOfBurma	IOB3-232 BED B 633-2	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-233	fam-raw-iob3-233	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-233	lucePeMaungTinInscriptionsOfBurma	IOB3-233	number	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-233 BED B 633-3	fam-raw-iob3-233-bed-b-633-3	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-233-bed-b-633-3	lucePeMaungTinInscriptionsOfBurma	IOB3-233 BED B 633-3	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-234 BED B 624-1	fam-raw-iob3-234-bed-b-624-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-234-bed-b-624-1	lucePeMaungTinInscriptionsOfBurma	IOB3-234 BED B 624-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-235 BED B 634-1	fam-raw-iob3-235-bed-b-634-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-235-bed-b-634-1	lucePeMaungTinInscriptionsOfBurma	IOB3-235 BED B 634-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-236/a BED B 624-2	fam-raw-iob3-236-a-bed-b-624-2	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-236-a-bed-b-624-2	lucePeMaungTinInscriptionsOfBurma	IOB3-236/a BED B 624-2	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-236/b BED B 634-3	fam-raw-iob3-236-b-bed-b-634-3	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-236-b-bed-b-634-3	lucePeMaungTinInscriptionsOfBurma	IOB3-236/b BED B 634-3	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-237 BED B 634-4	fam-raw-iob3-237-bed-b-634-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-237-bed-b-634-4	lucePeMaungTinInscriptionsOfBurma	IOB3-237 BED B 634-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-238 BED B 634-5	fam-raw-iob3-238-bed-b-634-5	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-238-bed-b-634-5	lucePeMaungTinInscriptionsOfBurma	IOB3-238 BED B 634-5	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-239 BED B 635-1	fam-raw-iob3-239-bed-b-635-1	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-239-bed-b-635-1	lucePeMaungTinInscriptionsOfBurma	IOB3-239 BED B 635-1	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-240 BED B 624-2	fam-raw-iob3-240-bed-b-624-2	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-240-bed-b-624-2	lucePeMaungTinInscriptionsOfBurma	IOB3-240 BED B 624-2	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-241	fam-raw-iob3-241	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-241	lucePeMaungTinInscriptionsOfBurma	IOB3-241	number	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-242 BED B 635-3	fam-raw-iob3-242-bed-b-635-3	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-242-bed-b-635-3	lucePeMaungTinInscriptionsOfBurma	IOB3-242 BED B 635-3	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-243 BED B 624-3	fam-raw-iob3-243-bed-b-624-3	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-243-bed-b-624-3	lucePeMaungTinInscriptionsOfBurma	IOB3-243 BED B 624-3	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-244 BED B 624-4	fam-raw-iob3-244-bed-b-624-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-244-bed-b-624-4	lucePeMaungTinInscriptionsOfBurma	IOB3-244 BED B 624-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-245/a BED B 636-2	fam-raw-iob3-245-a-bed-b-636-2	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-245-a-bed-b-636-2	lucePeMaungTinInscriptionsOfBurma	IOB3-245/a BED B 636-2	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-245/b BED B 622-4	fam-raw-iob3-245-b-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-245-b-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-245/b BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-246 BED B 623-2 & B 636-3	fam-raw-iob3-246-bed-b-623-2-b-636-3	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-246-bed-b-623-2-b-636-3	lucePeMaungTinInscriptionsOfBurma	IOB3-246 BED B 623-2 & B 636-3	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-247 BED B 624-4	fam-raw-iob3-247-bed-b-624-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-247-bed-b-624-4	lucePeMaungTinInscriptionsOfBurma	IOB3-247 BED B 624-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-248 BED B 622-4	fam-raw-iob3-248-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-248-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-248 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-249 BED B 622-4	fam-raw-iob3-249-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-249-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-249 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-250 BED B 622-4	fam-raw-iob3-250-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-250-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-250 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-251 BED B 622-4	fam-raw-iob3-251-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-251-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-251 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-252 BED B 622-4	fam-raw-iob3-252-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-252-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-252 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-253/a BED B 622-4	fam-raw-iob3-253-a-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-253-a-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-253/a BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-253/b BED B 622-4	fam-raw-iob3-253-b-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-253-b-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-253/b BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-254/a BED B 622-4	fam-raw-iob3-254-a-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-254-a-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-254/a BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-254/b BED B 622-4	fam-raw-iob3-254-b-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-254-b-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-254/b BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-256 BED B 604-14 & B 604-12	fam-raw-iob3-256-bed-b-604-14-b-604-12	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-256-bed-b-604-14-b-604-12	lucePeMaungTinInscriptionsOfBurma	IOB3-256 BED B 604-14 & B 604-12	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-257 BED B 622-4	fam-raw-iob3-257-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-257-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-257 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-258 BED B 622-4	fam-raw-iob3-258-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-258-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-258 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
IOB3-259 BED B 622-4	fam-raw-iob3-259-bed-b-622-4	sf-iob	lucePeMaungTinInscriptionsOfBurma	work-raw-iob3-259-bed-b-622-4	lucePeMaungTinInscriptionsOfBurma	IOB3-259 BED B 622-4	unclear	alias_resolved	abbreviation	alias_source_family_match	high	Treat as the stable source family for IOB locators. No strong definition candidate found in searched corpus documentation or Frasch files. Frasch explicitly defines IB and Pl., no…	true	No stronger conservative family signal was detected.
