record_id	title_original	references_original	other_sources_cited	IPPA_locator	parallel_OBI_or_List_or_PPA_reference	likely_source_relationship	review_decision	confidence	notes
obi-v03-n0046-re-p0074	သ္ခိင်ဖွါးဇဝ် ကျောက်စာ	IPPA-274-276; List-334; IOB3-235 BED B 634-1; Pl. III 235; OBI 3, p. 74; SIP no. 40, p. 101; List 334; PPA, p. 274; TN, p. 126	List-334 | IOB3-235 BED B 634-1 | Pl. III 235 | OBI 3, p. 74 | SIP no. 40, p. 101 | List 334 | PPA, p. 274 | TN, p. 126	274-276	List-334 | Pl. III 235 | OBI 3, p. 74 | List 334 | PPA, p. 274 | TN, p. 126	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0052-re-p0083	မနောရဇာ၏့သားများကျောက်စာ	617; IPPA-255; List-344/a; IOB3-239 BED B 635-1; Pl. III 239; OBI 3, p. 83; SIP no. 31, p. 72; List 344a; PPA p. 255; TN, p. 116	617 | List-344/a | IOB3-239 BED B 635-1 | Pl. III 239 | OBI 3, p. 83 | SIP no. 31, p. 72 | List 344a | PPA p. 255	255	List-344/a | Pl. III 239 | OBI 3, p. 83 | List 344a | PPA p. 255 | TN, p. 116	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0055-ob-p0089	သံပျင် လက်ဆောင်ကျောက်စာ	IPPA-277; List-345; IOB3-243 BED B 624-3; Pl. II 204a+b; OBI 3, p. 8; List 306; UB 2, p. 203; (not in U Min Hswe)	List-345 | IOB3-243 BED B 624-3 | Pl. II 204a+b | OBI 3, p. 8 | List 306 | UB 2, p. 203 | (not in U Min Hswe)	277	List-345 | Pl. II 204a+b | OBI 3, p. 8 | List 306 | UB 2, p. 203	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0057-tx-p0092	သိရိဝဎနာ အမတ်ကြီးနှင့် မင်းသမီး မင်းစောလတ် ကျောက်စာ	IPPA-193; List-349; IOB3-244 BED B 624-4; Pl. II 205-206; OBI 3, p. 9-11; List 307a+b; A, p. 103-105; MP 2, p. 159	List-349 | IOB3-244 BED B 624-4 | Pl. II 205-206 | OBI 3, p. 9-11 | List 307a+b | A, p. 103-105 | MP 2, p. 159	193	List-349 | Pl. II 205-206 | OBI 3, p. 9-11 | List 307a+b | A, p. 103-105 | MP 2, p. 159	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0059-ob-p0095	မိဖုရားစော ပုလဲမယ်ကျောက်စာ	IPPA-295; List-351; IOB3-246 BED B 623-2 & B 636-3; Pl. III 246; OBI 3, p. 95; List 351; PPA, p. 295; TN, p. 136; copies List 402 (second inscr.); B 2, p. 819 (dated CS 636/ 1274) and List 453 (second inscr.); B 2, p. 827 (dated CS 676/1314); MM 4, no. 40, p. 1186 (third inscr.)	List-351 | IOB3-246 BED B 623-2 & B 636-3 | Pl. III 246 | OBI 3, p. 95 | List 351 | PPA, p. 295 | TN, p. 136 | copies List 402 (second inscr.)	295	List-351 | Pl. III 246 | OBI 3, p. 95 | List 351 | PPA, p. 295 | TN, p. 136	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0060-ob-p0097	တရုပ်ပြေးမင်းကြီး၏့ အမတ်ကျောက်စာ	IPPA-278; List-352; IOB3-247 BED B 624-4; Pl. II 205-206; OBI 3, p. 9-11; List 307a+b; A, p. 103-105; MP 2, p. 159	List-352 | IOB3-247 BED B 624-4 | Pl. II 205-206 | OBI 3, p. 9-11 | List 307a+b | A, p. 103-105 | MP 2, p. 159	278	List-352 | Pl. II 205-206 | OBI 3, p. 9-11 | List 307a+b | A, p. 103-105 | MP 2, p. 159	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0061-ob-p0100	သမ္ဗျင်ကြည်စင် လင်မယားစသောသူတို့ကျောက်စာ	IPPA-96-97; List-350; IOB3-248 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-350 | IOB3-248 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	96-97	List-350 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0068-ob-p0113	မင်းသမီး အစော ပတည်သာ ကျောက်စာ	IPPA-280; List-359; IOB3-254/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-359 | IOB3-254/b BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	280	List-359 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0081-ob-p0135	ကျစွာမင်းကြီးနှင့် မိဖုရား ဖွားဇောကျောင်းကျောက်စာ	IPPA-281; List-369; IOB3-268 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-369 | IOB3-268 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	281	List-369 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0083-ob-p0139	မင်းဤမ်ကြီး ကျောက်စာ၊၂ မျက်နှာ၊ မျက်နှာ	IPPA-283; List-374; IOB4-421/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-374 | IOB4-421/a BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	283	List-374 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0086-re-p0150	သ္ခိင်ရစသူနှင့် အမိဖွါးစော ကျောက်စာ	IPPA-260; List-384/b; IOB3-273 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-384/b | IOB3-273 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	260	List-384/b | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0087-ob-p0152	သ္ခိင်ရာဇသူနှင့် အမိဘွားစောကျောက်စာ	IPPA-270-271; List-383/a; IOB3-274 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-383/a | IOB3-274 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	270-271	List-383/a | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0088-ob-p0158	အသင်္ခယာ အုတ်ကျောင်း ကျောက်စာ	IPPA-64; List-387; IOB3-276/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-387 | IOB3-276/a BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	64	List-387 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0098-ob-p0173	သံပျင်ဇေယျသူဌေးကျောက်စာ	IPPA-284; List-394; IOB3-282 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-394 | IOB3-282 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	284	List-394 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0099-ob-p0174	ဣန္ဒပဇ္ဇရာဘုရားကျောက်စာ	IPPA-123; List-393; IOB3-283 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-393 | IOB3-283 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	123	List-393 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0114-ob-p0193	စာသင်ဂူဘုရားအနီးရှိ ကျောက်စာ	IPPA-107; List-408; IOB3-290/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-408 | IOB3-290/b BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	107	List-408 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0115-ob-p0194	သမ္ဘူလဘုရားကျောက်စာ	IPPA-253-254; List-407; IOB3-291 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	List-407 | IOB3-291 BED B 622-4 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91 | U Min Hswe, no. 18	253-254	List-407 | Pl. II 195b | OBI 3, p. 1 | List 302 | PPA, p. 191 | TN, p. 91	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0122-re-p0206	သစ်မထီးကျောင်း ကျောက်စာ	IPPA-293; List-417; IOB4-395 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	List-417 | IOB4-395 BED B 622-6 | Pl. II 198 | OBI 3, p. 2 | List 90 | PPA, p. 55 | TN, p. 26 | U Min Hswe, no. 51	293	List-417 | Pl. II 198 | OBI 3, p. 2 | List 90 | PPA, p. 55 | TN, p. 26	IPPA is paired with explicit PPA on the same record.	alias_or_variant_of_PPA	high	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v03-n0212-ob-p0343	သစ္စဝတီဘုရားကျောက်စာ	IPPA-311-312; List-488; IOB4-451 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	List-488 | IOB4-451 BED B 623-1 | Pl. II 201b | OBI 3, p. 3 | List 255 | A, p. 79	311-312	List-488 | Pl. II 201b | OBI 3, p. 3 | List 255 | A, p. 79	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0036-re-p0059	တိုင်းချွတ်ဘုရားကျောက်စာ	IPPA 137-138; List 533; IOB5-	List 533 | IOB5-	137-138	List 533	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0074-ob-p0117	စတ္တလင်္ကသူ ကျောက်စာ	IPPA-341; List-599; IOB5-525/b	List-599 | IOB5-525/b	341	List-599	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0108-ob-p0172	ဖွားစောကျောင်းနှင့် လှေအသျင် မောင်နှံကျောင်းကျောက်စာ	IPPA-303, 4-5; List-701/a; IOB4-392	List-701/a | IOB4-392	303, 4-5	List-701/a	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0108-re-p0175	ဖွားစောကျောင်းနှင့် လှေအသျင် မောင်နှံကျောင်းကျောက်စာ	17; IPPA 306, 7-8; List-701/b; IOB4-393	17 | List-701/b | IOB4-393	306, 7-8	List-701/b	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0111-re-p0180	ဝပေသူကြီး ကျောက်စာ	IPPA-15; List 710	List 710	15	List 710	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0116-ob-p0185	ဆုတောင်းပြည့်ဘုရားကျောက်စာ	IPPA; IPPA-297-8-9; List-409/a; IOB4-390	List-409/a | IOB4-390	IPPA | 297-8-9	List-409/a	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v04-n0116-re-p0188	ဆုတောင်းပြည့်ဘုရားကျောက်စာ	IPPA-300-1-2; List-409/b; IOB4-391	List-409/b | IOB4-391	300-1-2	List-409/b	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v05-n0009-ob-p0021	တက်နွယ်ကျောင်းကျောက်စာ	IPPA 78-79-80-81-82		78-79-80-81-82		IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v05-n0009-re-p0025	တက်နွယ်ကျောင်းကျောက်စာ	IPPA 83-84-85-86		83-84-85-86		IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v05-n0009-tx-p0030	တက်နွယ်ကျောင်းကျောက်စာ	IPPA-87-88		87-88		IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v05-n0009-tx-p0032	တက်နွယ်ကျောင်းကျောက်စာ	IPPA-89-90		89-90		IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
obi-v05-n0018-ob-p0061	ဥစ္စနာမင်းကြီးကျောက်စာ	IPPA-320; List-507; IOB4-456/a	List-507 | IOB4-456/a	320	List-507	IPPA behaves like the PPA family but survives here without an explicit PPA companion citation.	alias_or_variant_of_PPA	medium	Raw IPPA strings are preserved, but the underlying source work is treated as the PPA family.
