family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	current_bibtex_key	current_status	suggested_local_search_terms	notes
fam-raw-iob2-110-bed-b-443-1	iob2 110 bed b 443 1	unclear	1	1	IOB2-110 BED B 443-1	work333	machine_stub	iob2 110 bed b 443 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-111-bed-b-482-1	iob2 111 bed b 482 1	unclear	1	1	IOB2-111 BED B 482-1	work334	machine_stub	iob2 111 bed b 482 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-112-bed-b-482-2	iob2 112 bed b 482 2	unclear	1	1	IOB2-112 BED B 482-2	work335	machine_stub	iob2 112 bed b 482 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-113-bed-b-537-6	iob2 113 bed b 537 6	unclear	1	1	IOB2-113 BED B 537-6	work336	machine_stub	iob2 113 bed b 537 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-114-a-bed-b-537-1	iob2 114 a bed b 537 1	unclear	1	1	IOB2 114/a BED B 537-1	work337	machine_stub	iob2 114 a bed b 537 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-114-b-bed-b-548-1	iob2 114 b bed b 548 1	unclear	1	1	IOB2-114/b BED B 548-1	work338	machine_stub	iob2 114 b bed b 548 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-115-bed-b-549-1	iob2 115 bed b 549 1	unclear	1	1	IOB2-115 BED B 549-1	work339	machine_stub	iob2 115 bed b 549 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-116-bed-b-559-1	iob2 116 bed b 559 1	unclear	1	1	IOB2-116 BED B 559-1	work340	machine_stub	iob2 116 bed b 559 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-117-a	IOB2-117/a	unclear	1	1	IOB2-117/a	work341	machine_stub	IOB2-117/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-117-b-bed-b-560-5	iob2 117 b bed b 560 5	unclear	1	1	IOB2-117/b BED B 560-5	work342	machine_stub	iob2 117 b bed b 560 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-118-a-bed-b-570-2	iob2 118 a bed b 570 2	unclear	1	1	IOB2-118/a BED B 570-2	work343	machine_stub	iob2 118 a bed b 570 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-119-a-bed-b-577-5	iob2 119 a bed b 577 5	unclear	1	1	IOB2-119/a BED B 577-5	work344	machine_stub	iob2 119 a bed b 577 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-119-b-bed-b-591-8	iob2 119 b bed b 591 8	unclear	1	1	IOB2-119/b BED B 591-8	work345	machine_stub	iob2 119 b bed b 591 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-120-a-bed-b-579-8	iob2 120 a bed b 579 8	unclear	1	1	IOB2-120/a BED B 579-8	work346	machine_stub	iob2 120 a bed b 579 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-120-b	IOB2-120/b	unclear	1	1	IOB2-120/b	work347	machine_stub	IOB2-120/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-121-a-bed-b-581-1	iob2 121 a bed b 581 1	unclear	1	1	IOB2-121/a BED B 581-1	work348	machine_stub	iob2 121 a bed b 581 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-121-b-bed-b-586-2	iob2 121 b bed b 586 2	unclear	1	1	IOB2-121/b BED B 586-2	work349	machine_stub	iob2 121 b bed b 586 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-122-a-bed-b-587-1	iob2 122 a bed b 587 1	unclear	1	1	IOB2-122/a BED B 587-1	work350	machine_stub	iob2 122 a bed b 587 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-122-b-bed-b-587-8	iob2 122 b bed b 587 8	unclear	1	1	IOB2-122/b BED B 587-8	work351	machine_stub	iob2 122 b bed b 587 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-123-bed-b-587-4	iob2 123 bed b 587 4	unclear	1	1	IOB2-123 BED B 587-4	work352	machine_stub	iob2 123 bed b 587 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-125-a-bed-b-591-1	iob2 125 a bed b 591 1	unclear	1	1	IOB2-125/a BED B 591-1	work353	machine_stub	iob2 125 a bed b 591 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-125-b-bed-b-580-1	iob2 125 b bed b 580 1	unclear	1	1	IOB2-125/b BED B 580-1	work354	machine_stub	iob2 125 b bed b 580 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-126-a-bed-b-592-1	iob2 126 a bed b 592 1	unclear	1	1	IOB2-126/a BED B 592-1	work355	machine_stub	iob2 126 a bed b 592 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-126-b-bed-b-592-2	iob2 126 b bed b 592 2	unclear	1	1	IOB2-126/b BED B 592-2	work356	machine_stub	iob2 126 b bed b 592 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-127-a-bed-b-597-2	iob2 127 a bed b 597 2	unclear	1	1	IOB2-127/a BED B 597-2	work357	machine_stub	iob2 127 a bed b 597 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-127-b-bed-b-597-1	iob2 127 b bed b 597 1	unclear	1	1	IOB2-127/b BED B 597-1	work358	machine_stub	iob2 127 b bed b 597 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-128-bed-b-597-6	iob2 128 bed b 597 6	unclear	1	1	IOB2-128 BED B 597-6	work359	machine_stub	iob2 128 bed b 597 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-128-bed-b-597-7	iob2 128 bed b 597 7	unclear	1	1	IOB2-128 BED B 597-7	work360	machine_stub	iob2 128 bed b 597 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-128-bed-b-597-8	iob2 128 bed b 597 8	unclear	1	1	IOB2-128 BED B 597-8	work361	machine_stub	iob2 128 bed b 597 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-129-bed-b-600-9	iob2 129 bed b 600 9	unclear	1	1	IOB2-129 BED B 600-9	work362	machine_stub	iob2 129 bed b 600 9	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-130-bed-b-600-3	iob2 130 bed b 600 3	unclear	1	1	IOB2-130 BED B 600-3	work363	machine_stub	iob2 130 bed b 600 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-131-a-bed-b-600-4	iob2 131 a bed b 600 4	unclear	1	1	IOB2-131/a BED B 600-4	work364	machine_stub	iob2 131 a bed b 600 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-131-b-bed-b-600-5	iob2 131 b bed b 600 5	unclear	1	1	IOB2-131/b BED B 600-5	work365	machine_stub	iob2 131 b bed b 600 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-132-a-bed-b-600-6	iob2 132 a bed b 600 6	unclear	1	1	IOB2-132/a BED B 600-6	work366	machine_stub	iob2 132 a bed b 600 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-132-b-bed-b-601-2	iob2 132 b bed b 601 2	unclear	1	1	IOB2 132/b BED B 601-2	work367	machine_stub	iob2 132 b bed b 601 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-133-bed-b-601-4	iob2 133 bed b 601 4	unclear	1	1	IOB2-133 BED B 601-4	work368	machine_stub	iob2 133 bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-134-a	IOB2-134/a	unclear	1	1	IOB2-134/a	work369	machine_stub	IOB2-134/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-134-b-bed-b-593-5	iob2 134 b bed b 593 5	unclear	1	1	IOB2-134/b BED B 593-5	work370	machine_stub	iob2 134 b bed b 593 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-135-a-bed-b-600-7	iob2 135 a bed b 600 7	unclear	1	1	IOB2-135/a BED B 600-7	work371	machine_stub	iob2 135 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-135-b-bed-b-600-7	iob2 135 b bed b 600 7	unclear	1	1	IOB2-135/b BED B 600-7	work372	machine_stub	iob2 135 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-137-bed-b-600-7	iob2 137 bed b 600 7	unclear	1	1	IOB2-137 BED B 600-7	work373	machine_stub	iob2 137 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-138-bed-b-603-3	iob2 138 bed b 603 3	unclear	1	1	IOB2-138 BED B 603-3	work374	machine_stub	iob2 138 bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-139-bed-b-603-5	iob2 139 bed b 603 5	unclear	1	1	IOB2-139 BED B 603-5	work375	machine_stub	iob2 139 bed b 603 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-140-a-bed-b-604-1	iob2 140 a bed b 604 1	unclear	1	1	IOB2 140/a BED B 604-1	work376	machine_stub	iob2 140 a bed b 604 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-140-b-bed-b-571-2	iob2 140 b bed b 571 2	unclear	1	1	IOB2-140/b BED B 571-2	work377	machine_stub	iob2 140 b bed b 571 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-141-bed-b-604-7	iob2 141 bed b 604 7	unclear	1	1	IOB2 141/ BED B 604-7	work378	machine_stub	iob2 141 bed b 604 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-141-bed-b-604-8	iob2 141 bed b 604 8	unclear	1	1	IOB2 141/ BED B 604-8	work379	machine_stub	iob2 141 bed b 604 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-143-a-bed-b-571-2	iob2 143 a bed b 571 2	unclear	1	1	IOB2-143/a BED B 571-2	work380	machine_stub	iob2 143 a bed b 571 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-143-b-bed-b-571-2	iob2 143 b bed b 571 2	unclear	1	1	IOB2-143/b BED B 571-2	work381	machine_stub	iob2 143 b bed b 571 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-144-bed-b-571-2	iob2 144 bed b 571 2	unclear	1	1	IOB2-144 BED B 571-2	work382	machine_stub	iob2 144 bed b 571 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-145-bed-b-604-3	iob2 145 bed b 604 3	unclear	1	1	IOB2-145 BED B 604-3	work383	machine_stub	iob2 145 bed b 604 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-146-bed-b-604-4	iob2 146 bed b 604 4	unclear	1	1	IOB2-146 BED B 604-4	work384	machine_stub	iob2 146 bed b 604 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-147-a-bed-b-604-5	iob2 147 a bed b 604 5	unclear	1	1	IOB2-147/a BED B 604-5	work385	machine_stub	iob2 147 a bed b 604 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-147-bed-b-601-2	iob2 147 bed b 601 2	unclear	1	1	IOB2-147/ BED B 601-2	work386	machine_stub	iob2 147 bed b 601 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-149-bed-b-604-10	iob2 149 bed b 604 10	unclear	1	1	IOB2-149 BED B 604-10	work387	machine_stub	iob2 149 bed b 604 10	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-150-bed-b-601-4	iob2 150 bed b 601 4	unclear	1	1	IOB2-150 BED B 601-4	work388	machine_stub	iob2 150 bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-151-bed-b-601-4	iob2 151 bed b 601 4	unclear	1	1	IOB2-151 BED B 601-4	work389	machine_stub	iob2 151 bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-152-bed-b-601-4	iob2 152 bed b 601 4	unclear	1	1	IOB2-152 BED B 601-4	work390	machine_stub	iob2 152 bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-153-a-bed-b-601-4	iob2 153 a bed b 601 4	unclear	1	1	IOB2-153/a BED B 601-4	work391	machine_stub	iob2 153 a bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-153-b-bed-b-601-4	iob2 153 b bed b 601 4	unclear	1	1	IOB2-153/b BED B 601-4	work392	machine_stub	iob2 153 b bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-154-iob3-340-bed-b-601-4	iob2 154 iob3 340 bed b 601 4	unclear	1	1	IOB2-154 & IOB3-340 BED B 601-4	work393	machine_stub	iob2 154 iob3 340 bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-155-bed-b-601-4	iob2 155 bed b 601 4	unclear	1	1	IOB2-155 BED B 601-4	work394	machine_stub	iob2 155 bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-156-bed-b-607-1	iob2 156 bed b 607 1	unclear	1	1	IOB2-156 BED B 607-1	work395	machine_stub	iob2 156 bed b 607 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-157-bed-b-607-2	iob2 157 bed b 607 2	unclear	1	1	IOB2-157 BED B 607-2	work396	machine_stub	iob2 157 bed b 607 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-158-bed-b-607-6	iob2 158 bed b 607 6	unclear	1	1	IOB2-158 BED B 607-6	work397	machine_stub	iob2 158 bed b 607 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-159	IOB2-159	unclear	1	1	IOB2-159	work398	machine_stub	IOB2-159	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-160-a-bed-b-609-1	iob2 160 a bed b 609 1	unclear	1	1	IOB2-160/a BED B 609-1	work399	machine_stub	iob2 160 a bed b 609 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-161-a-bed-b-622-4	iob2 161 a bed b 622 4	unclear	1	1	IOB2-161/a BED B 622-4	work400	machine_stub	iob2 161 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-161-b-bed-b-593-5	iob2 161 b bed b 593 5	unclear	1	1	IOB2-161/b BED B 593-5	work401	machine_stub	iob2 161 b bed b 593 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-162-bed-b-610-2	iob2 162 bed b 610 2	unclear	1	1	IOB2-162 BED B 610-2	work402	machine_stub	iob2 162 bed b 610 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-163-bed-b-593-5	iob2 163 bed b 593 5	unclear	1	1	IOB2-163 BED B 593-5	work403	machine_stub	iob2 163 bed b 593 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-164-bed-b-593-5	iob2 164 bed b 593 5	unclear	1	1	IOB2-164 BED B 593-5	work404	machine_stub	iob2 164 bed b 593 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-165-a-bed-b-600-7	iob2 165 a bed b 600 7	unclear	1	1	IOB2-165/a BED B 600-7	work405	machine_stub	iob2 165 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-165-b-bed-b-600-7	iob2 165 b bed b 600 7	unclear	1	1	IOB2-165/b BED B 600-7	work406	machine_stub	iob2 165 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-166-a-bed-b-600-7	iob2 166 a bed b 600 7	unclear	1	1	IOB2-166/a BED B 600-7	work407	machine_stub	iob2 166 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-166-b-bed-b-600-7	iob2 166 b bed b 600 7	unclear	1	1	IOB2-166/b BED B 600-7	work408	machine_stub	iob2 166 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-167-bed-b-600-7	iob2 167 bed b 600 7	unclear	1	1	IOB2 167 BED B 600-7	work409	machine_stub	iob2 167 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-168-bed-b-600-7	iob2 168 bed b 600 7	unclear	1	1	IOB2-168 BED B 600-7	work410	machine_stub	iob2 168 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-169-bed-b-600-7	iob2 169 bed b 600 7	unclear	1	1	IOB2-169 BED B 600-7	work411	machine_stub	iob2 169 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-170-bed-b-600-7	iob2 170 bed b 600 7	unclear	1	1	IOB2-170 BED B 600-7	work412	machine_stub	iob2 170 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-171-bed-b-600-7	iob2 171 bed b 600 7	unclear	1	1	IOB2-171 BED B 600-7	work413	machine_stub	iob2 171 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-172-bed-b-600-7	iob2 172 bed b 600 7	unclear	1	1	IOB2-172 BED B 600-7	work414	machine_stub	iob2 172 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-173-bed-b-604-2	iob2 173 bed b 604 2	unclear	1	1	IOB2-173 BED B 604-2	work415	machine_stub	iob2 173 bed b 604 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-174-bed-b-600-7	iob2 174 bed b 600 7	unclear	1	1	IOB2-174 BED B 600-7	work416	machine_stub	iob2 174 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-175-bed-b-600-7	iob2 175 bed b 600 7	unclear	1	1	IOB2-175 BED B 600-7	work417	machine_stub	iob2 175 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-176-a-bed-b-600-7	iob2 176 a bed b 600 7	unclear	1	1	IOB2-176/a BED B 600-7	work418	machine_stub	iob2 176 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-176-b-bed-b-602-1	iob2 176 b bed b 602 1	unclear	1	1	IOB2-176/b BED B 602-1	work419	machine_stub	iob2 176 b bed b 602 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-177-a-bed-b-613-2	iob2 177 a bed b 613 2	unclear	1	1	IOB2-177/a BED B 613-2	work420	machine_stub	iob2 177 a bed b 613 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-177-b-bed-b-602-1	iob2 177 b bed b 602 1	unclear	1	1	IOB2 177/b BED B 602-1	work421	machine_stub	iob2 177 b bed b 602 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-178-bed-b-513-1	iob2 178 bed b 513 1	unclear	1	1	IOB2-178 BED B 513-1	work422	machine_stub	iob2 178 bed b 513 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-180-bed-b-622-6	iob2 180 bed b 622 6	unclear	1	1	IOB2-180 BED B 622-6	work423	machine_stub	iob2 180 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-181-bed-b-600-7	iob2 181 bed b 600 7	unclear	1	1	IOB2-181 BED B 600-7	work424	machine_stub	iob2 181 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-182-a-bed-b-615-4	iob2 182 a bed b 615 4	unclear	1	1	IOB2-182/a BED B 615-4	work425	machine_stub	iob2 182 a bed b 615 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-182-b	IOB2-182/b	unclear	1	1	IOB2-182/b	work426	machine_stub	IOB2-182/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-183-a-bed-b-615-6	iob2 183 a bed b 615 6	unclear	1	1	IOB2-183/a BED B 615-6	work427	machine_stub	iob2 183 a bed b 615 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-183-b-bed-b-600-7	iob2 183 b bed b 600 7	unclear	1	1	IOB2-183/b BED B 600-7	work428	machine_stub	iob2 183 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-185-bed-b-617-1	iob2 185 bed b 617 1	unclear	1	1	IOB2-185 BED B 617-1	work429	machine_stub	iob2 185 bed b 617 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-186-bed-b-600-7	iob2 186 bed b 600 7	unclear	1	1	IOB2-186 BED B 600-7	work430	machine_stub	iob2 186 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-187-bed-b-616-4	iob2 187 bed b 616 4	unclear	1	1	IOB2-187 BED B 616-4	work431	machine_stub	iob2 187 bed b 616 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-188-bed-b-617-3	iob2 188 bed b 617 3	unclear	1	1	IOB2-188 BED B 617-3	work432	machine_stub	iob2 188 bed b 617 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-189-bed-b-600-7	iob2 189 bed b 600 7	unclear	1	1	IOB2-189 BED B 600-7	work433	machine_stub	iob2 189 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-190-a-bed-b-586-3	iob2 190 a bed b 586 3	unclear	1	1	IOB2-190/a BED B 586-3	work434	machine_stub	iob2 190 a bed b 586 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-190-b-bed-b-600-7	iob2 190 b bed b 600 7	unclear	1	1	IOB2-190/b BED B 600-7	work435	machine_stub	iob2 190 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-191-a-bed-b-620-1	iob2 191 a bed b 620 1	unclear	1	1	IOB2-191/a BED B 620-1	work436	machine_stub	iob2 191 a bed b 620 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-191-b-bed-b-600-7	iob2 191 b bed b 600 7	unclear	1	1	IOB2-191/b BED B 600-7	work437	machine_stub	iob2 191 b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-193-bed-b-600-7	iob2 193 bed b 600 7	unclear	1	1	IOB2-193 BED B 600-7	work438	machine_stub	iob2 193 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-194-bed-b-600-7	iob2 194 bed b 600 7	unclear	1	1	IOB2-194 BED B 600-7	work439	machine_stub	iob2 194 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-195-a-bed-b-622-3	iob2 195 a bed b 622 3	unclear	1	1	IOB2-195/a BED B 622-3	work440	machine_stub	iob2 195 a bed b 622 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-195-b-bed-b-622-4	iob2 195 b bed b 622 4	unclear	1	1	IOB2-195/b BED B 622-4	work441	machine_stub	iob2 195 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-196-bed-b-622-4	iob2 196 bed b 622 4	unclear	1	1	IOB2-196 BED B 622-4	work442	machine_stub	iob2 196 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-197-bed-b-600-7	iob2 197 bed b 600 7	unclear	1	1	IOB2-197 BED B 600-7	work443	machine_stub	iob2 197 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-198-bed-b-622-6	iob2 198 bed b 622 6	unclear	1	1	IOB2-198 BED B 622-6	work444	machine_stub	iob2 198 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-199-bed-b-600-7	iob2 199 bed b 600 7	unclear	1	1	IOB2-199 BED B 600-7	work445	machine_stub	iob2 199 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-200-bed-b-631-6	iob2 200 bed b 631 6	unclear	1	1	IOB2-200 BED B 631-6	work446	machine_stub	iob2 200 bed b 631 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-201-a	IOB2-201/a	unclear	1	1	IOB2-201/a	work447	machine_stub	IOB2-201/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-201-b-bed-b-623-1	iob2 201 b bed b 623 1	unclear	1	1	IOB2-201/b BED B 623-1	work448	machine_stub	iob2 201 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-202-bed-b-624-1	iob2 202 bed b 624 1	unclear	1	1	IOB2-202 BED B 624-1	work449	machine_stub	iob2 202 bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-203-bed-b-624-2	iob2 203 bed b 624 2	unclear	1	1	IOB2-203 BED B 624-2	work450	machine_stub	iob2 203 bed b 624 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-204-a-bed-b-624-3	iob2 204 a bed b 624 3	unclear	1	1	IOB2-204/a BED B 624-3	work451	machine_stub	iob2 204 a bed b 624 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-204-b-bed-b-624-3	iob2 204 b bed b 624 3	unclear	1	1	IOB2-204/b BED B 624-3	work452	machine_stub	iob2 204 b bed b 624 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-205-bed-b-624-4	iob2 205 bed b 624 4	unclear	1	1	IOB2 205 BED B 624-4	work453	machine_stub	iob2 205 bed b 624 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-206-bed-b-622-4	iob2 206 bed b 622 4	unclear	1	1	IOB2-206 BED B 622-4	work454	machine_stub	iob2 206 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-207-bed-b-622-6	iob2 207 bed b 622 6	unclear	1	1	IOB2-207 BED B 622-6	work455	machine_stub	iob2 207 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-208-bed-b-622-4	iob2 208 bed b 622 4	unclear	1	1	IOB2-208 BED B 622-4	work456	machine_stub	iob2 208 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-209-bed-b-622-4	iob2 209 bed b 622 4	unclear	1	1	IOB2-209 BED B 622-4	work457	machine_stub	iob2 209 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-210-a-bed-b-600-2	iob2 210 a bed b 600 2	unclear	1	1	IOB2-210/a BED B 600-2	work458	machine_stub	iob2 210 a bed b 600 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-210-b-bed-b-622-6	iob2 210 b bed b 622 6	unclear	1	1	IOB2-210/b BED B 622-6	work459	machine_stub	iob2 210 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-211-bed-b-622-6	iob2 211 bed b 622 6	unclear	1	1	IOB2-211 BED B 622-6	work460	machine_stub	iob2 211 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-212-bed-b-622-8	iob2 212 bed b 622 8	unclear	1	1	IOB2-212 BED B 622-8	work461	machine_stub	iob2 212 bed b 622 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-213-a-bed-b-622-6	iob2 213 a bed b 622 6	unclear	1	1	IOB2-213/a BED B 622-6	work462	machine_stub	iob2 213 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-213-b-bed-b-622-6	iob2 213 b bed b 622 6	unclear	1	1	IOB2-213/b BED B 622-6	work463	machine_stub	iob2 213 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-214-a-iob5-579-bed-b-622-6	iob2 214 a iob5 579 bed b 622 6	unclear	1	1	IOB2-214/a & IOB5-579 BED B 622-6	work464	machine_stub	iob2 214 a iob5 579 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-214-b-bed-b-622-6	iob2 214 b bed b 622 6	unclear	1	1	IOB2 214/b BED B 622-6	work465	machine_stub	iob2 214 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-215-a-bed-b-622-6	iob2 215 a bed b 622 6	unclear	1	1	IOB2-215/a BED B 622-6	work466	machine_stub	iob2 215 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
